,logFC,AveExpr,t,P.Value,adj.P.Val,B,ensembl_transcript_id,gene_symbol,label,-log(adj.P.Val),is_deg,is_significant,score1,is_membrane,is_surface,score2
ENST00000621109,8.358551570705266,-3.39192173650481,6.92250550984321,1.104012356820679e-11,1.4898814029894579e-09,13.006547240938518,ENST00000621109,PSG9,ENST00000621109 - PSG9,20.324569315466007,True,True,2,False,True,3
ENST00000495431,6.491498610149998,-3.4066307543767222,5.771209528255218,1.2400145499096203e-08,8.727429153010673e-07,7.691997991553557,ENST00000495431,CEACAMP10,ENST00000495431 - CEACAMP10,13.95162480866701,True,True,2,False,False,2
ENST00000249887,8.672080629531544,0.052574348157409384,5.733472580451268,1.532896396747419e-08,1.0538943748784184e-06,7.17664959561,ENST00000249887,ACKR4,ENST00000249887 - ACKR4,13.76301832645466,True,True,2,False,False,2
ENST00000221222,6.047125577449213,-3.415041530338089,5.5632189680096324,3.931787391119557e-08,2.4889583464977734e-06,6.818544436952355,ENST00000221222,HOMER3,ENST00000221222 - HOMER3,12.903646269753896,True,True,2,False,False,2
ENST00000461585,5.673079012735124,-3.423586587461396,5.472972273313355,6.414718776914725e-08,3.8709090245409264e-06,6.462555220905552,ENST00000461585,ABHD16A,ENST00000461585 - ABHD16A,12.46202118844268,True,True,2,False,False,2
ENST00000514665,5.59450729800245,1.2559011125764625,5.314883510908729,1.48740877508333e-07,8.272277538502781e-06,5.5408959077954565,ENST00000514665,USP53,ENST00000514665 - USP53,11.702600689201228,True,True,2,False,False,2
ENST00000350009,7.953538988913326,-3.3337960089804937,5.075202682943453,5.113583760918419e-07,2.515640311612713e-05,4.709444218100601,ENST00000350009,ADAM33,ENST00000350009 - ADAM33,10.590398096760149,True,True,2,True,False,2
ENST00000317449,6.405895383626748,1.1674619851719563,4.8660050779667925,1.4436715626538995e-06,6.437293554065457e-05,3.786135556828879,ENST00000317449,LRRN4CL,ENST00000317449 - LRRN4CL,9.650817268765989,True,True,2,True,True,3
ENST00000220244,10.69398067065643,2.2865260778425682,4.730597747209919,2.7703879026099227e-06,0.00011614634488569574,3.1466826212667725,ENST00000220244,CEMIP,ENST00000220244 - CEMIP,9.060659568156524,True,True,2,False,False,2
ENST00000303735,8.789089499837022,-1.361143382082154,4.708039965387604,3.0834186732100416e-06,0.00012785564915524766,3.2082854305808617,ENST00000303735,SLC38A11,ENST00000303735 - SLC38A11,8.96460867139763,True,True,2,False,False,2
ENST00000409058,8.871693755523294,-3.292968476468577,4.695453930752829,3.2725758105995506e-06,0.0001346958328551205,3.2420521667422637,ENST00000409058,SLC38A11,ENST00000409058 - SLC38A11,8.912491411514097,True,True,2,False,False,2
ENST00000366175,8.092778788036469,-1.3634237559481124,4.674488068216557,3.612692787707309e-06,0.00014699649210393541,3.1073388604954477,ENST00000366175,PSG5,ENST00000366175 - PSG5,8.825101834708803,True,True,2,False,True,3
ENST00000592338,5.6434639271830775,-3.3719779431792536,4.602634744340556,5.055305075614219e-06,0.00019804966460295018,3.044030576625733,ENST00000592338,CNN1,ENST00000592338 - CNN1,8.526992727394626,True,True,2,False,False,2
ENST00000525866,5.857107898069389,0.24321989607785124,4.5971785819328925,5.184994813296794e-06,0.0002023738466392282,2.8689403487170493,ENST00000525866,LAYN,ENST00000525866 - LAYN,8.505393845109444,True,True,2,True,True,3
ENST00000369872,8.557974556983405,-0.13239219957144838,4.588965736833969,5.386247966697942e-06,0.0002088560443612766,2.7662030290962623,ENST00000369872,SYPL2,ENST00000369872 - SYPL2,8.473865326279826,True,True,2,False,False,2
ENST00000383165,3.6770070489314666,1.3125872537745789,4.555414118018138,6.289051322891694e-06,0.000239432880199751,2.765411788306336,ENST00000383165,FOXL2NB,ENST00000383165 - FOXL2NB,8.337237430078474,True,True,2,False,False,2
ENST00000597058,5.653279812142235,-3.3926150178237013,4.547510507226584,6.52194039541125e-06,0.00024740042041673305,2.8461162327862173,ENST00000597058,PSG1,ENST00000597058 - PSG1,8.304502398667262,True,True,2,False,True,3
ENST00000619987,5.33019891101776,1.446610705669394,4.5397875459544546,6.757481522712463e-06,0.0002556276764769393,2.64620894499948,ENST00000619987,MESD,ENST00000619987 - MESD,8.271788560896587,True,True,2,False,False,2
ENST00000620247,6.494494426515853,-3.3883737234499445,4.4484669865742035,1.0239409937396406e-05,0.00037080860512462817,2.463995864855738,ENST00000620247,TBC1D3K,ENST00000620247 - TBC1D3K,7.899824517625377,True,True,2,False,False,2
ENST00000260702,7.696913800349234,2.072666686872657,4.388734910838255,1.3385375135260842e-05,0.0004690964361784036,2.053414535347108,ENST00000260702,LOXL4,ENST00000260702 - LOXL4,7.664702189805589,True,True,2,False,True,3
