ENST00000460780 - TNNT2,ENST00000502468 - FBN2,ENST00000312481 - COL6A5,ENST00000624514 - RP11-258F1.2,ENST00000256644 - LAMTOR5,ENST00000467360 - CFB,ENST00000410013 - C14orf180,ENST00000394809 - MYLK3,ENST00000448843 - ALOXE3,ENST00000260264 - POU2F3
ENST00000307128 - MYOZ2,ENST00000370966 - DEPDC1,ENST00000523296 - SFTPC,ENST00000329697 - ACSM2B,ENST00000367750 - FMO1,ENST00000503546 - GFPT2,ENST00000322495 - nan,ENST00000393352 - FHL2,ENST00000498211 - DMKN,ENST00000226247 - FOXN1
ENST00000279270 - SCYL1,ENST00000497395 - ABI3BP,ENST00000599181 - NAPSA,ENST00000382167 - FAM99A,ENST00000409428 - GLS,ENST00000322495 - nan,ENST00000287820 - PPARG,ENST00000572303 - MYL4,ENST00000272895 - ABCA12,ENST00000378626 - LGALS7
ENST00000585579 - FHOD3,ENST00000497027 - WNT5A,ENST00000481748 - FCN3,ENST00000589057 - APOC4-APOC2,ENST00000530240 - GLYATL1,ENST00000256104 - FABP4,ENST00000414593 - ELMOD3,ENST00000356297 - PXDNL,ENST00000601368 - DMKN,ENST00000523967 - DST
ENST00000587176 - TNNI3,ENST00000450115 - TP53BP1,ENST00000392179 - NDUFS2,ENST00000599960 - CYP2A6,ENST00000397060 - SLC17A3,ENST00000332351 - WT1,ENST00000624420 - AQP7,ENST00000423572 - SCN5A,ENST00000434452 - DSC3,ENST00000272895 - ABCA12
ENST00000551917 - SLC25A3,ENST00000265077 - VCAN,ENST00000375067 - AGER,ENST00000562526 - HP,ENST00000302250 - FAM151A,ENST00000394618 - LGALS12,ENST00000303460 - HOXC10,ENST00000367322 - TNNT2,ENST00000606153 - POU2F3,ENST00000601368 - DMKN
ENST00000520298 - MYOM2,ENST00000547034 - TMTC3,ENST00000253354 - BPIFB1,ENST00000265403 - UGT2B10,ENST00000374855 - missing,ENST00000452684 - SOD2,ENST00000573382 - MYMX,ENST00000237837 - FGF23,ENST00000393200 - IL36RN,ENST00000434452 - DSC3
ENST00000593949 - NMRK2,ENST00000430085 - CALD1,ENST00000518615 - SFTPC,ENST00000572843 - ACSM2A,ENST00000299752 - CDH16,ENST00000368029 - ITLN2,ENST00000587491 - SEC14L1,ENST00000338040 - FBXO40,ENST00000454677 - HS3ST6,ENST00000259631 - CCL27
ENST00000397326 - MB,ENST00000524074 - PFDN1,ENST00000343735 - CLDN18,ENST00000344743 - GLYAT,ENST00000513614 - SLC34A1,ENST00000494004 - ADAMTS9,ENST00000432207 - CD36,ENST00000492843 - PRKAG2,ENST00000556376 - HOPX,ENST00000368750 - SPRR2E
ENST00000559294 - FITM1,ENST00000586539 - ABCA8,ENST00000570586 - TMEM100,ENST00000569131 - ACSM2B,ENST00000325945 - HAO2,ENST00000584982 - ANXA8L1,ENST00000367755 - FMO3,ENST00000431289 - MYL7,ENST00000320256 - ASPRV1,ENST00000399518 - PLA2G4E
ENST00000268661 - RPL3L,ENST00000513834 - WWC2,ENST00000358184 - CTSE,ENST00000564007 - TAT,ENST00000317594 - FXYD2,ENST00000524323 - STC1,ENST00000377203 - CD300LG,ENST00000305991 - SLN,ENST00000360090 - LCE1B,ENST00000607093 - LCE1C
ENST00000560970 - TPM1,ENST00000621890 - YTHDF3,ENST00000599198 - CYP2B6,ENST00000529775 - HPX,ENST00000452814 - RAB11FIP3,ENST00000380464 - PLIN2,ENST00000380465 - PLIN2,ENST00000560563 - ACTC1,ENST00000495859 - LY6G6C,ENST00000548409 - KRT5
ENST00000380180 - PDLIM5,ENST00000541363 - HMGA2,ENST00000474914 - SFTA2,ENST00000470255 - AGXT,ENST00000194130 - SLC13A1,ENST00000530998 - WT1,ENST00000238558 - GSC,ENST00000438742 - TNNT2,ENST00000339852 - NCCRP1,ENST00000488542 - DMKN
ENST00000338909 - MYOM3,ENST00000367921 - DDR2,ENST00000402914 - MACROD2,ENST00000566998 - ACSM2B,ENST00000329697 - ACSM2B,ENST00000515506 - CNOT6L,ENST00000624075 - AQP7,ENST00000367317 - TNNT2,ENST00000374408 - FAM83C,ENST00000312134 - CST6
ENST00000585806 - TNNI3,ENST00000589419 - CCBE1,ENST00000360218 - CTSE,ENST00000209668 - ADH1A,ENST00000361703 - SLC17A3,ENST00000602877 - ANXA8,ENST00000339241 - SPRY1,ENST00000522933 - PXDNL,ENST00000260264 - POU2F3,ENST00000420350 - RP11-365O16.6
ENST00000403994 - TPM1,ENST00000418984 - EEA1,ENST00000575685 - TMEM100,ENST00000359492 - APOA1,ENST00000570331 - UMOD,ENST00000618572 - CIDEC,ENST00000599918 - LIPE,ENST00000540630 - MYPN,ENST00000532638 - POU2F3,ENST00000368764 - IVL
ENST00000221476 - CKM,ENST00000461482 - TFPI2,ENST00000506143 - COL6A6,ENST00000495140 - C3P1,ENST00000350657 - SLC47A2,ENST00000577813 - ANXA8,ENST00000369425 - GPAM,ENST00000610355 - CORIN,ENST00000336334 - KLK5,ENST00000301659 - GSDMA
ENST00000614867 - BSG,ENST00000295927 - PTX3,ENST00000518529 - SFTA3,ENST00000427924 - FGL1,ENST00000569347 - CLEC18C,ENST00000308868 - LEP,ENST00000441034 - CD36,ENST00000561266 - TPM1,ENST00000462981 - DSG1,ENST00000367324 - PKP1
ENST00000602569 - IFITM2,ENST00000419255 - SEMA3C,ENST00000339843 - CYP3A5,ENST00000624055 - CTD-3076M17.1,ENST00000304460 - SLC6A19,ENST00000308344 - CLDN15,ENST00000551939 - GPD1,ENST00000571134 - DHRS7C,ENST00000341958 - SYT8,ENST00000552952 - KRT5
ENST00000228318 - SLC25A3,ENST00000407356 - PSG5,ENST00000563941 - MSLN,ENST00000308192 - PLG,ENST00000260287 - FXYD2,ENST00000395900 - WT1-AS,ENST00000252453 - ANGPTL8,ENST00000394570 - UNC45B,ENST00000226247 - FOXN1,ENST00000336334 - KLK5
ENST00000340369 - XIRP1,ENST00000456923 - FN1,ENST00000372292 - SFTPD,ENST00000310638 - CYP4A11,ENST00000409387 - SLC3A1,ENST00000613703 - ANXA8L1,ENST00000348367 - GPAM,ENST00000593949 - NMRK2,ENST00000367324 - PKP1,ENST00000301263 - LY6D
ENST00000370100 - SRPK3,ENST00000393578 - HMGA2,ENST00000375070 - AGER,ENST00000461414 - PLG,ENST00000370296 - PAX2,ENST00000553753 - HNRNPC,ENST00000317310 - CD300LG,ENST00000369347 - PDE4DIP,ENST00000349847 - SCEL,ENST00000374408 - FAM83C
ENST00000455090 - ANKRD2,ENST00000312465 - FGF5,ENST00000199764 - CEACAM6,ENST00000476385 - RP11-372E1.4,ENST00000366953 - SLC22A2,ENST00000309881 - CD36,ENST00000472715 - PLIN2,ENST00000369358 - NRAP,ENST00000549511 - KRT5,ENST00000613703 - ANXA8L1
ENST00000474523 - POPDC2,ENST00000457544 - HGF,ENST00000473619 - AGER,ENST00000508147 - LINC02499,ENST00000568698 - CDH16,ENST00000333813 - TRARG1,ENST00000480599 - CD36,ENST00000572316 - MYL4,ENST00000471786 - DMKN,ENST00000319144 - missing
ENST00000312352 - PFKM,ENST00000543464 - CPD,ENST00000429322 - MS4A15,ENST00000260682 - CYP2C9,ENST00000336803 - CLDN2,ENST00000340246 - LGALS12,ENST00000496957 - ELMOD3,ENST00000399249 - MYBPC3,ENST00000420350 - RP11-365O16.6,ENST00000360428 - DSC3
ENST00000290378 - ACTC1,ENST00000428343 - RFX8,ENST00000367070 - C4BPA,ENST00000479792 - RP11-372E1.4,ENST00000545207 - SLC22A8,ENST00000419819 - CD36,ENST00000331952 - C14orf180,ENST00000338909 - MYOM3,ENST00000434704 - DLX3,ENST00000530069 - ALDH3B2
ENST00000235958 - HMGCL,ENST00000420576 - GSPT1,ENST00000579221 - SLC6A4,ENST00000465874 - CYP4A11,ENST00000285393 - ATP6V0D2,ENST00000257632 - UPK3B,ENST00000436786 - LINC01239,ENST00000587176 - TNNI3,ENST00000552629 - KRT5,ENST00000244926 - SCGB1D2
ENST00000372873 - SYNPO2L,ENST00000493237 - MME,ENST00000379972 - IL15RA,ENST00000359481 - PLGLB2,ENST00000396104 - ACSM2A,ENST00000367483 - PRG4,ENST00000377425 - AQP7,ENST00000360870 - TTN,ENST00000293502 - SDR9C7,ENST00000252242 - KRT5
ENST00000451551 - missing,ENST00000347699 - MAP4K4,ENST00000597959 - nan,ENST00000461906 - CYP2C9,ENST00000397647 - PAX8,ENST00000377425 - AQP7,ENST00000491209 - BTNL9,ENST00000355349 - MYH7,ENST00000476662 - KRT14,ENST00000466011 - KRT80
ENST00000561266 - TPM1,ENST00000529029 - YAP1,ENST00000274150 - NKD2,ENST00000637142 - NBPF13P,ENST00000428433 - PAX2,ENST00000349553 - CALB2,ENST00000369208 - SIM1,ENST00000576874 - MYL4,ENST00000478648 - DMKN,ENST00000448843 - ALOXE3
ENST00000447340 - PRSS42P,ENST00000425019 - MAP4K4,ENST00000545450 - MSLN,ENST00000628566 - NR1I3,ENST00000568632 - CDH16,ENST00000297988 - AQP7,ENST00000396402 - CYP19A1,ENST00000334574 - FSD2,ENST00000359499 - KRT78,ENST00000307098 - SPRR1B
ENST00000376468 - NPPB,ENST00000451956 - GNAI2,ENST00000327857 - DEFA3,ENST00000495173 - ALB,ENST00000442682 - TMEM213,ENST00000467150 - CFB,ENST00000537089 - AQP7,ENST00000587944 - TTN-AS1,ENST00000451297 - DMKN,ENST00000283303 - ADGRF4
ENST00000543737 - SLC5A1,ENST00000622629 - MSH6,ENST00000343837 - SNTN,ENST00000502291 - LINC02499,ENST00000375679 - CLCNKB,ENST00000443026 - ABCB5,ENST00000526907 - PICALM,ENST00000515042 - TNNT2,ENST00000301263 - LY6D,ENST00000457326 - CAPNS2
ENST00000616343 - missing,ENST00000290341 - IGF2BP1,ENST00000429135 - IL15RA,ENST00000234071 - PROC,ENST00000233712 - EVA1A,ENST00000475557 - ADAMTS9,ENST00000520337 - CTHRC1,ENST00000466570 - TNNT2,ENST00000530069 - ALDH3B2,ENST00000339852 - NCCRP1
ENST00000548474 - ATP5F1B,ENST00000440326 - MYOSLID,ENST00000333598 - MCEMP1,ENST00000336411 - CYP3A4,ENST00000565796 - CDH16,ENST00000320741 - ADIPOQ,ENST00000297988 - AQP7,ENST00000570772 - MYL4,ENST00000244926 - SCGB1D2,ENST00000550823 - KRT77
ENST00000557704 - DPF3,ENST00000503759 - LOX,ENST00000358511 - COL6A6,ENST00000394899 - ADH6,ENST00000325411 - SLC47A2,ENST00000490763 - SLC2A3,ENST00000539936 - nan,ENST00000412633 - TNNT2,ENST00000283303 - ADGRF4,ENST00000393976 - KRT15
ENST00000500777 - SEC31A,ENST00000545328 - SEC23A,ENST00000532224 - PTPN22,ENST00000215727 - SERPIND1,ENST00000310638 - CYP4A11,ENST00000490489 - ITLN2,ENST00000581852 - CCDC178,ENST00000375418 - ADPRHL1,ENST00000334269 - LCE5A,ENST00000434704 - DLX3
ENST00000405093 - MYH6,ENST00000548162 - MMP14,ENST00000394849 - UPK3B,ENST00000531714 - CYP2C8,ENST00000244527 - SLC17A1,ENST00000406935 - ABCB5,ENST00000624890 - AQP7,ENST00000451551 - missing,ENST00000466011 - KRT80,ENST00000547890 - KRT5
ENST00000367315 - TNNT2,ENST00000475181 - CCDC80,ENST00000452684 - SOD2,ENST00000372213 - MAT1A,ENST00000360421 - SLC22A6,ENST00000435819 - CD36,ENST00000464213 - CD36,ENST00000560970 - TPM1,ENST00000488542 - DMKN,ENST00000221730 - EPHX3
ENST00000548362 - PRKAG1,ENST00000539539 - CCAR1,ENST00000589695 - TREM1,ENST00000226355 - AFM,ENST00000502942 - UGT2B7,ENST00000546790 - BICDL1,ENST00000537449 - GHR,ENST00000590463 - TNNI3,ENST00000290472 - PLA2G4D,ENST00000478648 - DMKN
ENST00000567389 - CDIN1,ENST00000381294 - IL6ST,ENST00000546390 - SMIM41,ENST00000375547 - PROZ,ENST00000432095 - SLC4A9,ENST00000583911 - ANXA8,ENST00000367485 - PRG4,ENST00000221476 - CKM,ENST00000252242 - KRT5,ENST00000471786 - DMKN
ENST00000367322 - TNNT2,ENST00000468623 - GNB4,ENST00000590174 - TBX4,ENST00000565322 - ACSM2B,ENST00000540876 - CLDN2,ENST00000482312 - CFB,ENST00000406757 - GPC3,ENST00000589864 - TNNI3,ENST00000304620 - KRT78,ENST00000377246 - SCEL
ENST00000369347 - PDE4DIP,ENST00000613865 - RPS24,ENST00000310346 - TBX5,ENST00000521279 - BHMT,ENST00000344743 - GLYAT,ENST00000526472 - PKHD1L1,ENST00000591243 - C19orf12,ENST00000431007 - MYL7,ENST00000377246 - SCEL,ENST00000405535 - TMEM79
