ENST00000423572 - SCN5A,ENST00000497395 - ABI3BP,ENST00000631057 - GPC3,ENST00000405164 - FGG,ENST00000370115 - VCAM1,ENST00000491209 - BTNL9,ENST00000631057 - GPC3,ENST00000640568 - TSPAN9,ENST00000639002 - CD44,ENST00000377028 - DCT
ENST00000368413 - ADAM15,ENST00000497027 - WNT5A,ENST00000506850 - IL7R,ENST00000495413 - HRG,ENST00000312293 - FOLR1,ENST00000482490 - ADAMTS9,ENST00000492862 - EGFL7,ENST00000447819 - NFASC,ENST00000266088 - SLC5A1,ENST00000374228 - SLC46A2
ENST00000574494 - TRAP1,ENST00000265077 - VCAN,ENST00000449446 - WNT2,ENST00000570083 - HP,ENST00000368196 - NTRK1,ENST00000378402 - PKHD1L1,ENST00000492962 - JAM2,ENST00000475797 - HJV,ENST00000357517 - PCDH1,ENST00000435145 - HLA-DQB2
ENST00000491404 - EEF1A1,ENST00000586539 - ABCA8,ENST00000284523 - WNT3A,ENST00000355035 - ASGR2,ENST00000400382 - GGT1,ENST00000511589 - BTNL9,ENST00000555809 - ITGA7,ENST00000636691 - ASAH1,ENST00000289429 - CD1A,ENST00000422263 - CA12
ENST00000359637 - CFH,ENST00000367921 - DDR2,ENST00000469940 - AGER,ENST00000367070 - C4BPA,ENST00000478051 - SLC22A11,ENST00000512570 - BTNL9,ENST00000551728 - CPM,ENST00000357836 - HJV,ENST00000268171 - FURIN,ENST00000266088 - SLC5A1
ENST00000394159 - IL15,ENST00000461482 - TFPI2,ENST00000441259 - PRF1,ENST00000622532 - FGA,ENST00000252809 - GDF15,ENST00000222543 - TFPI2,ENST00000239462 - TNN,ENST00000394162 - ST3GAL6,ENST00000527656 - LRP4,ENST00000527656 - LRP4
ENST00000352187 - SLC43A3,ENST00000419255 - SEMA3C,ENST00000265441 - WNT2,ENST00000269299 - ASGR1,ENST00000377833 - CUBN,ENST00000480599 - CD36,ENST00000540087 - MFAP5,ENST00000335475 - KCNQ1,ENST00000435145 - HLA-DQB2,ENST00000388918 - TYRP1
ENST00000485212 - MYOF,ENST00000407356 - PSG5,ENST00000568746 - IL4R,ENST00000467466 - PLG,ENST00000403096 - COLEC11,ENST00000376841 - BTNL9,ENST00000327705 - BTNL9,ENST00000506143 - COL6A6,ENST00000436178 - IDE,ENST00000566612 - CDH1
ENST00000610355 - CORIN,ENST00000456923 - FN1,ENST00000539028 - CLEC2B,ENST00000354728 - UGT1A9,ENST00000402922 - COLEC11,ENST00000441109 - CD36,ENST00000322563 - WNT11,ENST00000469018 - GGT7,ENST00000411578 - MST1R,ENST00000411578 - MST1R
ENST00000534319 - HSPA8,ENST00000543464 - CPD,ENST00000563926 - IL4R,ENST00000462594 - PON1,ENST00000403838 - GGT1,ENST00000451238 - TFPI2,ENST00000594348 - ANGPTL4,ENST00000388820 - ADAMTS7,ENST00000638295 - SCARB2,ENST00000638295 - SCARB2
ENST00000471548 - ACE2,ENST00000493237 - MME,ENST00000367609 - ADGRG6,ENST00000433729 - PON1,ENST00000404532 - GGT1,ENST00000322563 - WNT11,ENST00000565912 - CX3CL1,ENST00000521150 - SLIT3,ENST00000485044 - MST1R,ENST00000525348 - CD44
ENST00000421373 - FBLN2,ENST00000503759 - LOX,ENST00000306602 - CXCL10,ENST00000324015 - SERPINF2,ENST00000419245 - GALNT11,ENST00000444204 - ADIPOQ,ENST00000464097 - ADA,ENST00000526167 - CRYAB,ENST00000263321 - TYR,ENST00000518434 - LY6D
ENST00000455893 - CPVL,ENST00000475181 - CCDC80,ENST00000567409 - ITGAX,ENST00000492082 - FGG,ENST00000639785 - CASR,ENST00000488048 - CD36,ENST00000425428 - CD44,ENST00000461280 - KCNH2,ENST00000222275 - UPK1A,ENST00000369059 - FGFR2
ENST00000437787 - CD99L2,ENST00000381294 - IL6ST,ENST00000303115 - IL7R,ENST00000574388 - ASGR1,ENST00000324015 - SERPINF2,ENST00000432207 - CD36,ENST00000569530 - PECAM1,ENST00000379799 - PAM,ENST00000518434 - LY6D,ENST00000321429 - DUOX1
ENST00000376263 - HNRNPK,ENST00000404580 - PSG5,ENST00000566549 - MSLN,ENST00000355906 - HP,ENST00000564645 - DPEP1,ENST00000599899 - C3,ENST00000217407 - LBP,ENST00000309881 - CD36,ENST00000526553 - CD44,ENST00000466591 - COL7A1
ENST00000480756 - BGN,ENST00000382989 - MME,ENST00000562918 - ITGAX,ENST00000358415 - ITIH2,ENST00000577168 - UMOD,ENST00000616559 - PTPRQ,ENST00000494004 - ADAMTS9,ENST00000497589 - SLC4A3,ENST00000561220 - DUOX1,ENST00000526553 - CD44
ENST00000432207 - CD36,ENST00000638663 - SCARB2,ENST00000312293 - FOLR1,ENST00000254850 - ASGR2,ENST00000541345 - HPN,ENST00000455073 - LAMA4,ENST00000545906 - VWF,ENST00000522603 - ASPH,ENST00000467751 - C1orf159,ENST00000534296 - CD44
ENST00000511589 - BTNL9,ENST00000419671 - COL12A1,ENST00000381998 - MSR1,ENST00000539746 - VTN,ENST00000371129 - ANGPTL3,ENST00000513424 - BTNL9,ENST00000376841 - BTNL9,ENST00000358511 - COL6A6,ENST00000405312 - PSG4,ENST00000487017 - COL7A1
ENST00000413743 - SLC4A3,ENST00000262464 - FBN2,ENST00000332191 - ROBO2,ENST00000565574 - HP,ENST00000557089 - HSP90AA1,ENST00000421350 - MICA,ENST00000530105 - PRG2,ENST00000634447 - SLC12A7,ENST00000491462 - SLC46A2,ENST00000485044 - MST1R
ENST00000397368 - CAV3,ENST00000280876 - GXYLT1,ENST00000292408 - FGFR4,ENST00000622294 - GHR,ENST00000625904 - HAVCR1,ENST00000327705 - BTNL9,ENST00000471689 - JAM2,ENST00000528590 - NCAM1,ENST00000367135 - SLC26A9,ENST00000411527 - HLA-DQB2
ENST00000528996 - SERPING1,ENST00000465892 - TGFBR3,ENST00000616114 - PCDH15,ENST00000462107 - TFR2,ENST00000432867 - GGT1,ENST00000539028 - CLEC2B,ENST00000280155 - ADRA2A,ENST00000454642 - CDH19,ENST00000369059 - FGFR2,ENST00000268171 - FURIN
ENST00000535011 - CALU,ENST00000405312 - PSG4,ENST00000309539 - OLR1,ENST00000336098 - FGG,ENST00000490087 - GGT1,ENST00000447544 - CD36,ENST00000408005 - THSD7A,ENST00000451520 - TSPAN32,ENST00000321429 - DUOX1,ENST00000376263 - HNRNPK
ENST00000486011 - TSPAN32,ENST00000503010 - TMED7,ENST00000503708 - FGFR4,ENST00000478441 - AHSG,ENST00000599363 - HPN,ENST00000464213 - CD36,ENST00000352818 - CD44,ENST00000555687 - ITGA7,ENST00000472871 - DCT,ENST00000528922 - CD44
ENST00000580389 - ICAM2,ENST00000353578 - COL6A3,ENST00000409584 - IL1RL1,ENST00000403601 - IL17RC,ENST00000461414 - PLG,ENST00000441034 - CD36,ENST00000497524 - AGTR1,ENST00000621850 - NCAM1,ENST00000525348 - CD44,ENST00000472871 - DCT
ENST00000515359 - DAG1,ENST00000474771 - KCNK2,ENST00000615289 - HSD11B1,ENST00000465913 - FGG,ENST00000597419 - HPN,ENST00000217407 - LBP,ENST00000357071 - ECE1,ENST00000618192 - LAMA2,ENST00000469068 - FGFR3,ENST00000532335 - RAET1E
ENST00000589966 - TBXA2R,ENST00000457377 - SLC4A7,ENST00000311734 - IL1RL1,ENST00000226218 - VTN,ENST00000422263 - CA12,ENST00000479368 - CCDC80,ENST00000301959 - STEAP4,ENST00000491324 - PI16,ENST00000532335 - RAET1E,ENST00000263321 - TYR
ENST00000589527 - LGALS3BP,ENST00000529128 - CLMP,ENST00000404648 - FGG,ENST00000490084 - TFR2,ENST00000477859 - ITGB8,ENST00000482211 - HBEGF,ENST00000428774 - CRIM1,ENST00000619403 - SLC14A1,ENST00000422263 - CA12,ENST00000371225 - TACSTD2
ENST00000503821 - CORIN,ENST00000391895 - KCNK2,ENST00000505093 - IL7R,ENST00000223051 - TFR2,ENST00000262626 - HPN,ENST00000432372 - NRP1,ENST00000551461 - PPFIA2,ENST00000497365 - HJV,ENST00000598581 - SLC6A14,ENST00000567238 - SLC6A2
ENST00000497349 - PDIA3,ENST00000492059 - FBLN2,ENST00000394697 - ADCY7,ENST00000540645 - AMBP,ENST00000394468 - HEPACAM2,ENST00000511982 - IL7R,ENST00000551525 - PTPRB,ENST00000275358 - VWDE,ENST00000534296 - CD44,ENST00000254351 - SDC1
ENST00000497869 - TNFRSF4,ENST00000510305 - PCDH18,ENST00000463990 - IL1RL1,ENST00000573596 - ASGR1,ENST00000412658 - GGT1,ENST00000521732 - LAMA4,ENST00000528987 - CD59,ENST00000491127 - SLC26A9,ENST00000490769 - PSG4,ENST00000561220 - DUOX1
ENST00000392669 - ST3GAL4,ENST00000438462 - RTN4,ENST00000014914 - GPRC5A,ENST00000567612 - HP,ENST00000451366 - GGT1,ENST00000356736 - SLC39A8,ENST00000564866 - PECAM1,ENST00000510006 - PAM,ENST00000376263 - HNRNPK,ENST00000597741 - LYPD3
ENST00000367775 - SELE,ENST00000514742 - FBN2,ENST00000600463 - IFI30,ENST00000266646 - INHBE,ENST00000603679 - VCAM1,ENST00000216968 - PROCR,ENST00000465642 - IGFBP3,ENST00000348126 - PAM,ENST00000371225 - TACSTD2,ENST00000491462 - SLC46A2
ENST00000481345 - RAMP3,ENST00000480737 - FN1,ENST00000406757 - GPC3,ENST00000474204 - CP,ENST00000400380 - GGT1,ENST00000472733 - THBS2,ENST00000543369 - MFAP5,ENST00000525876 - SERPINH1,ENST00000356955 - ADAM15,ENST00000349394 - NXPH4
ENST00000498645 - LSAMP,ENST00000438277 - UGGT1,ENST00000525219 - IL15RA,ENST00000473393 - FGG,ENST00000425895 - GGT1,ENST00000374816 - NRP1,ENST00000460477 - IGFBP3,ENST00000446542 - CLCN6,ENST00000396789 - LTB4R,ENST00000357517 - PCDH1
ENST00000546436 - GLT8D2,ENST00000374893 - ECE1,ENST00000358375 - OSCAR,ENST00000233242 - APOB,ENST00000504835 - CDH6,ENST00000428774 - CRIM1,ENST00000413146 - TNFRSF8,ENST00000416910 - SLC4A3,ENST00000284523 - WNT3A,ENST00000368413 - ADAM15
ENST00000513873 - CLDND1,ENST00000436949 - SEMA3A,ENST00000264888 - CXCL9,ENST00000541345 - HPN,ENST00000428855 - GGT1,ENST00000392302 - NTRK1,ENST00000595079 - ANGPTL4,ENST00000590665 - ATP5F1A,ENST00000368286 - SEMA4A,ENST00000586751 - LAMA3
ENST00000381469 - IL3RA,ENST00000487012 - ABI3BP,ENST00000393648 - FGFR4,ENST00000498375 - FGB,ENST00000372003 - TSPAN1,ENST00000602053 - C3,ENST00000475557 - ADAMTS9,ENST00000555809 - ITGA7,ENST00000539839 - FZD10,ENST00000465238 - COL7A1
ENST00000423113 - ITGB1,ENST00000483129 - ABI3BP,ENST00000486742 - LILRA5,ENST00000566821 - HP,ENST00000615002 - TEK,ENST00000263932 - TNFRSF8,ENST00000539168 - CDH5,ENST00000252321 - KCNA5,ENST00000356291 - TMPRSS11F,ENST00000284523 - WNT3A
ENST00000469018 - GGT7,ENST00000424408 - LAMA4,ENST00000265598 - LAMP3,ENST00000359637 - CFH,ENST00000392226 - HPN,ENST00000262551 - OGN,ENST00000492599 - TIE1,ENST00000336751 - HJV,ENST00000566612 - CDH1,ENST00000367135 - SLC26A9
ENST00000583684 - ICAM2,ENST00000480024 - FN1,ENST00000297581 - DCSTAMP,ENST00000529037 - HPX,ENST00000288167 - IL17RB,ENST00000438020 - CD36,ENST00000404754 - AGTR1,ENST00000421373 - FBLN2,ENST00000597741 - LYPD3,ENST00000556141 - LTB4R
ENST00000513192 - PIGG,ENST00000354785 - FN1,ENST00000391761 - OSCAR,ENST00000612382 - GHR,ENST00000407817 - TCN2,ENST00000456754 - TIMP1,ENST00000428530 - IGFBP3,ENST00000398090 - SLC7A2,ENST00000474521 - FGFR3,ENST00000528927 - ANO9
ENST00000505754 - CORIN,ENST00000474875 - TOR1AIP1,ENST00000331941 - CSF3R,ENST00000367076 - C4BPB,ENST00000416053 - P4HA2,ENST00000375561 - OGN,ENST00000370818 - GPC3,ENST00000524660 - CRYAB,ENST00000586751 - LAMA3,ENST00000532339 - CD44
ENST00000538969 - CD36,ENST00000371936 - IL13RA2,ENST00000495442 - A2M,ENST00000433712 - TRPM8,ENST00000502711 - ENPEP,ENST00000374823 - NRP1,ENST00000506782 - BTNL9,ENST00000543351 - VDAC2,ENST00000254351 - SDC1,ENST00000469068 - FGFR3
ENST00000394299 - GPC3,ENST00000395603 - ATRX,ENST00000561896 - MSLN,ENST00000565807 - HP,ENST00000470318 - TSPAN1,,ENST00000305249 - TACR1,ENST00000460971 - COLEC11,ENST00000528927 - ANO9,ENST00000396789 - LTB4R
ENST00000468559 - HM13,ENST00000478348 - S100A10,ENST00000543436 - A2M,ENST00000576168 - HP,ENST00000634374 - EFEMP1,,ENST00000315330 - CLEC1A,ENST00000487365 - COLEC11,ENST00000355153 - ITGB2,ENST00000389037 - DUOX1
ENST00000421350 - MICA,ENST00000528086 - CD44,ENST00000314446 - LILRB2,ENST00000563241 - CES1,ENST00000393092 - DPEP1,,ENST00000329066 - TPO,ENST00000618112 - BSG,ENST00000556141 - LTB4R,ENST00000379415 - ADTRP
ENST00000481873 - ADAM9,ENST00000469554 - CCDC80,ENST00000264832 - ICAM1,ENST00000470767 - C4BPB,ENST00000402794 - COLEC11,,ENST00000321023 - VWF,ENST00000304400 - PAM,ENST00000389037 - DUOX1,ENST00000485503 - EGFR
ENST00000581417 - ICAM2,ENST00000393915 - HMMR,ENST00000550358 - PTPRB,ENST00000489769 - SERPINA1,ENST00000595973 - GDF15,,ENST00000311330 - CD248,ENST00000444870 - SMIM1,ENST00000411527 - HLA-DQB2,ENST00000290167 - WNT4
ENST00000441606 - ANO6,ENST00000443638 - TM9SF3,ENST00000623550 - B2M,ENST00000391923 - C4BPB,ENST00000554401 - HSP90AA1,,ENST00000376802 - HLA-A,ENST00000637922 - ASAH1,ENST00000466591 - COL7A1,ENST00000561166 - DUOX1
ENST00000227251 - CRYAB,ENST00000550253 - TGFBR1,ENST00000392370 - CALCRL,ENST00000400382 - GGT1,ENST00000576688 - UMOD,,ENST00000553276 - ITGA7,ENST00000372689 - PIGT,ENST00000539028 - CLEC2B,ENST00000490769 - PSG4
ENST00000506782 - BTNL9,ENST00000609928 - TOR1AIP2,ENST00000598581 - SLC6A14,ENST00000491404 - EEF1A1,ENST00000522693 - HAVCR1,,ENST00000563425 - CDH5,ENST00000441606 - ANO6,ENST00000396957 - RPL32,ENST00000345363 - LTB4R
ENST00000636100 - MYO18A,ENST00000188790 - FAP,ENST00000632133 - B2M,ENST00000469326 - C4BPB,ENST00000560130 - HSP90AA1,,ENST00000508477 - LIFR,ENST00000527132 - DKK3,ENST00000532094 - ANO9,ENST00000368286 - SEMA4A
ENST00000451520 - TSPAN32,ENST00000560137 - ANPEP,ENST00000424970 - SLC39A8,ENST00000217407 - LBP,ENST00000265162 - ENPEP,,ENST00000340465 - GFRAL,ENST00000637790 - ASAH1,ENST00000621387 - MST1R,ENST00000470179 - PGAP1
ENST00000422731 - AAMP,ENST00000552192 - SLC6A15,ENST00000466081 - FAS,ENST00000636712 - SERPINA1,ENST00000551042 - PTPRQ,,ENST00000563523 - PECAM1,ENST00000548474 - ATP5F1B,ENST00000534161 - ANO9,ENST00000328333 - COL7A1
ENST00000491127 - SLC26A9,ENST00000485567 - FN1,ENST00000495189 - VIPR1,ENST00000528996 - SERPING1,ENST00000401885 - GGT1,,ENST00000524029 - LPL,ENST00000345721 - PAM,ENST00000300589 - NOD2,ENST00000534161 - ANO9
ENST00000585601 - NECTIN2,ENST00000479053 - RECK,ENST00000437800 - CD4,ENST00000243611 - C4BPB,ENST00000523175 - HAVCR1,,ENST00000417621 - IGFBP3,ENST00000550050 - CD63,ENST00000487017 - COL7A1,ENST00000532094 - ANO9
ENST00000634447 - SLC12A7,ENST00000486533 - COL12A1,ENST00000543839 - CLEC12A,ENST00000367775 - SELE,ENST00000490834 - SLC22A11,,ENST00000324106 - CD28,ENST00000474628 - P4HA2,ENST00000332826 - ANO9,ENST00000588164 - LAMA3
ENST00000522603 - ASPH,ENST00000506850 - IL7R,ENST00000571644 - ITGAX,ENST00000382061 - SERPINF2,ENST00000450638 - TCN2,,ENST00000460209 - IGFBP3,ENST00000388918 - TYRP1,ENST00000528922 - CD44,ENST00000465642 - IGFBP3
ENST00000518087 - ASAH1,ENST00000495316 - PSG4,ENST00000475627 - HLA-DMA,ENST00000431692 - TFR2,ENST00000639342 - PIGN,,ENST00000493608 - COL6A3,ENST00000528961 - CRYAB,ENST00000483612 - AZGP1,ENST00000621387 - MST1R
ENST00000640900 - SCARB2,ENST00000523739 - FZD6,ENST00000291294 - PTGIR,ENST00000402629 - SERPINA1,ENST00000460468 - ANK3,,ENST00000492874 - TIE1,ENST00000227251 - CRYAB,ENST00000485503 - EGFR,ENST00000598581 - SLC6A14
ENST00000395983 - BDNF,ENST00000357867 - FN1,ENST00000484849 - AGER,ENST00000495481 - F5,ENST00000512342 - SLC2A9,,ENST00000571988 - RSL1D1,ENST00000382062 - COLEC11,ENST00000612032 - MST1R,ENST00000379268 - TNFRSF18
ENST00000461540 - CCT4,ENST00000495577 - MME,ENST00000456754 - TIMP1,ENST00000567185 - HP,ENST00000463990 - IL1RL1,,ENST00000262101 - MSR1,ENST00000380385 - SCARA5,ENST00000532339 - CD44,ENST00000437316 - HLA-DQB2
ENST00000473851 - ACE2,ENST00000495063 - ABI3BP,ENST00000595973 - GDF15,ENST00000324417 - SLC34A1,ENST00000429089 - PLAT,,ENST00000475821 - S1PR1,ENST00000560130 - HSP90AA1,ENST00000379415 - ADTRP,ENST00000396957 - RPL32
ENST00000375543 - ASPN,ENST00000486921 - KCNK2,ENST00000476590 - CD55,ENST00000523634 - ST3GAL1,ENST00000446198 - PODXL,,ENST00000374816 - NRP1,ENST00000447510 - PROM1,ENST00000468525 - MST1R,ENST00000560666 - CA12
ENST00000475797 - HJV,ENST00000297268 - COL1A2,ENST00000311014 - DNAI2,ENST00000600390 - HPN,ENST00000482143 - TSPAN1,,ENST00000492931 - ADA,ENST00000635756 - ASAH1,ENST00000437316 - HLA-DQB2,ENST00000344366 - CA12
ENST00000590377 - SLC14A1,ENST00000469005 - FSTL1,ENST00000544449 - KLRK1,ENST00000599363 - HPN,ENST00000264784 - SLC2A9,,ENST00000449662 - ICAM2,ENST00000557089 - HSP90AA1,ENST00000433892 - CD44,ENST00000332826 - ANO9
ENST00000309881 - CD36,ENST00000460217 - FN1,ENST00000473575 - VIPR1,ENST00000576487 - ASGR2,ENST00000467466 - PLG,,ENST00000527943 - ABI3BP,ENST00000349077 - COLEC11,ENST00000441515 - IL1RL2,ENST00000483612 - AZGP1
ENST00000388918 - TYRP1,ENST00000448723 - ADAM12,ENST00000340093 - PLAUR,ENST00000493994 - ANGPTL3,ENST00000328189 - VTCN1,,ENST00000315599 - CD209,ENST00000513648 - PAM,ENST00000359280 - ADAM15,ENST00000369458 - VTCN1
ENST00000560061 - IDH2,ENST00000545811 - WNT5B,ENST00000409329 - IL1R1,ENST00000440909 - SERPINA1,ENST00000178638 - CA12,,ENST00000432372 - NRP1,ENST00000389204 - ASPH,ENST00000278385 - CD44,ENST00000409458 - GPNMB
ENST00000381573 - CD274,ENST00000602661 - FKTN,ENST00000268296 - ITGAX,ENST00000484367 - PLG,ENST00000412448 - GGT3P,,ENST00000618828 - COL5A2,ENST00000611814 - PI16,ENST00000349394 - NXPH4,ENST00000479625 - GPNMB
ENST00000509395 - BTNL9,ENST00000560466 - ANXA2,ENST00000474381 - HLA-B,ENST00000465336 - FGG,ENST00000513192 - PIGG,,ENST00000474612 - NOTCH4,ENST00000373760 - SLC4A3,ENST00000463789 - MST1R,ENST00000330394 - EPHB3
ENST00000599988 - FCGRT,ENST00000509647 - FAT1,ENST00000497404 - CD53,ENST00000393056 - DBH,ENST00000555662 - HSP90AA1,,ENST00000271651 - CTSK,ENST00000295760 - FBLN2,ENST00000368947 - ANXA9,ENST00000612032 - MST1R
ENST00000374822 - NRP1,ENST00000560830 - GREM1,ENST00000493242 - LILRB2,ENST00000562488 - HP,ENST00000554276 - SERPINA5,,ENST00000465101 - PEAR1,ENST00000533080 - TSPAN18,ENST00000561166 - DUOX1,ENST00000459756 - COL7A1
