GSE63577_BJ_transcripts,GSE63577_IMR90_transcripts,voic_epithelia_sen_transcripts,GSE63577_HFF_transcripts,GSE105951_PD78_transcripts,GSE130727_IMR90_transcripts,GSE130727_WI38_transcripts,GSE64553_MRC5_transcripts,GSE109700_early_sen_transcripts,GSE109700_deep_sen_transcripts,GSE64553_HFF_transcripts,GSE63577_MRC5_transcripts,GSE63577_WI38_transcripts
ENST00000299502 - SERPINB2,ENST00000505278 - PLXNA1,,ENST00000602589 - ROBO2,ENST00000480704 - PLOD2,ENST00000525211 - CD44,ENST00000533977 - STIM1,ENST00000352818 - CD44,,ENST00000452464 - SCARB2,ENST00000509016 - ANXA5,ENST00000531455 - ADAM15,ENST00000355422 - GFRA1
ENST00000434466 - RALA,ENST00000597912 - PSG4,,ENST00000439637 - ADAM10,ENST00000478217 - F3,ENST00000514032 - CANX,ENST00000515147 - ITGA3,ENST00000357244 - RC3H2,,ENST00000424703 - FSTL1,ENST00000521590 - SDC2,ENST00000461482 - TFPI2,ENST00000541779 - LPAR1
ENST00000463839 - ITM2B,ENST00000576390 - P4HB,,ENST00000374893 - ECE1,ENST00000584221 - CPD,ENST00000339362 - NEO1,ENST00000523295 - GSR,ENST00000491066 - PLXNA3,,,ENST00000360490 - MME,ENST00000508810 - TXNDC15,ENST00000514464 - BACE1
ENST00000474715 - YWHAQ,ENST00000487694 - ROBO2,,ENST00000522566 - FZD6,ENST00000455727 - LDLR,ENST00000525528 - BDNF,ENST00000489824 - RPS6KB1,ENST00000508810 - TXNDC15,,,ENST00000449038 - PLOD1,ENST00000342951 - PSG5,ENST00000489941 - LMO7
ENST00000597058 - PSG1,ENST00000475075 - SLC6A9,,ENST00000367173 - NFASC,ENST00000335110 - FAT4,ENST00000397618 - UGGT2,ENST00000448551 - FKTN,ENST00000628876 - SIDT2,,,ENST00000473598 - LMNA,ENST00000504373 - CD164,ENST00000579014 - LAMA1
ENST00000635193 - COL11A1,ENST00000381294 - IL6ST,,ENST00000424234 - ACTN4,ENST00000468360 - POFUT2,ENST00000452464 - SCARB2,ENST00000430405 - DMTF1,ENST00000421258 - TFRC,,,ENST00000538107 - MFAP5,ENST00000475898 - ADAM10,ENST00000455050 - PIGT
ENST00000294613 - TM2D1,ENST00000590382 - SLC44A2,,ENST00000497846 - ADAM10,ENST00000546509 - ERGIC2,ENST00000367921 - DDR2,ENST00000370050 - TMEM30A,ENST00000518980 - MGAT4B,,,ENST00000573029 - RSL1D1,ENST00000354906 - MIA3,ENST00000326857 - DCBLD2
ENST00000476359 - NLGN4Y,ENST00000494535 - SCARF2,,ENST00000494950 - PLOD2,ENST00000486593 - LAMP2,ENST00000534831 - GPRC5A,ENST00000461487 - SLC22A16,ENST00000510305 - PCDH18,,,ENST00000455111 - GPC1,ENST00000455111 - GPC1,ENST00000599226 - PSG7
ENST00000519836 - MGAT4B,ENST00000405269 - SLC8A1,,ENST00000367740 - VAMP4,ENST00000479144 - DCBLD2,ENST00000547198 - SLC11A2,ENST00000506649 - CD164,ENST00000608657 - ITGB5,,,ENST00000540482 - SLC12A9,ENST00000481273 - PTK7,ENST00000519479 - PCDHGB4
ENST00000264205 - ECE1,ENST00000599371 - PSG4,,ENST00000260702 - LOXL4,ENST00000598833 - RCN3,ENST00000533238 - HSPA8,ENST00000558733 - ADAM10,ENST00000472891 - MINPP1,,,ENST00000514458 - LMAN2,ENST00000544301 - VIM,ENST00000539687 - SPARC
ENST00000509016 - ANXA5,ENST00000527215 - CTSB,,ENST00000509537 - FAT1,ENST00000558964 - NEO1,ENST00000335110 - FAT4,ENST00000480283 - ATRX,ENST00000560165 - ANXA2,,,ENST00000443638 - TM9SF3,ENST00000486593 - LAMP2,ENST00000505593 - LOX
ENST00000595404 - PSG9,ENST00000585850 - ABCA8,,ENST00000489941 - LMO7,ENST00000553277 - LRP1,ENST00000367512 - EDEM3,ENST00000542056 - GPRC5A,ENST00000478348 - S100A10,,,ENST00000520982 - BMP1,ENST00000554304 - SLC38A6,ENST00000434466 - RALA
ENST00000504248 - MAN2B2,ENST00000393043 - CLTC,,ENST00000589189 - GALNT1,ENST00000436117 - MET,ENST00000519836 - MGAT4B,ENST00000506880 - PDGFC,ENST00000462745 - MME,,,ENST00000419255 - SEMA3C,ENST00000421258 - TFRC,ENST00000589189 - GALNT1
ENST00000425345 - EPDR1,ENST00000523295 - GSR,,ENST00000347624 - LRRC15,ENST00000517847 - ASPH,ENST00000437994 - CD109,ENST00000593948 - PSG9,ENST00000554304 - SLC38A6,,,ENST00000462745 - MME,ENST00000532544 - CD82,ENST00000503759 - LOX
ENST00000520982 - BMP1,ENST00000513737 - ITGA1,,ENST00000625583 - TRPC4,ENST00000548647 - ATP5F1B,ENST00000400334 - PIGN,ENST00000521398 - LAMA4,ENST00000393043 - CLTC,,,ENST00000594378 - PSG3,ENST00000540482 - SLC12A9,ENST00000439476 - BDNF
ENST00000567951 - GLG1,ENST00000410057 - ACVR1,,ENST00000573029 - RSL1D1,ENST00000509490 - PDGFRA,,ENST00000578916 - PTPRM,ENST00000455111 - GPC1,,,ENST00000371180 - TM2D1,ENST00000503010 - TMED7,ENST00000468758 - MGAT5
ENST00000593692 - PSG8,ENST00000529810 - CD151,,ENST00000593692 - PSG8,ENST00000518867 - MGAT4B,,ENST00000392551 - GPR155,ENST00000396861 - GAPDH,,,ENST00000531218 - EEF1D,ENST00000488729 - KIDINS220,ENST00000485456 - DPP7
ENST00000355905 - NLGN4Y,ENST00000453430 - FAM234A,,ENST00000572932 - NOMO3,ENST00000318493 - MET,,ENST00000544227 - MMP16,ENST00000541372 - SLC3A2,,,ENST00000466163 - PSG8,ENST00000393043 - CLTC,ENST00000614445 - PHB1
ENST00000402934 - LTBP1,ENST00000638046 - ATP6AP2,,ENST00000368215 - PTPRK,ENST00000412494 - FKBP14,,ENST00000523108 - MGAT4B,ENST00000533668 - FGFR1,,,ENST00000528630 - RCN1,ENST00000553370 - ACTN1,ENST00000402456 - PSG6
ENST00000497846 - ADAM10,ENST00000508639 - SIL1,,ENST00000525866 - LAYN,ENST00000541932 - FLT1,,ENST00000466806 - CACNA2D1,ENST00000552959 - ATP5F1B,,,ENST00000522566 - FZD6,ENST00000523504 - TNFRSF10B,ENST00000627032 - GLG1
ENST00000354906 - MIA3,ENST00000280876 - GXYLT1,,ENST00000376263 - HNRNPK,ENST00000503151 - CLPTM1L,,ENST00000471041 - ABCC4,ENST00000440114 - HSPD1,,,ENST00000530962 - LAYN,ENST00000419018 - FKBP14,ENST00000520982 - BMP1
ENST00000552959 - ATP5F1B,ENST00000478966 - SERPINE2,,ENST00000382480 - CPZ,ENST00000587785 - PVR,,ENST00000481475 - TNC,ENST00000413689 - SCN5A,,,ENST00000506357 - SGCB,ENST00000510722 - ITGA2,ENST00000426982 - KIAA0319L
ENST00000562998 - CDH11,ENST00000444954 - CRELD2,,ENST00000515606 - CPZ,ENST00000543318 - P2RX4,,ENST00000543464 - CPD,ENST00000476988 - ITGB5,,,ENST00000434466 - RALA,ENST00000540951 - CADM1,ENST00000595949 - PSG4
ENST00000356660 - BDNF,ENST00000512813 - CLCN3,,ENST00000423035 - PGAP1,ENST00000543414 - OLR1,,ENST00000335110 - FAT4,ENST00000351898 - SLC4A4,,,ENST00000549138 - TRHDE,ENST00000589126 - PRKCSH,ENST00000568090 - HSD17B2
ENST00000485093 - TM9SF3,ENST00000489941 - LMO7,,ENST00000561991 - PKD1,ENST00000280876 - GXYLT1,,ENST00000542474 - EMP1,ENST00000590874 - CAPNS1,,,ENST00000520052 - ANGPT1,ENST00000512813 - CLCN3,ENST00000533475 - CRYAB
ENST00000542912 - PHB2,ENST00000588409 - SLC44A2,,ENST00000488638 - LAMB2,ENST00000259056 - GALNT5,,ENST00000539336 - MPHOSPH9,ENST00000478217 - F3,,,ENST00000529447 - ZDHHC5,ENST00000519836 - MGAT4B,ENST00000534831 - GPRC5A
ENST00000470524 - COL5A2,ENST00000522669 - DPY19L4,,ENST00000475075 - SLC6A9,ENST00000504687 - LMNA,,ENST00000487694 - ROBO2,ENST00000564751 - CD276,,,ENST00000225964 - COL1A1,ENST00000413623 - IL1R1,ENST00000473253 - NAALADL2
ENST00000280876 - GXYLT1,ENST00000507662 - FAT1,,ENST00000537842 - TNFRSF1A,ENST00000489941 - LMO7,,ENST00000397022 - HFE,ENST00000519836 - MGAT4B,,,ENST00000476387 - COL1A1,ENST00000456400 - RPN2,ENST00000524970 - THY1
ENST00000367067 - CD55,ENST00000495316 - PSG4,,ENST00000372775 - PPT1,ENST00000549540 - SLC6A15,,ENST00000428179 - SLC4A7,ENST00000445139 - NOP56,,,ENST00000475220 - FKBP9,ENST00000473253 - NAALADL2,ENST00000451238 - TFPI2
ENST00000587367 - SNRPD2,ENST00000443913 - CTSK,,ENST00000562325 - CDH11,ENST00000470521 - MIA3,,ENST00000467098 - LY6G5C,ENST00000552132 - ERGIC2,,,ENST00000544065 - TMEM132A,ENST00000629385 - ABCC4,ENST00000540951 - CADM1
ENST00000589720 - PIGN,ENST00000531218 - EEF1D,,ENST00000371180 - TM2D1,ENST00000446732 - GLB1,,ENST00000526218 - DKK3,ENST00000589347 - CLPTM1,,,ENST00000490286 - DPP4,ENST00000599892 - PLAUR,ENST00000507407 - SLC9A3
ENST00000475184 - ITGB1,ENST00000455111 - GPC1,,ENST00000322875 - CD46,ENST00000457377 - SLC4A7,,ENST00000523007 - LRP12,ENST00000471632 - TMEM87B,,,ENST00000377499 - LMO7,ENST00000552132 - ERGIC2,ENST00000543351 - VDAC2
ENST00000306349 - BMP1,ENST00000462061 - ADAM10,,ENST00000299267 - GABRB3,ENST00000510309 - ERAP2,,ENST00000461836 - DPP4,ENST00000399516 - LAMA3,,,ENST00000636997 - ASAH1,ENST00000549922 - TRHDE,ENST00000608657 - ITGB5
ENST00000282943 - ADGRA3,ENST00000524970 - THY1,,ENST00000578689 - GJD3,ENST00000464310 - P4HA1,,ENST00000518306 - ASPH,ENST00000489128 - MOXD1,,,ENST00000231004 - LOX,ENST00000494614 - DCBLD2,ENST00000531917 - SSR2
ENST00000636705 - CLN5,ENST00000369234 - GFRA1,,ENST00000533616 - APLP2,ENST00000530469 - TTC17,,ENST00000525469 - CD44,ENST00000537842 - TNFRSF1A,,,ENST00000552132 - ERGIC2,ENST00000552516 - TGFBR1,ENST00000494614 - DCBLD2
ENST00000481273 - PTK7,ENST00000478217 - F3,,ENST00000509523 - PAM,ENST00000379904 - ERAP2,,ENST00000537508 - SLC3A2,ENST00000591456 - HS2ST1,,,ENST00000474088 - PKD1,ENST00000513319 - LOX,ENST00000494535 - SCARF2
ENST00000503773 - IL6ST,ENST00000400334 - PIGN,,ENST00000590874 - CAPNS1,ENST00000326857 - DCBLD2,,ENST00000336775 - BVES,ENST00000464355 - GLB1,,,ENST00000527577 - CD59,ENST00000591456 - HS2ST1,ENST00000611598 - PCDHGB1
ENST00000437994 - CD109,ENST00000418197 - UGGT1,,ENST00000504672 - PDGFC,ENST00000599371 - PSG4,,ENST00000296955 - DCBLD1,ENST00000476359 - NLGN4Y,,,ENST00000264205 - ECE1,ENST00000503759 - LOX,ENST00000508067 - LOX
ENST00000478348 - S100A10,ENST00000544972 - TNC,,ENST00000443638 - TM9SF3,ENST00000558733 - ADAM10,,ENST00000490769 - PSG4,ENST00000532544 - CD82,,,ENST00000589720 - PIGN,ENST00000513737 - ITGA1,ENST00000502363 - PKD2
ENST00000595973 - GDF15,ENST00000481273 - PTK7,,ENST00000419716 - SULF1,ENST00000522082 - HGSNAT,,ENST00000481321 - CRIM1,ENST00000543580 - GPR176,,,ENST00000407929 - SLC8A1,ENST00000611581 - PCDH18,ENST00000542067 - P2RX4
ENST00000533246 - BDNF,ENST00000598076 - FCGRT,,ENST00000329509 - PSG2,ENST00000356660 - BDNF,,ENST00000424339 - EPHA4,ENST00000397491 - CHL1,,,ENST00000478348 - S100A10,ENST00000352818 - CD44,ENST00000279452 - CD44
ENST00000589189 - GALNT1,ENST00000469005 - FSTL1,,ENST00000397591 - THBS1,ENST00000433736 - ITGAV,,ENST00000404377 - TNFSF18,ENST00000519678 - ASPH,,,ENST00000445139 - NOP56,ENST00000542067 - P2RX4,ENST00000594198 - EMP3
ENST00000455111 - GPC1,ENST00000578816 - TMX3,,ENST00000638046 - ATP6AP2,ENST00000460520 - PLOD2,,ENST00000489024 - KIDINS220,ENST00000507771 - ITGA3,,,ENST00000613060 - SLC6A6,ENST00000479144 - DCBLD2,ENST00000595973 - GDF15
ENST00000489941 - LMO7,ENST00000541932 - FLT1,,ENST00000259056 - GALNT5,ENST00000491995 - PSG2,,ENST00000461704 - GALNT5,ENST00000345356 - COL12A1,,,ENST00000463839 - ITM2B,ENST00000560553 - MFGE8,ENST00000548218 - DCN
ENST00000596730 - PSG9,ENST00000564317 - CDH11,,ENST00000518161 - TMEM30A,ENST00000503759 - LOX,,ENST00000370119 - VCAM1,ENST00000579014 - LAMA1,,,ENST00000472891 - MINPP1,ENST00000244296 - PSG1,ENST00000436407 - SLC14A1
ENST00000529447 - ZDHHC5,ENST00000590654 - GALNT1,,ENST00000446844 - PSG7,ENST00000597912 - PSG4,,ENST00000493254 - CYSLTR1,ENST00000589189 - GALNT1,,,ENST00000297268 - COL1A2,ENST00000589720 - PIGN,ENST00000399516 - LAMA3
ENST00000417528 - P4HA2,ENST00000594198 - EMP3,,ENST00000628822 - MYO18A,ENST00000576052 - P4HB,,ENST00000525211 - CD44,ENST00000379333 - SLC23A2,,,ENST00000534831 - GPRC5A,ENST00000453430 - FAM234A,ENST00000602782 - NAAA
ENST00000419716 - SULF1,ENST00000558733 - ADAM10,,ENST00000584049 - BDNF,ENST00000468201 - RALA,,ENST00000510305 - PCDH18,ENST00000552546 - TMEM106C,,,ENST00000405496 - SERPING1,ENST00000476359 - NLGN4Y,ENST00000524659 - THY1
ENST00000441738 - TIMP1,ENST00000353578 - COL6A3,,ENST00000434918 - DPP4,ENST00000455077 - SLC4A7,,ENST00000578816 - TMX3,ENST00000480226 - ITGB1,,,ENST00000469565 - LMNA,ENST00000552959 - ATP5F1B,ENST00000478217 - F3
ENST00000260702 - LOXL4,ENST00000352818 - CD44,,ENST00000475584 - IGF2R,ENST00000625063 - ATRX,,ENST00000525293 - CD44,ENST00000367067 - CD55,,,ENST00000531455 - ADAM15,ENST00000526212 - SSR2,ENST00000539925 - LTBR
ENST00000382989 - MME,ENST00000524639 - STT3A,,ENST00000244295 - PSG4,ENST00000554304 - SLC38A6,,ENST00000402934 - LTBP1,ENST00000493237 - MME,,,ENST00000475181 - CCDC80,ENST00000504687 - LMNA,ENST00000546342 - GSR
ENST00000457377 - SLC4A7,ENST00000424408 - LAMA4,,ENST00000417528 - P4HA2,ENST00000436918 - ECE1,,ENST00000313132 - VDAC2,ENST00000437607 - PTPRF,,,ENST00000487694 - ROBO2,ENST00000415851 - SLC2A1,ENST00000400334 - PIGN
ENST00000353414 - COL11A1,ENST00000530320 - CD151,,ENST00000597374 - PSG4,ENST00000497107 - ITGA6,,ENST00000332191 - ROBO2,ENST00000420512 - CERCAM,,,ENST00000492059 - FBLN2,ENST00000478217 - F3,ENST00000439637 - ADAM10
ENST00000456400 - RPN2,ENST00000519678 - ASPH,,ENST00000466163 - PSG8,ENST00000478059 - ADAM17,,ENST00000528398 - PICALM,ENST00000431715 - ATG9A,,,ENST00000592454 - NAGLU,ENST00000372764 - PLAU,ENST00000503010 - TMED7
ENST00000490885 - PTGS2,ENST00000379904 - ERAP2,,ENST00000614445 - PHB1,ENST00000480226 - ITGB1,,ENST00000513452 - CLDND1,ENST00000455727 - LDLR,,,ENST00000530786 - BDNF,ENST00000589189 - GALNT1,ENST00000263094 - ABCA7
ENST00000488717 - TRPC4,ENST00000482079 - WNT5A,,ENST00000586782 - GRN,ENST00000547250 - ATP5F1B,,ENST00000465888 - MBTPS2,ENST00000437994 - CD109,,,ENST00000524970 - THY1,ENST00000437994 - CD109,ENST00000508810 - TXNDC15
ENST00000524970 - THY1,ENST00000527577 - CD59,,ENST00000579685 - APCDD1,ENST00000487694 - ROBO2,,ENST00000360674 - ADAM15,ENST00000443638 - TM9SF3,,,ENST00000536194 - TNFRSF1A,ENST00000510305 - PCDH18,ENST00000423035 - PGAP1
ENST00000538107 - MFAP5,ENST00000279452 - CD44,,ENST00000521723 - PDGFRB,ENST00000465487 - SLC4A7,,ENST00000420120 - DCN,ENST00000619410 - SCN7A,,,ENST00000437607 - PTPRF,ENST00000456774 - PLXNB1,ENST00000509490 - PDGFRA
ENST00000424703 - FSTL1,ENST00000587251 - LGALS3BP,,ENST00000546391 - DCN,ENST00000424645 - NCSTN,,ENST00000356660 - BDNF,ENST00000485093 - TM9SF3,,,ENST00000580387 - RPL17,ENST00000590382 - SLC44A2,ENST00000520052 - ANGPT1
ENST00000503823 - SLIT2,ENST00000610743 - SPPL2B,,ENST00000590382 - SLC44A2,ENST00000539687 - SPARC,,ENST00000434726 - SLC1A5,ENST00000541779 - LPAR1,,,ENST00000456580 - CAPN5,ENST00000608657 - ITGB5,ENST00000453430 - FAM234A
ENST00000553370 - ACTN1,ENST00000547198 - SLC11A2,,ENST00000503151 - CLPTM1L,ENST00000528010 - TM9SF1,,ENST00000534831 - GPRC5A,ENST00000531455 - ADAM15,,,ENST00000512756 - COL11A1,ENST00000483176 - CLTC,ENST00000524969 - JAM3
ENST00000578689 - GJD3,ENST00000419671 - COL12A1,,ENST00000547300 - TRHDE,ENST00000347401 - COL6A3,,ENST00000409645 - MGAT5,ENST00000462061 - ADAM10,,,ENST00000526546 - TMEM179B,ENST00000470524 - COL5A2,ENST00000600817 - PSG5
ENST00000562325 - CDH11,ENST00000470019 - PTK7,,ENST00000476824 - ITGA4,ENST00000260356 - THBS1,,ENST00000357376 - RTN4,ENST00000465487 - SLC4A7,,,ENST00000400334 - PIGN,ENST00000541779 - LPAR1,ENST00000376723 - UGGT1
ENST00000345356 - COL12A1,ENST00000630539 - CLPTM1L,,ENST00000482079 - WNT5A,ENST00000565682 - OGFOD1,,ENST00000447066 - GLG1,ENST00000539372 - TNFRSF1A,,,ENST00000504248 - MAN2B2,ENST00000480737 - FN1,ENST00000531218 - EEF1D
ENST00000617533 - SEZ6L2,ENST00000620463 - COL1A2,,ENST00000353414 - COL11A1,ENST00000531892 - MYO18A,,ENST00000429089 - PLAT,ENST00000473257 - ACTB,,,ENST00000542912 - PHB2,ENST00000524970 - THY1,ENST00000576390 - P4HB
ENST00000393043 - CLTC,ENST00000367718 - TNFSF4,,ENST00000225964 - COL1A1,ENST00000543351 - VDAC2,,ENST00000590654 - GALNT1,ENST00000533246 - BDNF,,,ENST00000587367 - SNRPD2,ENST00000539687 - SPARC,ENST00000282943 - ADGRA3
ENST00000493888 - MME,ENST00000262464 - FBN2,,ENST00000588454 - CALR,ENST00000521499 - ASPH,,ENST00000465892 - TGFBR3,ENST00000297350 - TNFRSF11B,,,ENST00000579014 - LAMA1,ENST00000394890 - P4HA1,ENST00000244296 - PSG1
ENST00000497817 - WNT5A,ENST00000543351 - VDAC2,,ENST00000424703 - FSTL1,ENST00000466806 - CACNA2D1,,ENST00000584049 - BDNF,ENST00000445823 - BACE1,,,ENST00000266646 - INHBE,ENST00000547517 - RAB5C,ENST00000630539 - CLPTM1L
ENST00000379904 - ERAP2,ENST00000419255 - SEMA3C,,ENST00000401942 - PSG5,ENST00000451615 - POFUT2,,ENST00000447964 - TOR1AIP1,ENST00000547250 - ATP5F1B,,,ENST00000589189 - GALNT1,ENST00000598833 - RCN3,ENST00000535011 - CALU
ENST00000368640 - LAMA4,ENST00000448405 - MPZL1,,ENST00000507750 - KCNN2,ENST00000474568 - ITGB1,,ENST00000199936 - HSD17B2,ENST00000423035 - PGAP1,,,ENST00000537842 - TNFRSF1A,ENST00000579014 - LAMA1,ENST00000558733 - ADAM10
ENST00000534412 - PICALM,ENST00000475584 - IGF2R,,ENST00000526212 - SSR2,ENST00000354906 - MIA3,,,ENST00000199936 - HSD17B2,,,ENST00000440656 - GLB1,ENST00000443638 - TM9SF3,ENST00000542878 - MFGE8
ENST00000531218 - EEF1D,ENST00000568090 - HSD17B2,,ENST00000558964 - NEO1,ENST00000432118 - HMMR,,,ENST00000512821 - CD164,,,ENST00000552959 - ATP5F1B,ENST00000297350 - TNFRSF11B,ENST00000437581 - NT5E
ENST00000518980 - MGAT4B,ENST00000394419 - ACTN1,,ENST00000258405 - SERPINE2,ENST00000418197 - UGGT1,,,ENST00000588428 - NCLN,,,ENST00000636705 - CLN5,ENST00000429710 - PLAT,ENST00000475584 - IGF2R
ENST00000297268 - COL1A2,ENST00000635305 - FERMT2,,ENST00000400334 - PIGN,ENST00000521590 - SDC2,,,ENST00000393021 - RPS6KB1,,,ENST00000590382 - SLC44A2,ENST00000423891 - JAG1,ENST00000419526 - ACVRL1
ENST00000428369 - P4HA2,ENST00000542878 - MFGE8,,ENST00000424645 - NCSTN,ENST00000443424 - FAP,,,ENST00000508639 - SIL1,,,ENST00000589906 - LGALS3BP,ENST00000436407 - SLC14A1,ENST00000610743 - SPPL2B
ENST00000549138 - TRHDE,ENST00000533238 - HSPA8,,ENST00000462061 - ADAM10,ENST00000489927 - PLOD3,,,ENST00000264205 - ECE1,,,ENST00000469350 - PLOD2,ENST00000564751 - CD276,ENST00000367740 - VAMP4
ENST00000456580 - CAPN5,ENST00000552192 - SLC6A15,,ENST00000493406 - WNT5A,ENST00000636494 - ASAH1,,,ENST00000355905 - NLGN4Y,,,ENST00000584265 - MRC2,ENST00000263556 - P4HA1,ENST00000409676 - TFPI
ENST00000400334 - PIGN,ENST00000475181 - CCDC80,,ENST00000594198 - EMP3,ENST00000371642 - IL13RA1,,,ENST00000475075 - SLC6A9,,,ENST00000562325 - CDH11,ENST00000469005 - FSTL1,ENST00000374990 - TGFBR1
ENST00000457660 - SLC3A2,ENST00000635193 - COL11A1,,ENST00000369331 - CASP7,ENST00000468758 - MGAT5,,,ENST00000523295 - GSR,,,ENST00000494535 - SCARF2,ENST00000282943 - ADGRA3,ENST00000552192 - SLC6A15
ENST00000579014 - LAMA1,ENST00000474036 - FN1,,ENST00000441738 - TIMP1,ENST00000515017 - ANXA5,,,ENST00000532610 - STIM1,,,ENST00000618810 - INTS12,ENST00000617924 - THBS2,ENST00000542056 - GPRC5A
ENST00000416123 - COL12A1,ENST00000476387 - COL1A1,,ENST00000555124 - LRP1,ENST00000421258 - TFRC,,,ENST00000424234 - ACTN4,,,ENST00000436503 - IL17RC,ENST00000502949 - SEL1L3,ENST00000526825 - LTBP3
ENST00000468201 - RALA,ENST00000310645 - COL6A2,,ENST00000586811 - ABCA5,ENST00000475584 - IGF2R,,,ENST00000502363 - PKD2,,,ENST00000425360 - NFASC,ENST00000462968 - CD46,ENST00000618057 - ITGBL1
ENST00000471632 - TMEM87B,ENST00000424703 - FSTL1,,ENST00000477269 - F10,ENST00000452464 - SCARB2,,,ENST00000534511 - DKK3,,,ENST00000407925 - LTBP1,ENST00000524009 - PLAT,ENST00000510305 - PCDH18
ENST00000573778 - P4HB,ENST00000543464 - CPD,,ENST00000618810 - INTS12,ENST00000431916 - KIAA0319L,,,ENST00000536256 - ABCC4,,,ENST00000590654 - GALNT1,ENST00000502363 - PKD2,ENST00000531892 - MYO18A
ENST00000402456 - PSG6,,,ENST00000419526 - ACVRL1,ENST00000369801 - CSF1,,,ENST00000497371 - TMEM63B,,,ENST00000419716 - SULF1,ENST00000377499 - LMO7,ENST00000587251 - LGALS3BP
ENST00000259056 - GALNT5,,,ENST00000346501 - TSPAN4,ENST00000600942 - PNPLA6,,,ENST00000263556 - P4HA1,,,ENST00000527018 - CTSC,ENST00000546342 - GSR,ENST00000482235 - ANTXR1
ENST00000431374 - TSPAN9,,,ENST00000422544 - PDGFC,ENST00000407925 - LTBP1,,,ENST00000614102 - FAT1,,,ENST00000610743 - SPPL2B,ENST00000468758 - MGAT5,ENST00000532544 - CD82
ENST00000531455 - ADAM15,,,ENST00000524969 - JAM3,ENST00000415749 - EPHA4,,,ENST00000547198 - SLC11A2,,,ENST00000469554 - CCDC80,ENST00000584049 - BDNF,ENST00000521590 - SDC2
ENST00000590211 - CAPNS1,,,ENST00000529447 - ZDHHC5,ENST00000352931 - PTK7,,,ENST00000494614 - DCBLD2,,,ENST00000477269 - F10,ENST00000367067 - CD55,ENST00000342951 - PSG5
ENST00000537842 - TNFRSF1A,,,ENST00000446735 - PHB1,ENST00000589189 - GALNT1,,,ENST00000418197 - UGGT1,,,ENST00000497027 - WNT5A,ENST00000591208 - TUBB6,ENST00000525688 - CD44
ENST00000519011 - FZD6,,,ENST00000379904 - ERAP2,ENST00000533977 - STIM1,,,ENST00000372764 - PLAU,,,ENST00000424408 - LAMA4,ENST00000425056 - GPC1,ENST00000265724 - ABCB1
ENST00000590654 - GALNT1,,,ENST00000497817 - WNT5A,ENST00000539925 - LTBR,,,ENST00000472007 - FKBP9,,,ENST00000547198 - SLC11A2,ENST00000379333 - SLC23A2,ENST00000481273 - PTK7
ENST00000455050 - PIGT,,,ENST00000537463 - FBN1,ENST00000588409 - SLC44A2,,,ENST00000523504 - TNFRSF10B,,,ENST00000497957 - PTK7,ENST00000522566 - FZD6,ENST00000353414 - COL11A1
ENST00000527577 - CD59,,,ENST00000507105 - FAT1,ENST00000474715 - YWHAQ,,,ENST00000279452 - CD44,,,ENST00000558733 - ADAM10,ENST00000586782 - GRN,ENST00000538775 - NCEH1
ENST00000529554 - SLC43A3,,,ENST00000436913 - LAYN,ENST00000476824 - ITGA4,,,ENST00000539687 - SPARC,,,ENST00000456400 - RPN2,ENST00000533238 - HSPA8,ENST00000617533 - SEZ6L2
ENST00000497027 - WNT5A,,,ENST00000453430 - FAM234A,ENST00000614102 - FAT1,,,ENST00000394890 - P4HA1,,,ENST00000408028 - SLC8A1,ENST00000484088 - ITGB1,ENST00000614012 - MR1
ENST00000590693 - TUBB6,,,ENST00000502252 - CORIN,ENST00000522669 - DPY19L4,,,ENST00000369801 - CSF1,,,ENST00000379904 - ERAP2,ENST00000423035 - PGAP1,ENST00000491404 - EEF1A1
ENST00000521590 - SDC2,,,ENST00000299502 - SERPINB2,ENST00000465584 - NKTR,,,ENST00000470524 - COL5A2,,,ENST00000318266 - PTPRA,ENST00000279452 - CD44,ENST00000619564 - FGFR1
ENST00000614012 - MR1,,,ENST00000525528 - BDNF,ENST00000538763 - ENO2,,,ENST00000443424 - FAP,,,ENST00000420120 - DCN,ENST00000424408 - LAMA4,ENST00000517903 - ASPH
ENST00000526825 - LTBP3,,,ENST00000404076 - NFASC,ENST00000458076 - IFNGR1,,,ENST00000479499 - LAMC1,,,ENST00000526825 - LTBP3,ENST00000434918 - DPP4,ENST00000586142 - SLC14A1
ENST00000590382 - SLC44A2,,,ENST00000466755 - THBS1,ENST00000439706 - SLC38A1,,,ENST00000618810 - INTS12,,,ENST00000542056 - GPRC5A,ENST00000264205 - ECE1,ENST00000448405 - MPZL1
ENST00000453430 - FAM234A,,,ENST00000497720 - THBS1,ENST00000502363 - PKD2,,,ENST00000512756 - COL11A1,,,ENST00000560729 - GPR176,ENST00000503773 - IL6ST,ENST00000429089 - PLAT
ENST00000353578 - COL6A3,,,ENST00000510305 - PCDH18,ENST00000583149 - IL6ST,,,ENST00000434918 - DPP4,,,ENST00000541434 - CADM1,ENST00000612273 - COL6A1,ENST00000199936 - HSD17B2
ENST00000560729 - GPR176,,,ENST00000548218 - DCN,ENST00000537823 - GNS,,,ENST00000479144 - DCBLD2,,,ENST00000497817 - WNT5A,ENST00000443424 - FAP,ENST00000528053 - BACE1
