,logFC,AveExpr,t,P.Value,adj.P.Val,B,ensembl_transcript_id,gene_symbol,label,-log(adj.P.Val),is_deg,is_significant,score1,is_membrane,is_surface,score2
ENST00000415165,16.74128604096638,-3.1066173248085,32.183291848905924,4.491086088109327e-71,8.944716518243822e-66,150.0625450729969,ENST00000415165,ALB,ENST00000415165 - ALB,149.7795531127926,True,True,2,False,False,2
ENST00000345378,10.25918913232004,-5.030639557230618,23.668263405942866,1.085034399069219e-53,1.0805098056251003e-48,108.67416546860603,ENST00000345378,GCK,ENST00000345378 - GCK,110.44665149170949,True,True,2,False,False,2
ENST00000621085,15.536785537545954,-3.365684245974891,23.31716360802845,6.775986294490026e-53,4.498486954428002e-48,109.18446655426429,ENST00000621085,ALB,ENST00000621085 - ALB,109.02034335582603,True,True,2,False,False,2
ENST00000613898,14.01754368685225,-4.11584410351616,23.03959313714807,2.914882456212097e-52,1.4513636981848463e-47,107.33286787008035,ENST00000613898,HP,ENST00000613898 - HP,107.84899577475652,True,True,2,False,True,3
ENST00000367698,12.375124006247516,-2.1475815078814255,22.843220461968034,8.230693813223819e-52,3.27854872800907e-47,106.31023786642308,ENST00000367698,SERPINC1,ENST00000367698 - SERPINC1,107.03409850721168,True,True,2,False,False,2
ENST00000295897,16.1815990616916,-3.1360071673661687,22.35943334934751,1.0840335763309243e-50,3.598377187725415e-46,104.41233156599814,ENST00000295897,ALB,ENST00000295897 - ALB,104.6384313150838,True,True,2,False,False,2
ENST00000526814,13.128531590148011,-4.732583154262458,21.633009309277366,5.498236865364136e-49,1.5643740621815908e-44,99.72409917738976,ENST00000526814,CYP2C8,ENST00000526814 - CYP2C8,100.86625830801869,True,True,2,True,False,2
ENST00000511370,14.119807305544391,-0.5024035237530466,21.3810989792063,2.1792407573448958e-48,5.425383308466918e-44,99.30837732472578,ENST00000511370,ALB,ENST00000511370 - ALB,99.6226555388689,True,True,2,False,False,2
ENST00000302068,14.264828042271082,-3.3662594728898774,20.830736169657616,4.540180956194258e-47,1.0047218670237618e-42,95.90149519702376,ENST00000302068,FGB,ENST00000302068 - FGB,96.7038631517711,True,True,2,False,True,3
ENST00000307503,13.955415845331792,-3.8524172409276316,20.061339813458435,3.376235314672633e-45,6.724312826820895e-41,91.61738048982883,ENST00000307503,AGXT,ENST00000307503 - AGXT,92.50025907437427,True,True,2,False,False,2
ENST00000398131,14.708781114103164,-1.2726815150995803,20.04446870493768,3.713881951806258e-45,6.724354661940411e-41,91.97492004188146,ENST00000398131,HP,ENST00000398131 - HP,92.50025285292227,True,True,2,False,True,3
ENST00000355962,12.238348110557917,-2.2128969457759537,20.00850961076737,4.551030018930078e-45,7.553420372918567e-41,91.25230627826637,ENST00000355962,TAT,ENST00000355962 - TAT,92.38398832255619,True,True,2,False,False,2
ENST00000205948,14.204069072628261,-3.652190757958402,19.87847631309594,9.504573017500352e-45,1.4561444535411349e-40,90.6703475173421,ENST00000205948,APOH,ENST00000205948 - APOH,91.72761156231165,True,True,2,False,True,3
ENST00000301141,13.550869434938095,-3.8114329968180414,19.821425573296846,1.3138319477166493e-44,1.8311360539068161e-40,90.2327071119003,ENST00000301141,CYP2A6,ENST00000301141 - CYP2A6,91.49846715103709,True,True,2,True,False,2
ENST00000227667,14.937824748002141,-3.989630366584675,19.812887978278628,1.3791028995211152e-44,1.8311360539068161e-40,90.40893190622054,ENST00000227667,APOC3,ENST00000227667 - APOC3,91.49846715103709,True,True,2,False,False,2
ENST00000265132,13.559710675904356,-2.795171335332149,19.385688609279413,1.5784448983737346e-43,1.964828478934395e-39,87.94435271330993,ENST00000265132,AMBP,ENST00000265132 - AMBP,89.12541367333048,True,True,2,False,True,3
ENST00000623108,12.098360768295107,-4.925215576950818,19.214534361215456,4.217937466462171e-43,4.941586667325911e-39,86.38950154154935,ENST00000623108,CYP2C8,ENST00000623108 - CYP2C8,88.2031321594199,True,True,2,True,False,2
ENST00000265983,10.168512561802837,0.34730457576298696,19.127224201319745,6.97359943276862e-43,7.716132803482194e-39,86.49408731711523,ENST00000265983,HPX,ENST00000265983 - HPX,87.75750532043097,True,True,2,False,True,3
ENST00000596719,11.690889530656754,-3.8546207840388402,18.279564198516457,9.641833898214297e-41,1.0106976264061836e-36,81.24567297813353,ENST00000596719,CYP2A6,ENST00000596719 - CYP2A6,82.88242253615516,True,True,2,True,False,2
ENST00000509493,13.876294175048919,-4.024261258235205,18.05040263993668,3.708899409440689e-40,3.6934332989033216e-36,80.30560082282918,ENST00000509493,FGB,ENST00000509493 - FGB,81.58650688901083,True,True,2,False,True,3
