,logFC,AveExpr,t,P.Value,adj.P.Val,B,ensembl_transcript_id,gene_symbol,label,-log(adj.P.Val),is_deg,is_significant,score1,is_membrane,is_surface,score2
ENST00000269576,10.48305528425316,4.2632094657863,16.64814088398397,1.5930813430697513e-36,3.172876387738301e-31,72.27673813514217,ENST00000269576,KRT10,ENST00000269576 - KRT10,70.22549932850922,True,True,2,False,True,3
ENST00000309680,11.415257110062688,0.4556966671258347,16.484908862428707,4.280844081667042e-36,3.906238512010448e-31,70.92390968487193,ENST00000309680,KRT2,ENST00000309680 - KRT2,70.01756298924249,True,True,2,False,False,2
ENST00000252244,11.81192869896027,2.200942128230675,16.432479379930317,5.8838936043457935e-36,3.906238512010448e-31,70.9386984407832,ENST00000252244,KRT1,ENST00000252244 - KRT1,70.01756298924249,True,True,2,False,True,3
ENST00000376288,12.570285564387754,-3.2228512443561823,15.175449343014323,1.3040550346822034e-32,6.493085625937892e-28,62.67952562169047,ENST00000376288,CDSN,ENST00000376288 - CDSN,62.60164474297083,True,True,2,False,True,3
ENST00000388718,10.61129781251476,-0.11571144983982452,14.980398081950955,4.3625981442846214e-32,1.7377624440091817e-27,61.75720931301116,ENST00000388718,FLG2,ENST00000388718 - FLG2,61.6171991768771,True,True,2,False,True,3
ENST00000368742,10.882141832225363,-1.1443115200562954,13.989507364909198,2.0991557207223882e-29,6.968007471223253e-25,55.653521998079064,ENST00000368742,LORICRIN,ENST00000368742 - LORICRIN,55.623298013082334,True,True,2,False,False,2
ENST00000427043,11.242003536911017,-1.9454501608560615,13.879184281362571,4.190656377368351e-29,1.1923375257927785e-24,54.913278353945,ENST00000427043,CASP14,ENST00000427043 - CASP14,55.086126544073814,True,True,2,False,False,2
ENST00000556881,11.418909864997996,-3.217423881527126,13.755863870688595,9.08247579645021e-29,2.2611504680947534e-24,53.98416013947681,ENST00000556881,SERPINA12,ENST00000556881 - SERPINA12,54.4461684914192,True,True,2,False,False,2
ENST00000341809,10.809955588255654,-2.6403858073211763,13.69626321050483,1.3202838439332368e-28,2.9217294673423004e-24,53.604067517783825,ENST00000341809,KRT77,ENST00000341809 - KRT77,54.18986650757105,True,True,2,False,False,2
ENST00000548765,10.789211618650477,-3.477353132922965,13.40507992174599,8.22888353056386e-28,1.6389138172482815e-23,51.706297476732345,ENST00000548765,KRT1,ENST00000548765 - KRT1,52.465423423004744,True,True,2,False,True,3
ENST00000293371,10.642426447725107,-2.4110349941061733,13.088813726149194,6.0251747318118874e-27,1.0909181369418604e-22,49.96123669988759,ENST00000293371,DCD,ENST00000293371 - DCD,50.56985237671705,True,True,2,False,False,2
ENST00000338897,10.994634742573437,-1.341565679555332,13.002854605258886,1.0355823499815409e-26,1.7187732859701966e-22,49.667305205508185,ENST00000338897,KRTDAP,ENST00000338897 - KRTDAP,50.115261215327195,True,True,2,False,False,2
ENST00000606109,10.794176304409868,-2.323664634992284,12.918079730181638,1.7669802828229157e-26,2.707095346220837e-22,48.972250719887654,ENST00000606109,KPRP,ENST00000606109 - KPRP,49.660995813758554,True,True,2,False,False,2
ENST00000368799,8.571075751115792,2.0793469934838416,12.88398019671201,2.1907241616019932e-26,3.116555488354447e-22,49.09364151239623,ENST00000368799,FLG,ENST00000368799 - FLG,49.52014366405852,True,True,2,False,False,2
ENST00000368748,10.339340830804773,-3.5957862931808737,12.525585474352875,2.100103343207523e-25,2.7884612163551303e-21,46.33437226663079,ENST00000368748,SPRR2G,ENST00000368748 - SPRR2G,47.328797044549844,True,True,2,False,False,2
ENST00000375819,11.186740940765018,-3.4878149433523653,12.419925685795416,4.090150694119127e-25,5.0913684571558125e-21,45.85189419206965,ENST00000375819,LY6G6C,ENST00000375819 - LY6G6C,46.72674030635329,True,True,2,False,True,3
ENST00000368775,11.200889032556855,-3.910027404173507,12.306803773566717,8.350081456653067e-25,9.782660725857439e-21,45.16762656824191,ENST00000368775,C1orf68,ENST00000368775 - C1orf68,46.07367544797063,True,True,2,False,False,2
ENST00000314980,10.421871308728523,-0.6512867324415916,12.058466767705381,3.999732505737307e-24,4.425615134653758e-20,43.935525537429946,ENST00000314980,LGALS7B,ENST00000314980 - LGALS7B,44.56429257760142,True,True,2,False,False,2
ENST00000319098,10.375761813477595,-2.365048753077047,11.960671131730093,7.410821257286797e-24,7.768334876467275e-20,43.11650221989166,ENST00000319098,PSAPL1,ENST00000319098 - PSAPL1,44.001646020080194,True,True,2,False,False,2
ENST00000408915,10.034065768850667,-0.7200538031630415,11.785786638431345,2.2316708416085225e-23,2.1842411117940707e-19,42.23052914412708,ENST00000408915,DMKN,ENST00000408915 - DMKN,42.96784831592464,True,True,2,False,False,2
ENST00000424570,10.81234948155603,-3.6835804957041822,11.780789906881514,2.3030569147181488e-23,2.1842411117940707e-19,41.918560885158854,ENST00000424570,DMKN,ENST00000424570 - DMKN,42.96784831592464,True,True,2,False,False,2
ENST00000380332,10.554666828612925,-0.7902654893709387,11.687797265164876,4.13754853118124e-23,3.745722685278377e-19,41.670406038746755,ENST00000380332,CALML5,ENST00000380332 - CALML5,42.42850219516259,True,True,2,False,False,2
