,logFC,AveExpr,t,P.Value,adj.P.Val,B,-log(adj.P.Val),is_deg,is_significant,score1,is_membrane,is_surface,score2
PSG5,7.1956878038652965,0.29119692631249083,18.889102118422823,3.806195400326163e-71,3.38313678157991e-67,149.5817538867272,153.0543979095832,True,True,2,False,True,3
CD99,6.842269628783417,0.29085296644503206,17.387075857908545,1.610656518406781e-61,9.544213642572449e-58,127.90003507403962,131.2940003240957,True,True,2,True,False,2
CEMIP,10.516118950449055,1.290686064280414,16.351474865257668,3.5069462769118986e-55,1.5585745991165706e-51,113.5769517818755,116.98806805764512,True,True,2,False,False,2
GREM1,10.06542718799179,2.1713540886523175,16.16251603782509,4.712844445951628e-54,1.675604714313642e-50,111.0233076598342,114.61308052610772,True,True,2,False,True,3
LOXL2,9.780589971636699,1.9311135382448086,15.471865342514816,5.254229933518516e-50,1.1675555691019833e-46,101.94385630373651,105.76400197163665,True,True,2,False,False,2
LRRC17,8.197218424821648,1.283379205886512,14.13142826276658,1.636676517649731e-42,2.2380921887891745e-39,85.13115375646665,88.99519482523797,True,True,2,False,False,2
PAPPA,10.093922469936837,1.7584219393021847,13.908717570044988,2.573915155673231e-41,3.268320694457359e-38,82.41055030462692,86.31395722987169,True,True,2,False,False,2
ADAMTS12,9.020852293136379,0.9041615128454988,13.462368175943144,5.830321844874903e-39,6.477851964771321e-36,77.14610369414163,81.0246743792934,True,True,2,False,False,2
RAB3B,7.770657276618751,1.4596615883408204,13.457244327491901,6.199965795823376e-39,6.483340703079539e-36,77.08816095326375,81.02382742966816,True,True,2,False,False,2
COLEC10,6.176319011052692,0.371039831931229,13.437869467236409,7.821102586621015e-39,7.724207815686766e-36,76.82605697334547,80.84870407839142,True,True,2,False,True,3
OXTR,7.632212520333015,0.8337747035222758,13.227057119126068,9.631796911481057e-38,9.011813352389408e-35,74.41980058763755,78.39194194344479,True,True,2,False,False,2
FGF5,5.529990977916,0.34215789995111173,12.27592089447398,5.44761149821555e-33,4.2105299827729494e-30,63.63682064114454,67.63996426340573,True,True,2,False,False,2
CPA4,7.223119963499488,0.6095270663088348,12.153193798281261,2.1331953824961814e-32,1.5168725725853847e-29,62.4164672217588,66.35831699960322,True,True,2,False,False,2
STC2,8.314600188090509,1.2520139058415942,11.946383697555234,2.0760329104616383e-31,1.3668754462695016e-28,60.18193170434026,64.15985516489555,True,True,2,False,False,2
NPTX1,6.864483147960312,0.7738411332807182,11.934777154633279,2.3566266927754965e-31,1.496205454195357e-28,60.07387336866562,64.06945039801859,True,True,2,False,True,3
BDNF,6.917306685275706,0.7938231400024117,11.924633201769021,2.632535408580583e-31,1.6137442054598975e-28,59.96552507254924,63.99382553139074,True,True,2,False,True,3
DCBLD2,7.060063048572612,2.479493275655563,11.892640247284378,3.7308595897722218e-31,2.210783030912693e-28,59.60980101090904,63.67903583842734,True,True,2,True,True,3
CDH2,8.441465528015456,1.1006994991199524,11.796135400377231,1.0632052794011214e-30,5.906437578723042e-28,58.58968117637032,62.69633973271716,True,True,2,True,True,3
LOX,9.607784574412808,1.9970389637192405,11.731934897061894,2.1258094404809753e-30,1.1114857183361853e-27,57.898937725207894,62.06409990549995,True,True,2,False,True,3
SERPINB7,6.104727666058518,0.4457043204446695,11.727701580533324,2.224944586162958e-30,1.1300811402348258e-27,57.84759237809069,62.04750807517533,True,True,2,False,False,2
VAMP7,4.940887993473205,0.2519612372790693,11.700622790569742,2.9771595387652953e-30,1.4701379200175181e-27,57.4106427546522,61.78444129130853,True,True,2,True,False,2
KCTD16,6.222139675575459,0.6426423596599958,11.531308058224639,1.8166793547290036e-29,8.728407807842567e-27,55.82066661113279,60.00321453931171,True,True,2,False,False,2
GPR176,7.422517022156524,1.1825328161161204,11.519193831539157,2.065956779566586e-29,9.664872018514527e-27,55.70133563444698,59.90129964001368,True,True,2,False,True,3
COL5A2,9.61698910961403,2.024373030353285,11.489529207921501,2.829205024946386e-29,1.2896096853454333e-26,55.37625984937455,59.61287281475466,True,True,2,False,True,3
COL11A1,6.499123631200083,0.5528871559736112,11.431175551071783,5.241101108733073e-29,2.329276360248696e-26,54.794786161718655,59.02165477350654,True,True,2,False,True,3
NALCN,6.37682600641768,0.5795925929521624,11.098057816016404,1.6847651026568925e-27,6.80683391589354e-25,51.410407054821846,55.646700229699654,True,True,2,False,False,2
EEF1G,6.594464355434635,3.137225014914119,11.007463029848012,4.26645913916806e-27,1.685440980377569e-24,50.501823792473274,54.74001499286982,True,True,2,False,False,2
KISS1,5.848516683510582,0.6180571658783727,10.94178949712314,8.334543096418993e-27,3.2209385353269663e-24,49.83035675453644,54.092369444171645,True,True,2,False,False,2
ALPK2,5.982532875007543,1.0483771587962432,10.711938495467557,8.459096486269001e-26,3.199518260349022e-23,47.59611346789261,51.79645688403113,True,True,2,False,False,2
FLNC,8.1416521156022,1.5681384493457577,10.656125880460669,1.475789811141022e-25,5.465649056802906e-23,47.05007876634096,51.260974258174535,True,True,2,False,False,2
TMEM178B,6.192215546902301,0.9306913170599892,10.62857265324282,1.940694677314239e-25,7.040761077268414e-23,46.790670973513535,51.00774086696977,True,True,2,False,False,2
CDH10,5.1644721403071445,0.36374398184850937,10.62355715601746,2.039758724345151e-25,7.25215816853675e-23,46.648801588994075,50.97815803587503,True,True,2,True,True,3
EVC,5.188607248950108,1.362042141685454,10.49287294482307,7.412117939027199e-25,2.440096677816417e-22,45.46654746896909,49.76483438529292,True,True,2,True,False,2
KIRREL3,5.4497741737586995,0.4614241311742152,10.39710615934219,1.8918618705197377e-24,6.114841540405341e-22,44.5179780796286,48.84615319032722,True,True,2,True,False,2
ZC3H11A,4.852069133848147,2.3188988052590513,10.348764173519932,3.027754910775458e-24,9.611499830152736e-22,44.114741046473014,48.393911765329484,True,True,2,False,False,2
RGS4,7.21008089113469,0.8821628383106802,10.25516851230662,7.48613108432318e-24,2.294499177345055e-21,43.234535486963644,47.523772356555696,True,True,2,False,False,2
FRMD6,7.991676744850835,2.791185624923042,10.167477769689402,1.737224506672691e-23,5.147106675853405e-21,42.40556764319854,46.715852206587876,True,True,2,False,False,2
COL4A5,6.628679702773082,1.5338502474005,10.099192068890877,3.3320572916195425e-23,9.710488930019772e-21,41.78007335305537,46.081080318593294,True,True,2,False,False,2
SULF1,7.958410719108217,1.7183787595592288,10.040653158305576,5.80643835824757e-23,1.664855720880114e-20,41.234410417517935,45.54196339432925,True,True,2,False,True,3
NOMO2,4.7690123640019575,1.6275984940485615,10.037072377758106,6.006549991420055e-23,1.6948958602773702e-20,41.185726237549616,45.524080560300355,True,True,2,True,False,2
ITGA11,5.670627055090665,1.3243749374242773,10.01769937615858,7.213757618876315e-23,2.0037338936056915e-20,41.02590693226203,45.35668947309726,True,True,2,True,True,3
COL5A1,7.33812878432185,2.005933618756082,10.011277953164475,7.664716948514263e-23,2.0644798968748194e-20,40.964847547556545,45.32682353111165,True,True,2,False,True,3
CNTNAP1,5.065478572351899,1.7487682115628103,9.988480784499755,9.503261086016917e-23,2.5214846615839218e-20,40.75316940048304,45.12685398041695,True,True,2,True,True,3
PLOD1,6.833932138313039,3.9899312939739757,9.751430437646064,8.671201120660902e-22,2.1409436433609562e-19,38.602746328731214,42.98787008020356,True,True,2,False,True,3
PLAT,9.639473675316289,3.1800421991585353,9.577255010521393,4.2759927641555115e-21,1.0001884653735858e-18,37.040403395011225,41.4463432262766,True,True,2,False,True,3
HAPLN1,5.805125130300803,0.5166422397210468,9.549512677617773,5.500747595031614e-21,1.2699583116477531e-18,36.79260483731535,41.2075475994353,True,True,2,False,False,2
FBN1,9.493084266201887,2.5545993982491617,9.50283304072195,8.391879274482437e-21,1.8647804732809285e-18,36.39024186512104,40.82338833642181,True,True,2,False,True,3
FAT1,9.232858146700899,2.672368517887794,9.491093777669093,9.329742246847473e-21,2.0475904681754015e-18,36.28816623982837,40.7298679534228,True,True,2,True,True,3
IGF2BP1,5.0938989796360605,0.4606716474517389,9.435629984339679,1.5367067992848153e-20,3.2913297314320675e-18,35.76114977161105,40.25524001708417,True,True,2,False,False,2
KRT34,4.792548734193962,0.33928967703326773,9.427599789581764,1.6514976513774906e-20,3.495080208159244e-18,35.660770893819524,40.1951753490686,True,True,2,False,False,2
SCN9A,6.509236051052222,1.7282357802550503,9.426007242902863,1.6752516647697126e-20,3.503641040542492e-18,35.72947184831947,40.19272894883385,True,True,2,False,False,2
TNFRSF10D,6.768696617859076,3.481387277035707,9.423101923332437,1.7194611395679674e-20,3.554286125360437e-18,35.70040613205923,40.17837743942109,True,True,2,True,True,3
PAMR1,6.533717839944594,0.8322273111788446,9.421251898494571,1.7482122386760616e-20,3.572180341028086e-18,35.69040025552523,40.17335552474314,True,True,2,False,False,2
FOXE1,4.896105674564149,0.44073171515276477,9.29834000018388,5.228007274995282e-20,1.0442503969392261e-17,34.56157829219752,39.10064727638474,True,True,2,False,False,2
HMGA2,5.944792277767179,0.9785664135196063,9.233585640713667,9.26414275002192e-20,1.8097655567817544e-17,34.06563872111783,38.55074927065026,True,True,2,False,False,2
LOXL4,5.7879082384588845,1.1649120431240627,9.229420708621134,9.610260457714386e-20,1.8569739147477027e-17,34.03056369300228,38.52499834561249,True,True,2,False,True,3
PTCHD4,4.809169465367794,0.5973726857643704,9.204362187730082,1.1979733734155305e-19,2.289932544000848e-17,33.76502090120441,38.31542422053467,True,True,2,False,False,2
SERPINE1,10.28450861780955,3.0594924612268164,9.17177561145863,1.5943226475951264e-19,3.01513550067006e-17,33.52522853293755,38.04030180955037,True,True,2,False,False,2
COL3A1,10.242007525757895,2.2831026019940692,9.169054341057043,1.632769457888433e-19,3.0553413318823864e-17,33.50526716588476,38.02705526558603,True,True,2,False,True,3
THBS2,7.818863434500874,1.43211376515339,9.164802260397796,1.6946877139955216e-19,3.138173280385249e-17,33.47856478009271,38.000305708104456,True,True,2,False,True,3
ASNS,4.309761592930784,1.9709990609007102,9.154007360286409,1.8625102976251612e-19,3.413386140297164e-17,33.37293813592841,37.91624177928501,True,True,2,False,False,2
TNFRSF11B,6.352370618257493,1.491681394706098,9.136041333062389,2.1790012194170813e-19,3.952663742609944e-17,33.23784852749171,37.76955686405009,True,True,2,False,True,3
UCHL1,6.619962661018456,1.9742033795793805,9.098347647458382,3.0260860056588305e-19,5.43381120430273e-17,32.916490743434956,37.451305813909535,True,True,2,False,False,2
LTBP1,8.702648660892562,2.699413527537538,9.067014060101817,3.972381379427265e-19,7.06170237820785e-17,32.64736986625397,37.18926042840304,True,True,2,False,True,3
COL6A3,9.261124066592568,2.7170694774686175,9.0577101343211,4.305971490001667e-19,7.578936156213824e-17,32.56685962227816,37.11857373987876,True,True,2,False,True,3
ATG9A,4.628685094473825,1.7689094527435811,9.030290755762856,5.458797056467328e-19,9.513826987531342e-17,32.33315415499526,36.891200368093834,True,True,2,False,True,3
ITGA3,6.835272433590852,3.5430907269984404,8.99319375630014,7.517161606209428e-19,1.2974037075105339e-16,32.030873959234015,36.58099636846552,True,True,2,True,True,3
CDH11,7.322253691836086,1.8723098679204269,8.989099254297809,7.786826899763253e-19,1.331023286510494e-16,31.997638107655046,36.55541345314481,True,True,2,True,True,3
COL1A2,10.553562630896801,2.4612914931081256,8.948957824327254,1.0992638893960732e-18,1.8263190805414947e-16,31.65251828355393,36.23905897809438,True,True,2,False,True,3
PRSS12,5.515823995168588,1.370441402851604,8.938329282303586,1.2040722722082906e-18,1.9819252576895167e-16,31.574358279161707,36.15729276325819,True,True,2,False,False,2
