,logFC,AveExpr,t,P.Value,adj.P.Val,B,-log(adj.P.Val),is_deg,is_significant,score1,is_membrane,is_surface,score2
CD99,8.146027615495179,0.45842269982085265,18.112813761057595,4.1003264497299814e-66,7.17311109115763e-62,137.9273553652388,140.78993630120124,True,True,2,True,False,2
PSG5,7.548910296798533,0.45615346810207097,17.42691471404318,9.001740555995223e-62,7.873822464329022e-58,128.1898319324361,131.4863917484626,True,True,2,False,True,3
CEMIP,10.493231180765127,1.4556676727933802,16.302862087965146,6.808550393255394e-55,3.970292685986995e-51,112.74150829158738,116.05299992628477,True,True,2,False,False,2
OXTR,8.585610766220324,1.0013869229561752,14.872076197049909,1.354943320963526e-46,5.9258446142339805e-43,94.14390803071998,97.23183577095662,True,True,2,False,False,2
LOXL2,9.428811208069233,2.0962604873579114,14.69361038143329,1.3458358206347071e-45,4.7088103692367136e-42,91.89736388450953,95.15913860515776,True,True,2,False,False,2
GREM1,8.971489732033062,2.3336243611744614,14.225521834352271,5.038570032282031e-43,1.4690790690790308e-39,86.12847275634783,89.41618290591971,True,True,2,False,True,3
STC2,9.434236447037112,1.418631388453669,13.778344796989485,1.2671835650126328e-40,3.166872755190143e-37,80.74955512537444,84.04290385237259,True,True,2,False,False,2
LOXL4,8.328237671357407,1.3346275671415648,13.17572451636998,1.7612945360202322e-37,3.0812086613137944e-34,73.70225007729837,77.16257121928517,True,True,2,False,True,3
KRT34,6.316688111981981,0.5070773886639408,13.100015213428588,4.296090858430023e-37,6.832346679761347e-34,72.80746513319345,76.3662249630739,True,True,2,False,False,2
TNFRSF11B,9.002496999381414,1.6612662347262532,12.543994319503147,2.652963438791351e-34,3.8675785331846575e-31,66.578206560532,70.02750927362639,True,True,2,False,True,3
L1CAM,8.439826461854247,1.1884910160575917,12.437431828840225,8.86570602158754e-34,1.1930512395511724e-30,65.40434544495803,68.9010386974593,True,True,2,True,True,3
DKK1,8.43993605033718,1.3084593075097644,12.34812281267547,2.4217772832040258e-33,3.0261836994550878e-30,64.42607910873853,67.97025046927365,True,True,2,False,False,2
COL11A1,6.74873523282561,0.7174591488838953,12.216370041332523,1.055365220536052e-32,1.2308372778705128e-29,62.99204939287928,66.56727304530763,True,True,2,False,True,3
WNT5A,9.061202104135077,2.1535315257241106,12.060163656240682,5.946139173538376e-32,6.501359918867522e-29,61.30812454198817,64.90295632352152,True,True,2,False,True,3
FGF5,5.718204074521072,0.506774086946669,12.04654733234547,6.907456210913802e-32,7.108178761983885e-29,61.09803811112999,64.81372163744432,True,True,2,False,False,2
MASP1,7.755252011061523,1.0033325765873735,12.00323969385449,1.111546405818365e-31,1.0802996012992488e-28,60.69936001038125,64.3951441925574,True,True,2,False,False,2
MKX,6.436669843663859,0.7420321165816763,11.938888657049416,2.2481580200582214e-31,2.0699619159420275e-28,60.012234904212086,63.74485239482089,True,True,2,False,False,2
VAMP7,5.472087867909556,0.4176739587166013,11.906888164567418,3.1875172078585735e-31,2.7881213017138943e-28,59.57686363477686,63.44701460337577,True,True,2,True,False,2
COL12A1,10.110482246172491,1.9142589667414613,11.749389944546303,1.757657777318199e-30,1.3976575071092988e-27,58.00706179238865,61.83499988480361,True,True,2,False,True,3
SULF1,9.511248198320576,1.885713673548831,11.728748805039741,2.1954279924652353e-30,1.6698616217472532e-27,57.796202925333915,61.65705674907294,True,True,2,False,True,3
