,logFC,AveExpr,t,P.Value,adj.P.Val,B,-log(adj.P.Val),is_deg,is_significant,score1,is_membrane,is_surface,score2
TRPA1,10.795079412892274,0.8377046926975458,17.92359969799286,6.621693628319914e-65,1.1583990833382858e-60,135.16686219722877,138.00806662831081,True,True,2,False,False,2
CD99,7.833875985165422,0.4577561587547031,17.41740858258995,1.032165123792167e-61,9.028348337810084e-58,128.01291783143947,131.34956595128222,True,True,2,True,False,2
FGF5,6.960649310706933,0.5094152086123119,15.200184244363186,1.8891885695533335e-48,1.1016488278588671e-44,98.2745257150881,101.21693609979738,True,True,2,False,False,2
CHRM2,7.725103582488193,0.598859310322386,14.250437419792938,3.688750244027619e-43,1.6132749192254793e-39,86.40778934600556,89.32255240245449,True,True,2,False,False,2
CEMIP,8.41449120286784,1.451242458552594,13.14389489351185,2.5635691881540083e-37,7.47451322959437e-34,73.31721543581428,76.2763941644279,True,True,2,False,False,2
NPTX1,7.902895709498168,0.9408328210694938,13.01558926677996,1.1557510350944363e-36,2.8883869439917243e-33,71.84796459331528,74.92460987337127,True,True,2,False,True,3
TNFRSF11B,8.93950700581576,1.6611297610172677,12.45804504202743,7.024743573307866e-34,1.365454045238309e-30,65.61359309487348,68.76606578262061,True,True,2,False,True,3
MAGED4B,5.663354486898511,0.4243167599863294,12.433657201185907,9.251426121377195e-34,1.6184444856737264e-30,65.25301255571347,68.59608729588723,True,True,2,False,False,2
ITGA11,6.976025536780839,1.4929599230248782,12.35739507485855,2.1824267516631226e-33,3.4708521448722424e-30,64.5054999426684,67.83315265112005,True,True,2,True,True,3
PTP4A1,6.314232791402525,0.8398962746004854,12.286814244641908,4.811526402102588e-33,7.014403573198556e-30,63.73605201394178,67.12958710152104,True,True,2,False,False,2
MAGED4,5.644321968369961,0.4357365885107924,12.245227066682983,7.653387172032437e-33,1.0299104245195035e-29,63.20094138621496,66.74549586485351,True,True,2,False,False,2
RAB3B,7.219200365072453,1.6242191219713584,11.801694808083681,9.990166953651844e-31,1.1651198712479023e-27,58.54779824802441,62.016973535339744,True,True,2,False,False,2
COL12A1,9.91055375247176,1.9138311547364932,11.53177997422299,1.8040701237719002e-29,1.9725251715791014e-26,55.73088055807426,59.187897882931885,True,True,2,False,True,3
PAMR1,7.5194863677045145,0.9982910012135986,11.284623489985961,2.433238246151554e-28,2.3648372154541823e-25,53.20564568067326,56.70391813595095,True,True,2,False,False,2
PDE5A,8.246379859530377,2.9516166048620986,11.20594787672359,5.516441456938894e-28,5.079190886720474e-25,52.411258098050816,55.93947535021387,True,True,2,False,False,2
LOXL2,7.177596028708936,2.0914682401312925,11.200615484670466,5.83012759378688e-28,5.099612606285385e-25,52.35696360208996,55.93546274755782,True,True,2,False,False,2
DCBLD2,6.63231752133813,2.644017936061018,11.005631974192854,4.339933478392105e-27,3.615371250999594e-24,50.40630436165538,53.97684768414744,True,True,2,True,True,3
COL7A1,6.1981565889090655,1.6929825075906144,10.795489637750714,3.654874959223063e-26,2.9062901153021936e-23,48.3355634643751,51.89257974549005,True,True,2,False,True,3
VAMP7,5.076197698021979,0.4168292113160542,10.77848942672132,4.3359814699576654e-26,3.2979852102364957e-23,48.059666854507924,51.76614539920007,True,True,2,True,False,2
GALNT5,7.883264913964544,1.8727729123521693,10.76217571423213,5.107564867565264e-26,3.722989158049447e-23,48.01256211197274,51.64493025613103,True,True,2,True,True,3
NOMO3,4.985062479299621,2.737320371708258,10.691060620264809,1.0404511664763194e-25,7.280661082534692e-23,47.31981676668959,50.97423547273678,True,True,2,True,True,3
ANO4,5.557092066101799,0.603461177347212,10.551123339476263,4.171368108878011e-25,2.6062112034539974e-22,45.92568312778872,49.69897452537972,True,True,2,False,False,2
FBN2,6.959694579044793,1.2501223862921496,10.451782488262614,1.1075092624462365e-24,6.680954150770505e-22,45.02240810672841,48.757611231578984,True,True,2,False,True,3
PSG5,4.893557817700984,0.4505014603667069,10.342385821550897,3.2169480830369264e-24,1.815396444020903e-21,43.878005975208794,47.75798308255193,True,True,2,False,True,3
DKK3,9.286913515868642,2.6717244976253585,10.218079676864898,1.0682490571232946e-23,5.8399840641609115e-21,42.81923478553401,46.589558884778114,True,True,2,False,True,3
HMGA2,6.416957857770194,1.1440662930888235,9.81191512594913,4.948610128467612e-22,2.5462054584533057e-19,39.101428166210745,42.814512571479206,True,True,2,False,False,2
LPAR1,7.196162818469668,2.298795360089997,9.799970488568936,5.528427793293344e-22,2.7632661661678217e-19,38.99385844221622,42.73270339327695,True,True,2,False,True,3
COL6A3,9.966988211257746,2.8832250583510657,9.593084929960822,3.698925071046975e-21,1.7974720886915496e-18,37.14618103256561,40.86015039124924,True,True,2,False,True,3
FLNC,7.58340571777638,1.7318436574568783,9.536315328018325,6.193657578764381e-21,2.851364360076423e-18,36.650618621844544,40.39873407132965,True,True,2,False,False,2
PXDN,8.89029403240054,2.7193659068153977,9.472698827217357,1.100179795101949e-20,4.811636333878374e-18,36.09216953399328,39.87549445347455,True,True,2,False,True,3
FKBP10,7.48969595785666,2.3090984390240314,9.365042806180606,2.8869402306845326e-20,1.202479342752267e-17,35.15899625099658,38.95956103663294,True,True,2,False,True,3
GBA1,4.452370503277503,2.731739081435388,9.346494659739152,3.405701369758727e-20,1.3855660409897481e-17,34.995587703164816,38.81783783089665,True,True,2,False,False,2
