,logFC,AveExpr,t,P.Value,adj.P.Val,B,-log(adj.P.Val),is_deg,is_significant,score1,is_membrane,is_surface,score2
RPL17-C18orf32,7.892603002416812,1.1392160537645635,16.7731260457088,9.929405630672959e-58,1.7444972752529322e-53,118.90916595200821,121.48054350894813,True,True,2,False,False,2
PALM2AKAP2,9.05613780815988,0.957990307965792,16.023817015068953,3.141480472796034e-53,1.9001270439366156e-49,108.8614268389509,112.18474880754142,True,True,2,False,False,2
NME1-NME2,8.823015297474715,0.5455116484545344,16.021445289250703,3.2445677795035844e-53,1.9001270439366156e-49,108.81454296873557,112.18474880754142,True,True,2,False,False,2
TRPA1,9.317977442059966,0.8236937583158465,14.90956835114503,8.405149770112304e-47,3.6917519077775765e-43,94.47226801577698,97.70505788160453,True,True,2,False,False,2
RPS10-NUDT3,8.05399743076502,0.901422130392154,14.731427961034166,8.346315971851187e-46,2.93272850618907e-42,92.21548904033149,95.63264068526608,True,True,2,False,False,2
DCBLD2,8.747566173415475,2.636116715620745,13.595343028776018,1.1772599975225348e-39,3.447213482745569e-36,78.47985081793765,81.65549712925728,True,True,2,True,True,3
GREM1,8.707750769903962,2.3238174628781048,13.251828529992562,7.193121989996992e-38,1.8053708606036734e-34,74.4806420387673,77.697127128179,True,True,2,False,True,3
RAB3B,8.078464444401687,1.6164340872763872,13.208387386950019,1.203061499338146e-37,2.642073435233986e-34,73.96540693796396,77.31632916076425,True,True,2,False,False,2
EEF1G,8.195226986704128,3.296196186986748,12.52572755162886,3.2770925169765247e-34,6.3972487145289514e-31,66.2947304287598,69.52426987323312,True,True,2,False,False,2
BDNF,7.872383941753094,0.9510974833862538,12.462819099134174,6.6812338910253665e-34,1.1695372073209731e-30,65.57940890214387,68.92094466856028,True,True,2,False,True,3
FUT5,6.615706326661309,0.4452822811747888,12.454707154903804,7.3225051400368286e-34,1.1695372073209731e-30,65.42530493926083,68.92094466856028,True,True,2,True,False,2
