,logFC,AveExpr,t,P.Value,adj.P.Val,B,-log(adj.P.Val),is_deg,is_significant,score1,is_membrane,is_surface,score2
KRT34,10.13648667081758,0.5152178002841846,21.29106498085329,1.7211688852349204e-87,3.01101284782997e-83,185.96302372808316,190.01228620205083,True,True,2,False,False,2
PSG5,9.15064386180118,0.4595746156214785,21.162967370081425,1.3602876040305603e-86,1.1898435672455311e-82,183.94595503996817,188.6381557831256,True,True,2,False,True,3
PSG4,9.226282356715053,0.6089433903688726,19.08180442209679,2.020586456216681e-72,1.1782713155018206e-68,152.15268717604917,156.41173794612286,True,True,2,False,True,3
CD99,7.825379664226444,0.4577536749355502,17.399276007291945,1.3398000841834198e-61,5.8596156681761864e-58,127.85137519492412,131.78185137785204,True,True,2,True,False,2
OXTR,9.83622145638463,1.0040610168223367,17.039272777953368,2.2935443693328624e-59,8.02465303942182e-56,122.84663319258652,126.86224677454815,True,True,2,False,False,2
CEMIP,10.748371368593299,1.456223732723903,16.680696795511224,3.586749642774226e-57,1.0457766375115385e-53,117.89378960189606,121.99225012550845,True,True,2,False,False,2
LOXL2,9.77511467259784,2.09701047880386,15.205505256089618,1.7617489201794095e-48,4.4028622299455134e-45,98.39473644834891,102.13407434848989,True,True,2,False,False,2
PSG1,6.607172252771356,0.45018443309343015,14.630023895567758,3.034814235565625e-45,6.63638002962313e-42,91.13161222397474,94.81600726718577,True,True,2,False,True,3
GREM1,9.198079818161615,2.3341196335293635,14.570817500356053,6.455701017957381e-45,1.2548448178682937e-41,90.40261356754124,94.17897689891852,True,True,2,False,True,3
TNFRSF11B,9.870242064935109,1.663125685513026,13.714153724679711,2.771432045409756e-40,4.8483432202398276e-37,80.00818240666996,83.61701139826452,True,True,2,False,True,3
STC2,9.288758100381486,1.4183350666070398,13.571148543285934,1.5686967838659605e-39,2.49479832154101e-36,78.32666404981387,81.97885545489902,True,True,2,False,False,2
DKK1,8.981815475952267,1.3096254478152136,13.14849452648542,2.428327497853421e-37,3.5400967706206453e-34,73.41536677003089,77.02373909869199,True,True,2,False,False,2
RAB3B,7.957863977480241,1.625806351907693,13.032113932930203,9.526005651665256e-37,1.2819072528479384e-33,72.08156249083626,75.73695905859454,True,True,2,False,False,2
WNT5A,9.576403536065193,2.154640886231505,12.716426262632087,3.7018321720033997e-35,4.625703715501963e-32,68.50960694660434,72.1510944617163,True,True,2,False,True,3
