,logFC,AveExpr,t,P.Value,adj.P.Val,B,-log(adj.P.Val),is_deg,is_significant,score1,is_membrane,is_surface,score2
WNT16,8.64729705263624,-1.0341220732874121,17.19089436158794,7.455236011047051e-59,1.344924576392888e-54,121.74989257287967,124.04325708722835,True,True,2,False,False,2
LRRC17,9.059407434792838,1.2239696097721924,16.795102640237282,1.5641281027648437e-56,1.410843548693889e-52,117.08997743319324,119.39023704870233,True,True,2,False,False,2
NACA2,8.230628173094969,-1.7119364557748817,14.352314974656132,5.9853445282925835e-43,3.5991871763466065e-39,85.77249409744472,88.520110591147,True,True,2,False,False,2
OXTR,6.300067508277628,2.4254209727766876,13.583200624378582,5.753326654590854e-39,2.5947503212204753e-35,77.25990587119693,79.63698795813204,True,True,2,False,False,2
SCN9A,6.377084130539835,2.891074794335012,13.361343474467047,7.59106711679587e-38,2.73885701573995e-34,74.79485333268069,77.28035247596797,True,True,2,False,False,2
GALNT5,8.43324216750916,1.919919105084013,13.040212488526768,3.0109796545686645e-36,9.053012161403117e-33,71.27437525000697,73.78221053095497,True,True,2,True,True,3
CCN4,8.120166591196329,-0.426647478843506,13.025439662225036,3.5609538559644634e-36,9.177086794514132e-33,70.8465457823746,73.76859825718046,True,True,2,False,False,2
CSNK2A3,7.286072577040344,-1.2536081169739022,12.801295739577728,4.4635650550432607e-35,1.0065339199122554e-31,68.04980393414864,71.37362521642888,True,True,2,False,False,2
TNFSF4,6.037151287968823,1.4012609540164913,12.743511622861437,8.521681981379244e-35,1.7081238104897952e-31,67.7246748533363,70.84474230149904,True,True,2,True,True,3
COLEC10,7.331810258852038,-1.4344470923503123,12.259810883182103,1.7564071849373917e-32,3.1685585616270547e-29,62.22985099974074,65.62169092477167,True,True,2,False,True,3
CCDC81,5.2222312402226985,1.3410259111918856,12.027230792710718,2.1553909505913492e-31,3.240271062388995e-28,59.96690765040561,63.29672561629727,True,True,2,False,False,2
FOXF1,7.7566320530361015,-0.40519272292677005,11.965001872711426,4.189930297987851e-31,5.814334044284679e-28,59.43367840202198,62.712056348189755,True,True,2,False,False,2
KISS1,7.540745767343007,-1.3325575418572806,11.831872038978613,1.7218142092339143e-30,2.2186805953271297e-27,57.86648433243194,61.372884818066225,True,True,2,False,False,2
PDE5A,5.656840993503786,4.0754957864396335,11.660923857304182,1.0385969057903679e-29,1.2490858786972159e-26,56.49195765668772,59.644800431101324,True,True,2,False,False,2
TRPA1,7.062855860991737,0.3601453943047243,11.404306658395848,1.48470433129359e-28,1.6740041335335226e-25,53.731058535965346,57.04940888353152,True,True,2,False,False,2
PSG4,7.438069463468551,-0.4851922318086351,11.385256770904519,1.805526564038555e-28,1.9159823067797374e-25,53.48681492789292,56.91439687980245,True,True,2,False,True,3
CCDC68,6.089433151456927,1.257459916526019,11.315564989801777,3.6854956075097675e-28,3.693685597748678e-25,52.84155823905937,56.25800255829654,True,True,2,False,False,2
ACTG2,7.100532784324468,1.3928584144843739,11.21313160808553,1.045421430257888e-27,9.926001369395947e-25,51.917189454962475,55.2694696097254,True,True,2,False,False,2
LRRC15,7.221906426936204,-0.6724715535995106,11.005571115688342,8.451161225844132e-27,7.622947425711408e-24,49.696602822141855,53.23087913567241,True,True,2,True,True,3
EDARADD,6.3634485573752855,0.8588019157679488,10.918656376080078,2.0091919981659512e-26,1.7259916022339887e-23,48.940294704462225,52.41365541166325,True,True,2,False,False,2
TNFRSF11B,6.669867034081263,1.59176307601844,10.717294203976213,1.4632300085188226e-25,1.1998486069854346e-22,47.08451604522231,50.47467665787947,True,True,2,False,True,3
CHRM2,7.165691129271214,-0.8369597480992953,10.672115985498861,2.2752510811067203e-25,1.7845882392680537e-22,46.47415670483886,50.07768433552893,True,True,2,False,False,2
SERPINB7,7.627388864429528,-0.4186314585522537,10.643571282649377,3.004888868634798e-25,2.2586747995904897e-22,46.309109624803824,49.84209377643064,True,True,2,False,False,2
ANO4,6.862321823830856,-0.038929217324978206,10.608994590172275,4.205418129920943e-25,2.9179131947605313e-22,45.94532846659013,49.58600334440811,True,True,2,False,False,2
C7orf25,4.136693250142724,1.9323761245143825,10.580390470250489,5.549932879240577e-25,3.7081773756111115e-22,45.57123905388034,49.34633156338417,True,True,2,False,False,2
CHRNA1,6.676288336593576,-0.5357646521264984,10.503104153770972,1.1708793517433788e-24,7.54380839480377e-22,44.85759169836006,48.636144899216205,True,True,2,False,True,3
CPA4,6.490544018641332,2.026417870505235,10.444289015421992,2.0604993370894895e-24,1.2817726910722205e-21,44.519974632060155,48.106042918153406,True,True,2,False,False,2
PDCD1LG2,6.433436009621366,0.783849260471927,10.283471629388082,9.5383400618318e-24,5.735721823848189e-21,42.952648030253485,46.60757334729335,True,True,2,True,True,3
TRHDE,5.856685097834575,1.7004502810287907,10.230761141549838,1.569601426223167e-23,9.134067654537396e-21,42.49196867119171,46.14227583124913,True,True,2,True,True,3
NTF3,6.650512973759759,-0.8797664605506129,10.21673909104304,1.7913593110100078e-23,1.0098788115818919e-20,42.160983492876284,46.04187152475973,True,True,2,False,False,2
MGARP,6.723118345881283,-0.07023578444798208,10.200532420932497,2.0865968147240005e-23,1.1406729253824535e-20,42.14085042195884,45.920083486201214,True,True,2,True,False,2
BDKRB1,5.808084546334246,0.44790529182053657,10.179684697501004,2.5382985087990865e-23,1.3467913264333977e-20,41.905426515756346,45.75397689172651,True,True,2,False,False,2
SMURF2,3.870122179218228,6.31269547123031,10.13069367542678,4.0177017041806944e-23,2.070838249811992e-20,41.67409775440813,45.32374838297441,True,True,2,False,False,2
TMEM178B,6.583960352751556,1.5138791567137306,10.084920587609957,6.160383060771146e-23,3.0870364004530965e-20,41.191499775814066,44.92449032290042,True,True,2,False,False,2
LOX,7.600584319457822,3.3895822085082425,10.046441644190462,8.813095155915719e-23,4.29697936791134e-20,40.916608124405215,44.59378955660963,True,True,2,False,True,3
BDNF,6.046679141960688,1.9683828677896162,9.93170063162472,2.546850743881886e-22,1.209083879463927e-19,39.806812497275594,43.55925381845164,True,True,2,False,True,3
NLRP10,6.6822715404859325,-1.386787712140537,9.876868978894997,4.2142220123801544e-22,1.9493478231625123e-19,39.014517142773805,43.08162189991222,True,True,2,False,False,2
TRPC6,5.772172377288836,0.07355983713794866,9.844421165529942,5.671262080380274e-22,2.5577391982515034e-19,38.84323291759712,42.809993024263626,True,True,2,False,True,3
BDKRB2,6.744600288379253,0.9074935457539461,9.822523564716757,6.926508400132351e-22,3.0476636960582345e-19,38.81614748517817,42.63474147108882,True,True,2,False,False,2
FOXL1,6.605214844806545,0.023549946257972132,9.791340880425718,9.202279449301013e-22,3.952598125366435e-19,38.47104434724074,42.374743650941376,True,True,2,False,False,2
