,logFC,AveExpr,t,P.Value,adj.P.Val,B,-log(adj.P.Val),is_deg,is_significant,score1,is_membrane,is_surface,score2
TNFSF4,7.362469355979775,1.330057624346678,13.243259086662425,2.9525321922624587e-37,5.319577250799272e-33,72.79497507826841,74.31391423274287,True,True,2,True,True,3
OXTR,7.469751493516859,2.352589385543422,13.133445139896104,1.0386210002785425e-36,9.35641728100925e-33,71.70398016497741,73.74924562071175,True,True,2,False,False,2
C5orf46,9.125894355908185,-1.395458646476818,12.761544407208786,6.950621635778686e-35,4.17431166706082e-31,67.38557167182378,69.95118840827026,True,True,2,False,False,2
KRT34,8.676166764673084,-1.4494757365613644,12.324471894994238,8.675188061352687e-33,3.9075215825347844e-29,62.655577267592555,65.41206439016766,True,True,2,False,False,2
FOXE1,8.53398223627496,-1.0140413531059014,11.360081730263387,2.3339509895757673e-28,8.41015899583732e-25,52.88517285225944,55.43518694547575,True,True,2,False,False,2
KISS1,8.12141639910002,-1.406913781181536,10.950097033738583,1.467889396100702e-26,4.407827208257725e-23,48.78609767988637,51.47607526735932,True,True,2,False,False,2
PRSS35,7.841380400810435,-0.5522060833267103,10.917104407094438,2.0378657999341027e-26,5.245175445344675e-23,48.5577471104168,51.30214844755618,True,True,2,False,True,3
CEMIP,8.47005947768187,2.790643888546214,10.756463960234393,9.955457695293895e-26,2.122416741219751e-22,47.30084783145537,49.90431663418662,True,True,2,False,False,2
PAPPA2,7.935894313285703,0.004458957773045667,10.749032075749351,1.0708683844044232e-25,2.122416741219751e-22,47.03158601513102,49.90431663418662,True,True,2,False,False,2
HAPLN1,9.380137058881981,-0.3797314111928434,10.73930938886544,1.17800784882042e-25,2.122416741219751e-22,47.0187492102037,49.90431663418662,True,True,2,False,False,2
NPPB,8.093670313306646,-1.5556399523356716,10.565118550132267,6.42727987256998e-25,1.0527300133099395e-21,45.13424188845238,48.302900150215,True,True,2,False,False,2
TNFRSF11B,7.858806879087601,1.519265552097436,10.32782865773997,6.2560966340813565e-24,9.393007754686984e-21,43.20739155489896,46.114321396281426,True,True,2,False,True,3
IL6,8.09405489059161,0.15044939977192487,10.204266893347754,2.012604834554359e-23,2.789315484935837e-20,42.01192125721906,45.025905640051,True,True,2,False,False,2
INHBB,7.504513419052305,0.5411888321568885,10.170476369589268,2.7648569973080375e-23,3.558173465749922e-20,41.693231119018975,44.782454518101716,True,True,2,False,False,2
ST6GALNAC5,7.6483990968882045,-0.008568402344761009,9.895937907725541,3.5350221398690453e-22,4.2460329262680394e-19,39.21065620926553,42.303131648980184,True,True,2,True,False,2
LRRC17,7.504572569464083,1.1415314706953896,9.807599028263361,7.929470259759301e-22,8.929079104380209e-19,38.49752506641248,41.55980350112569,True,True,2,False,False,2
SCN9A,6.160830721961899,2.814369859288385,9.726404137623218,1.6574752632013616e-21,1.7566312833587607e-18,37.80374815259357,40.883133742511035,True,True,2,False,False,2
LOXL4,6.970746078601994,1.6208793548612488,9.685394583785612,2.4007241882927823e-21,2.402991538915059e-18,37.42842156474479,40.569817238195434,True,True,2,False,True,3
ACTG2,7.713219400177352,1.3208389988594424,9.67291423999304,2.6865574946872507e-21,2.547563493777905e-18,37.341563340169536,40.511394264132676,True,True,2,False,False,2
PDCD1LG2,7.0421782467580805,0.7100488935254466,9.344179117132047,4.9802313669955877e-20,4.439517540053934e-17,34.46359274085305,37.65340087250882,True,True,2,True,True,3
KCTD16,7.006951010461923,0.3346309535703833,9.339806142941967,5.174550055010968e-20,4.439517540053934e-17,34.399030286310264,37.65340087250882,True,True,2,False,False,2
PSG5,6.946961953034752,0.24786858756494545,9.303613447812932,7.099112884008695e-20,5.639205334562821e-17,34.0836837951989,37.41420342344304,True,True,2,False,True,3
PTGIS,6.991547234359955,3.109050899082932,9.302013896389482,7.198852344726918e-20,5.639205334562821e-17,34.20944138931863,37.41420342344304,True,True,2,True,False,2
CSNK2A3,6.744490831756357,-1.3313788920932614,9.223415207236457,1.4253762499276162e-19,1.0700418289560777e-16,33.16621713021828,36.77366374771269,True,True,2,False,False,2
