,logFC,AveExpr,t,P.Value,adj.P.Val,B,-log(adj.P.Val),is_deg,is_significant,score1,is_membrane,is_surface,score2
ACKR4,8.076134771715092,0.24444203811213136,13.837808830303201,2.853521887362665e-40,5.055014023462961e-36,79.29948347100863,81.27268272114041,True,True,2,False,False,2
SLC38A11,8.365500282862616,-0.43437328781201645,12.70799455156511,1.260649716241224e-34,1.1166204861606642e-30,66.71578380611516,68.9672460891847,True,True,2,False,False,2
ADAM33,8.61668411863592,0.8085585655081555,12.407190499121052,3.504651239365861e-33,1.8590573039809733e-29,63.72267607825682,66.15489816339851,True,True,2,True,False,2
KRTAP1-5,9.095933523334812,-1.5544002767504657,12.390712189208537,4.1977020693897226e-33,1.8590573039809733e-29,63.28058214494394,66.15489816339851,True,True,2,False,False,2
RSPO1,8.374040797234855,-1.455756718089435,11.952220457325787,4.782863915612793e-31,1.6945686853016126e-27,58.62918494193713,61.64236926533691,True,True,2,False,False,2
SYPL2,8.54552633773304,-0.18777576294341639,11.825011600443297,1.844449357994497e-30,5.445736729478753e-27,57.54800163747211,60.474964459754204,True,True,2,False,False,2
PGAM4,8.144070675559293,-1.6183578388380313,11.665707994179336,9.844504830193325e-30,2.4913629009553536e-26,55.656178104215314,58.95438250732856,True,True,2,False,False,2
CHRM2,8.988139612028784,-0.8160080966069129,11.548762555360423,3.3290064662307026e-29,7.371668693659613e-26,54.73917182502644,57.869568320222264,True,True,2,False,False,2
MKX,8.302338018383026,-0.38596608496601525,11.211799926850627,1.0564172952724401e-27,2.058344786164766e-24,51.38536292093336,54.540140073898016,True,True,2,False,False,2
PSG5,8.261171958646477,0.34251289784081607,11.202411231644842,1.1619219792067546e-27,2.058344786164766e-24,51.37003540017544,54.540140073898016,True,True,2,False,True,3
LOXL4,7.918491738864542,1.7124702166079084,11.059630975197537,4.903946226469937e-27,7.639374107805437e-24,50.07873962546357,53.228726555096664,True,True,2,False,True,3
ASB5,9.074192933645051,-1.2822679875229404,11.054271412169268,5.174851216125613e-27,7.639374107805437e-24,49.841893166450525,53.228726555096664,True,True,2,False,False,2
PODN,8.251267293405162,0.8659339229782956,10.888855130114683,2.6931026605731976e-26,3.669870279388784e-23,48.391326978913845,51.659300823636855,True,True,2,False,False,2
TNFRSF11B,8.381900760332323,1.6097548695572421,10.856113320644141,3.7242189582321865e-26,4.7124670603630845e-23,48.14830465485426,51.409245575956724,True,True,2,False,True,3
CEMIP,8.55320343824901,2.878117485776588,10.746114776157409,1.1003865614092587e-25,1.2805573428800524e-22,47.19251410393541,50.40957663858202,True,True,2,False,False,2
PSG1,7.905735904291355,-1.9009604984179072,10.741035933421847,1.1565858022060873e-25,1.2805573428800524e-22,46.59696175946023,50.40957663858202,True,True,2,False,True,3
UBL4B,8.119353128725534,-1.7224832318936067,10.51867242775812,1.0053365230503226e-24,1.0365316907150141e-21,44.60558721354124,48.31840672571155,True,True,2,False,False,2
FMO4,5.628319538674139,1.311906474848454,10.513847803318262,1.0532074757476859e-24,1.0365316907150141e-21,44.64424836321341,48.31840672571155,True,True,2,True,False,2
TRPC6,6.9135157953400705,0.09295653039513706,10.222355470264093,1.6953695758246478e-23,1.5807090545122965e-20,41.99170138079181,45.593828344829916,True,True,2,False,True,3
ACAN,7.595438127741596,0.5726360205702433,10.115941938063484,4.602302783504636e-23,4.076489690489231e-20,41.14561900356725,44.64646561177365,True,True,2,False,False,2
RXFP1,7.673012024937805,-1.116656220350264,9.986976846274105,1.5263596133491676e-22,1.2875933595466906e-19,39.83123423391348,43.49634190369073,True,True,2,False,False,2
SFRP4,8.12934917172265,0.039946810034612874,9.894272525857621,3.585706649552716e-22,2.8873087862193804e-19,39.17333011949588,42.688791914454406,True,True,2,False,True,3
LRRN4CL,6.020559287713065,1.3768459249973395,9.781024238957938,1.0089032706873149e-21,7.77074845227208e-19,38.116820041163365,41.69875028124261,True,True,2,True,True,3
ADGRD1,5.8879622778559515,2.4515176476160407,9.756338663094985,1.2624620831175706e-21,9.318548251011569e-19,37.97488302579501,41.51710991738116,True,True,2,False,False,2
MASP1,7.203620069892855,1.7910665024733932,9.631572731023128,3.892634625024204e-21,2.758320895292151e-18,36.93733761466299,40.43190955056762,True,True,2,False,False,2
OSR2,7.699855592014276,0.68539091242489,9.490219371902118,1.3740643026810993e-20,9.362134277690643e-18,35.6874363481697,39.20985838827539,True,True,2,False,False,2
SVEP1,7.895743231553171,2.621907260740702,9.366549930393486,4.0901464082700924e-20,2.6835905045372105e-17,34.74718320052658,38.15679094252859,True,True,2,False,False,2
KRT34,7.44408280039149,-1.36360810719458,9.362116833746578,4.252307093321701e-20,2.690343577078355e-17,34.39638703905611,38.15427767162007,True,True,2,False,False,2
SIM1,7.891816910049761,-0.6340514123377196,9.331159997212747,5.576409622221215e-20,3.40641711922927e-17,34.26248871374338,37.91828554014686,True,True,2,False,False,2
