,logFC,AveExpr,t,P.Value,adj.P.Val,B,-log(adj.P.Val),is_deg,is_significant,score1,is_membrane,is_surface,score2
WNT16,8.980585023904272,-1.014918957619533,13.794093293212486,4.787494637354475e-40,8.481046750073452e-36,78.65399213372152,80.75522946809096,True,True,2,False,False,2
TRPA1,8.93686824707678,0.3791417096125893,11.95877754168941,4.460096702486661e-31,3.9505306542275605e-27,58.98588538187507,60.79594759810698,True,True,2,False,False,2
CHRM2,9.189106358952168,-0.8154776866957394,11.9097890251639,7.511750691580962e-31,4.435688783378558e-27,58.36468826734038,60.68011460085043,True,True,2,False,False,2
NPTX1,8.723345330780154,1.0694611503049605,11.844609597394768,1.4992350593034963e-30,6.63973726889036e-27,57.86867443410986,60.27672511607192,True,True,2,False,True,3
RSPO1,8.136113558299906,-1.4564322221536175,11.453520703530153,8.916695140568375e-29,3.1591850883033754e-25,53.523524835220506,56.41431321395827,True,True,2,False,False,2
COLEC10,7.878503196238973,-1.4155806221386766,10.977839733076696,1.1116059565715781e-26,3.282016586777584e-23,48.87185107691976,51.77099909234516,True,True,2,False,True,3
FKBP1C,7.873660901762873,-1.1280112051209663,10.85663213162135,3.7051615162275825e-26,9.376705179995947e-23,47.771123200291264,50.72122869767957,True,True,2,False,False,2
RIPOR3,6.165133763568374,1.8064964956139284,10.82734963911528,4.948071484677093e-26,1.0956885793881838e-22,47.655164002714116,50.565489040613414,True,True,2,False,False,2
PGAM4,7.595133722870287,-1.6198874733034798,10.491078005228397,1.3114730212738047e-24,2.5517345847416195e-21,44.2273972522951,47.41751359564528,True,True,2,False,False,2
TNFRSF11B,8.167153953634061,1.6091429200783596,10.481327618305372,1.440437247948981e-24,2.5517345847416195e-21,44.5751634426439,47.41751359564528,True,True,2,False,True,3
CCDC68,6.951588360005073,1.2747313057403564,10.422192633964183,2.540367359761242e-24,4.0911461616518545e-21,43.901289959248295,46.94546178695607,True,True,2,False,False,2
TNFSF4,6.132991982906606,1.4159943659154886,10.125973597008457,4.190310171196893e-23,6.185945390229413e-20,41.14654310279988,44.229422013618624,True,True,2,True,True,3
PDE5A,6.274068978993407,4.088787657724576,9.831854819433861,6.349216525517345e-22,8.652028519195366e-19,38.736843661839735,41.591322962546826,True,True,2,False,False,2
FOXF1,8.179644134686397,-0.3917805354042116,9.7608191190954,1.2121625822893467e-21,1.533818581803984e-18,37.9438753859608,41.018771242736904,True,True,2,False,False,2
INSC,6.370475457369467,-0.2907039018939255,9.282825783010162,8.502031145323764e-20,1.0040898782627366e-16,33.704173926765954,36.83727995045988,True,True,2,False,False,2
ADAMTS8,6.434726932679532,-0.7719786420089879,8.831617182244914,3.989749322050719e-18,4.4174005775080305e-15,29.98920290078804,33.05322497645864,True,True,2,False,False,2
ACTG2,7.389634312190139,1.406471697851725,8.770177746303071,6.654464301028889e-18,6.934343240748633e-15,29.75535673569859,32.60229004775551,True,True,2,False,False,2
SLC14A1,6.2551455805352685,2.374811258295213,8.753655270778365,7.631948629025574e-18,7.511109442399335e-15,29.614059050100295,32.52239321136378,True,True,2,False,True,3
GALNT5,7.978036364696804,1.93033819369455,8.712712406224732,1.0708367640504127e-17,9.984143829027927e-15,29.344677718159645,32.23777817743506,True,True,2,True,True,3
DLL4,6.104505634894351,0.23870676262096222,8.659283860868728,1.6626003835760283e-17,1.472648289752467e-14,28.719139819319906,31.849128964329825,True,True,2,True,False,2
FIBIN,7.702284462107455,0.24992056990873437,8.641346613218078,1.926236143765852e-17,1.6160192440337756e-14,28.69362595597581,31.7562254334519,True,True,2,False,False,2
FOXL1,7.219550930994401,0.039852552372989125,8.636340874432463,2.0069107179646097e-17,1.6160192440337756e-14,28.613514707598654,31.7562254334519,True,True,2,False,False,2
ANO4,7.117460456656847,-0.02349697507279327,8.614652308244246,2.3967895740750505e-17,1.8460490132495444e-14,28.432841814159627,31.62314361513236,True,True,2,False,False,2
SPON2,6.603714835894134,3.148825443030109,8.438455480651017,9.997466859060785e-17,7.379380225344242e-14,27.191314245787364,30.23750164713646,True,True,2,False,False,2
TRHDE,6.222749311427106,1.7153025028023687,8.415564161028614,1.201357314124361e-16,8.512817927885223e-14,26.94189643583313,30.09461828278188,True,True,2,True,True,3
