,logFC,AveExpr,t,P.Value,adj.P.Val,B,-log(adj.P.Val),is_deg,is_significant,score1
MMP10,7.008201099802897,0.48067418005418083,9.473263788643424,1.011752668057559e-11,1.1878109448346801e-09,16.42309801800462,20.551153766014195,True,True,2
DIO2,3.7072906880416987,2.9254257220915516,9.451443095732435,1.0785091100222278e-11,1.2497399395030295e-09,16.588134958420458,20.500330355674848,True,True,2
FBN1,1.8191653819953277,7.584379217922378,9.346070638900418,1.4695781711242147e-11,1.6088725437859885e-09,16.100651643371783,20.247732186625704,True,True,2
GGT5,1.7270874174604747,4.735782521165105,9.329963697688111,1.540938317915005e-11,1.6767100172678822e-09,16.165814786112158,20.20643228660776,True,True,2
COL1A2,2.0508879555985047,10.200958745702179,9.250864446057294,1.9458844968170024e-11,2.0207820261615315e-09,15.869011140053466,20.019781258789173,True,True,2
ADAMTS14,2.8937045122197067,2.6174646654151976,9.249787244277737,1.9520878882268803e-11,2.0207820261615315e-09,16.0089481939809,20.019781258789173,True,True,2
ISM1,1.8431434472619226,3.9406679616702873,9.19330220199155,2.307123794724747e-11,2.3053288022783234e-09,15.82424867269801,19.888042523261724,True,True,2
COL10A1,3.80302377298116,2.5042545530998472,9.160715920152937,2.5410636107835118e-11,2.451096223482798e-09,15.7391750605878,19.826730474304135,True,True,2
THY1,3.0179031425633474,6.026039682735847,9.132507711943862,2.7629354243182212e-11,2.5552327000530352e-09,15.533210536445806,19.785122541096246,True,True,2
ABCA12,3.426559043963909,-0.44731199881623057,9.088500295795397,3.14900329742522e-11,2.8238172785202535e-09,15.240274584743236,19.685176222482315,True,True,2
HMGB3,1.642119902714711,5.51309994855719,9.054280613982003,3.486689763803083e-11,3.0650235879342867e-09,15.287916718200398,19.603210571687594,True,True,2
SERPINB4,6.490588412825365,-1.7033889927821435,9.033328378363324,3.711347741903346e-11,3.2306829489885467e-09,15.041418178050845,19.550572282746646,True,True,2
PDLIM4,2.3307677321123186,3.6057296676374446,9.018702101549557,3.876824360501662e-11,3.3003288066823765e-09,15.333646103647544,19.52924373504895,True,True,2
CRABP1,4.071436643531993,-3.2513529035005537,8.966623265287746,4.529207732215413e-11,3.6905804557709612e-09,14.579723548333465,19.417482086178143,True,True,2
PSAT1,2.639974925547474,2.5489667573248753,8.96256335397832,4.584520707852675e-11,3.7018448883090945e-09,15.179588320456931,19.414434523103193,True,True,2
XPNPEP2,2.7289618782320333,1.2958399721642442,8.856096896537831,6.307340924864371e-11,4.830665184729815e-09,14.790299289671085,19.148281659358616,True,True,2
MOXD1,1.7457201293917777,6.241834741556962,8.846824889676553,6.485457345435949e-11,4.924807928906575e-09,14.63128714087338,19.128980562289634,True,True,2
CLDN10,2.900351208815871,0.9352727004070048,8.787572825994227,7.750566872646353e-11,5.645259830300986e-09,14.548254024265168,18.992449612007075,True,True,2
KRT14,7.119716762512933,-1.0744042527552011,8.706360478335144,9.901559248377332e-11,6.87522664541998e-09,14.197723837122684,18.79534122733062,True,True,2
CPNE4,2.8580700686617546,-1.3308760672216244,8.66561822261767,1.1199373780631888e-10,7.547982617062715e-09,13.974429175588195,18.70198551242862,True,True,2
GAP43,3.126822680577487,-1.8656092417825072,8.665339309202462,1.1208828206901762e-10,7.547982617062715e-09,13.91960434767265,18.70198551242862,True,True,2
KRT17,3.793834535214289,4.962283436469091,8.631519966478578,1.2417258541845905e-10,8.26813353280747e-09,14.14208603937495,18.610857044700044,True,True,2
TUBB3,4.192401144989869,1.600448493444876,8.622496100762445,1.2761449888257546e-10,8.40324993564413e-09,14.11722800729792,18.594647308822037,True,True,2
IGFBP5,1.9315324850329745,8.57416787446048,8.602573391154813,1.3555962694441966e-10,8.893608613320474e-09,13.891439569689432,18.537932951524354,True,True,2
FBLN2,2.2503711530589916,6.4312041141733465,8.594375439633527,1.389727408275831e-10,9.050980146234382e-09,13.872889277722168,18.520392781647658,True,True,2
KIF26B,3.1268961464143947,2.66550455512848,8.591402792177021,1.4023175169580768e-10,9.099765850951593e-09,14.093149253475204,18.515017154419308,True,True,2
ATP10B,3.2748680232927603,-0.5282849778567053,8.544613554216435,1.6164181006554007e-10,1.0156683452885784e-08,13.720076264152826,18.405133879889114,True,True,2
GCNT3,3.052165653440951,0.8896473411650008,8.539858495255139,1.6399513369302498e-10,1.0232493569063043e-08,13.832245944675641,18.397697536043687,True,True,2
SERPINA5,3.0464096397122695,0.25932226892239035,8.517414022824592,1.75580207571966e-10,1.0767109292514548e-08,13.691219359088379,18.346769785471068,True,True,2
PCDH7,1.7645832990813726,4.53189787786925,8.44370000674735,2.1979201785055058e-10,1.2608300165878516e-08,13.541510706232181,18.188910496541432,True,True,2
PCP4,3.991849400875931,-1.414407775668526,8.442731962903812,2.2044212114060506e-10,1.2608300165878516e-08,13.38027396047962,18.188910496541432,True,True,2
SPTBN2,1.96292635888702,3.896356844081647,8.430180897701687,2.2904930626243104e-10,1.2931534072135642e-08,13.559586083085982,18.16359700679696,True,True,2
MMP3,4.168788164232715,-1.8032000895195588,8.425209176832256,2.3255212742946905e-10,1.2968414731183985e-08,13.296874022163152,18.16074907190289,True,True,2
SULF1,2.2854495310187257,6.0068762548113925,8.413329218629467,2.4114331988281675e-10,1.3363983053754239e-08,13.344727808833735,18.130702580504618,True,True,2
KLK6,3.608570966888758,-3.815280211993282,8.398149957907048,2.5258968055464737e-10,1.3784290059625939e-08,13.026127168968422,18.09973629473079,True,True,2
STRA6,3.501639428269288,0.3925908367030649,8.322972860253032,3.1792698903869954e-10,1.649246255638254e-08,13.146830748494889,17.92036237517622,True,True,2
MMP13,6.216336701594553,0.3127179942949519,8.316752560611647,3.2404584717920115e-10,1.666860118708184e-08,13.162218463921437,17.90973905569721,True,True,2
CILP,2.786821937664463,3.048805115745717,8.3103838431205,3.304341914729865e-10,1.6895696695803563e-08,13.251676069195963,17.896206880826373,True,True,2
SH3PXD2B,1.9501117284903984,6.177089058639341,8.305489257079687,3.3543033721785247e-10,1.7102155336150223e-08,12.995590654248918,17.884061338330834,True,True,2
SCRG1,2.9601238804740664,0.4908481796702205,8.268611159084063,3.7561577049396674e-10,1.877552779962139e-08,13.00904562819659,17.790711527860644,True,True,2
TMEM215,3.826653926122826,-2.2270078563008426,8.257674707396227,3.884449280735375e-10,1.9362569110257757e-08,12.770994618680467,17.759924061925986,True,True,2
POSTN,2.7810158433793584,7.8841053567970905,8.169824841914776,5.089746210133721e-10,2.4350273758669237e-08,12.562600785354496,17.53072274482519,True,True,2
P4HA3,3.011345571103513,1.985638948915973,8.15956240716845,5.253274698299995e-10,2.4865964719141485e-08,12.802268703713306,17.50976584725599,True,True,2
SSC5D,1.850549941214596,4.656200825766433,8.130368276222217,5.748129404225339e-10,2.6922669086194532e-08,12.5763028820211,17.430297188266284,True,True,2
TMEM45A,2.065658092036423,5.313990006856405,8.114185737905673,6.042475093700335e-10,2.8007264427813633e-08,12.471328672222645,17.390801916570457,True,True,2
CRABP2,2.385786758924197,2.3114316210725128,8.087619922165095,6.559113348021007e-10,2.985902492230481e-08,12.593078635122806,17.326778700348296,True,True,2
ZNF385D,2.5356007215575596,1.3560228636566107,8.043812098569655,7.510527903497871e-10,3.333964438754216e-08,12.435977407354962,17.216518625921136,True,True,2
BHLHE22,2.248418815186963,2.5338383339656527,7.960426142820749,9.724763619427109e-10,4.0736715208609565e-08,12.207198263727166,17.016136057562107,True,True,2
DNAJC22,2.671284234302077,-0.40093803965746827,7.938628858791245,1.0405461207403508e-09,4.348605509276712e-08,11.984028454322972,16.95082552282621,True,True,2
TIMP4,2.5451869453894473,0.7699040328054143,7.884646769823305,1.2306008011088471e-09,4.957126703338008e-08,11.924920676413095,16.819854464752794,True,True,2
BOC,2.00841643377949,3.6583252812923135,7.881118140767085,1.2441820362190438e-09,5.000546945119107e-08,11.90680025484641,16.811133448476987,True,True,2
ASPN,1.963760199831344,6.32636320917066,7.85862190258305,1.334400119165462e-09,5.294830666418106e-08,11.60891548306243,16.753949745312514,True,True,2
LY6D,6.305345758279973,-2.0885492800499814,7.851446394565502,1.3645449288763245e-09,5.387235454822569e-08,11.690834055606434,16.736648393241328,True,True,2
SCG5,2.442121542941091,0.9137042083449523,7.799846687237891,1.6025752555020617e-09,6.12490454135997e-08,11.686597871775632,16.60831757272711,True,True,2
TDO2,3.070790084352539,2.6470523390027396,7.798818662077006,1.6077214787135117e-09,6.12490454135997e-08,11.71822394663489,16.60831757272711,True,True,2
CLMP,2.1775624497275277,3.963907229668772,7.790505509000583,1.6499544983486088e-09,6.198618531164405e-08,11.60631180667525,16.596354294282968,True,True,2
SERPINA3,2.4405874596119217,6.3338660627528105,7.713362944503046,2.0994596390407238e-09,7.645889236465655e-08,11.169020477998341,16.386512595251077,True,True,2
PLA2G2A,4.12303478651712,3.209013065089747,7.668000502260926,2.4196381239636543e-09,8.550186598441863e-08,11.311947196079362,16.27472763686268,True,True,2
CTSE,2.0697531447952686,6.694228095269502,7.643773202160508,2.6103979164250224e-09,8.994662514253542e-08,10.927398261581658,16.22404939651404,True,True,2
GLB1L3,3.8317375372972315,-0.9121270857265557,7.615846680005614,2.8492068277542134e-09,9.666177916592004e-08,11.044971655897323,16.15204776426477,True,True,2
CHI3L1,2.306727015705053,5.906766922762751,7.5755335261687415,3.233386085765746e-09,1.0685143463053655e-07,10.760334932239207,16.05182642868705,True,True,2
ADAM23,2.413800826103174,1.5013236351046857,7.567836293557891,3.312482174161803e-09,1.0826235237713804e-07,11.019445513980472,16.038708366854312,True,True,2
SFRP2,3.460766307366156,6.6185449727567445,7.556547956419424,3.432025585383612e-09,1.1068381605920523e-07,10.698057684622201,16.016588204313365,True,True,2
TNS4,3.5014042620264725,2.5670149927373096,7.555097216269436,3.4477013597523238e-09,1.1068381605920523e-07,10.979789126923752,16.016588204313365,True,True,2
TWIST1,2.583436548126426,-0.14922778905530307,7.4507484158517405,4.7873254817294055e-09,1.4720258370333372e-07,10.572663391583617,15.731456078473245,True,True,2
CACNA1G,2.526184999665658,0.1912306168515813,7.438235283899219,4.979845291395968e-09,1.5242768306168275e-07,10.559793101067005,15.696575562803384,True,True,2
MCHR1,3.329410867437457,-1.490783382546325,7.424286562317737,5.203672264614548e-09,1.5846336444035258e-07,10.442403954306196,15.657742409523438,True,True,2
TMEM229A,2.623972010400338,-2.350240177625743,7.322183197155109,7.182719016244593e-09,2.0475338793112583e-07,10.065490472091575,15.401459567677962,True,True,2
CILP2,4.090920976549937,0.57292975028592,7.2965557705765285,7.788971213206642e-09,2.1717842390573833e-07,10.152954522121643,15.342546591271482,True,True,2
MMP11,4.059138737266752,2.5116959040485196,7.259512946813721,8.757622549499386e-09,2.3969290551505607e-07,10.079069145686326,15.243907293294704,True,True,2
CYP1B1,2.3788069989903713,6.338685306410038,7.243055767568255,9.226080897029444e-09,2.511119393285724e-07,9.6895481145411,15.197367023810608,True,True,2
SERPINE2,2.1398113786551756,4.452699684909437,7.242883172683849,9.231125368424965e-09,2.511119393285724e-07,9.851250015702945,15.197367023810608,True,True,2
TMEM200C,2.258042052601679,-1.5086282907800839,7.18107268966919,1.1228784798093443e-08,2.933787184802013e-07,9.706986396198076,15.041801508018901,True,True,2
FDCSP,5.195336618349319,-1.0064595139876311,7.169585760592101,1.1645478199009398e-08,3.024942626802368e-07,9.74069893953825,15.011203526001703,True,True,2
PTPRZ1,2.546570212398013,2.9419260111147603,7.158293725021657,1.2070283713288012e-08,3.1171376680698203e-07,9.730813832672519,14.981180484298969,True,True,2
GPR87,4.627224958551349,0.6405867746965006,7.147161536598376,1.2504354817988296e-08,3.2152768260374804e-07,9.710479594830108,14.950182192453752,True,True,2
CCL13,2.2169402150909767,3.9921527113544335,7.135547627538889,1.2973979009456526e-08,3.3074379346250244e-07,9.565887176326093,14.921921799168976,True,True,2
C1QL2,3.1459141770392343,-3.4839220958799757,7.12405225699468,1.3456303764355187e-08,3.4054410389089084e-07,9.45196015242597,14.892721192899227,True,True,2
ACTG2,2.4099434205483794,6.507511870529175,7.123663827300919,1.3472913272455529e-08,3.4054410389089084e-07,9.30447532013878,14.892721192899227,True,True,2
FLNC,2.3266738517997316,5.568196502656696,7.099876445090987,1.4530429549562447e-08,3.6426693130677734e-07,9.29150555453896,14.825378910297223,True,True,2
LCN2,3.278315009945653,5.44790469824611,7.076013912537618,1.5675315062228302e-08,3.895905254672201e-07,9.27508876802085,14.758169584089698,True,True,2
F2RL2,2.3932152585978663,1.437385387709527,7.0676024377642355,1.6100183480721797e-08,3.995935663608908e-07,9.49856810172726,14.732817890499593,True,True,2
PLA2G7,2.180520044904885,3.97226009554627,7.065754377599411,1.6195072782274774e-08,4.008336668511697e-07,9.347796724660732,14.72971929157382,True,True,2
NETO1,3.6567409464134824,-2.4606829960268843,7.063975480728355,1.6286942653193474e-08,4.019923812534406e-07,9.329453177583755,14.726832700612853,True,True,2
LEP,2.952660039944528,-4.324930238028201,7.055223569439448,1.6746627012487904e-08,4.1163024660860416e-07,9.239201895495533,14.703140350242794,True,True,2
ACAN,2.967341666398658,1.3507856422995366,7.01038208904097,1.9315036277993374e-08,4.5895715363620737e-07,9.322510862794065,14.594308978440791,True,True,2
NPTX2,2.6142912921656363,0.8135120392123563,7.003510746714874,1.9742238662181955e-08,4.6786221637003587e-07,9.29144239304523,14.575091993841475,True,True,2
MC4R,4.2004585240728165,-3.0287643453041566,6.993198299933624,2.0401294102439135e-08,4.802916797599292e-07,9.094881746858992,14.548872251432279,True,True,2
PROM2,2.239088941387438,4.317370362239003,6.989771574784658,2.062515754555138e-08,4.849221823456711e-07,9.073565858646418,14.539277407654021,True,True,2
SERPINB13,5.5178060450684985,-1.4141194285364052,6.966897341360114,2.2184179001697457e-08,5.161364723406664e-07,9.125135847718388,14.476894625153495,True,True,2
DOK5,2.2153457428853547,0.5471826305692203,6.955893716251084,2.2975861926592527e-08,5.304065408538728e-07,9.140069557241112,14.449622066224189,True,True,2
SAA2-SAA4,3.709839604999985,-3.395062690390509,6.924489821752625,2.5395175682123573e-08,5.754948480476162e-07,8.871428380112567,14.36803556095727,True,True,2
HTR3A,3.289129328839139,-3.0882712995320496,6.922873198421301,2.5526436281179694e-08,5.763426197689362e-07,8.87488727512417,14.36656352710164,True,True,2
KRT6A,7.751469216950927,0.5758392511334149,6.904914731954307,2.7031283274703442e-08,6.022137953022259e-07,8.988830540019114,14.322653312987427,True,True,2
PCSK1,2.7769223949916673,0.35634390479823685,6.8638637549907715,3.0815044902628394e-08,6.720166281427518e-07,8.850416595764887,14.21298275246935,True,True,2
CPXM1,3.3564461538108166,2.6394137143486147,6.84135745815125,3.3111156178268005e-08,7.144722877886246e-07,8.773201900800045,14.151721625788952,True,True,2
ADM2,2.2351737543537116,1.1106245307714795,6.8353397693793445,3.375372832935653e-08,7.248318676743289e-07,8.786751882031638,14.137326115642342,True,True,2
FUT2,2.4680849876964697,2.3342376768459623,6.804466570185495,3.725299395197198e-08,7.839382984350708e-07,8.664601167838704,14.058935520668763,True,True,2
AKR1B10,3.7958894218281007,-2.435487757486594,6.790151904678908,3.899705745155973e-08,8.129701988587423e-07,8.530794531190814,14.022571383840745,True,True,2
DPEP1,3.896940806680864,0.79424033592525,6.7866023175069525,3.944208656665747e-08,8.212882552882176e-07,8.62551477345846,14.012391686450792,True,True,2
KCNS2,2.9010317017779963,-0.9854910789427651,6.734549447335829,4.658652462939518e-08,9.511859633999509e-07,8.422480894045979,13.865556248407115,True,True,2
HTR2A,2.2550315516703168,0.5487008771606853,6.730755614533917,4.7155489050172794e-08,9.604633543103073e-07,8.45757186379676,13.855850008187854,True,True,2
KRT15,3.3597506742619108,4.398235388841187,6.70038129879525,5.19699060665015e-08,1.0443727181945036e-06,8.196293830382686,13.772094122451799,True,True,2
GREM1,5.779682384114494,2.8363043589358092,6.6896959040862445,5.3778551745581224e-08,1.0758724841927094e-06,8.329246861481566,13.742378612362025,True,True,2
CHRDL2,2.9465027553573195,1.4847649477450953,6.6687000455488485,5.7518701145663417e-08,1.1366790940690629e-06,8.274586804090314,13.687399622198136,True,True,2
FNDC1,2.639235360668168,3.4994898700843904,6.656281774526976,5.985273739327208e-08,1.1754078316527754e-06,8.117678492386084,13.653895379821899,True,True,2
CXCL13,5.089082162413435,2.585176028057938,6.629996967815131,6.511165595419488e-08,1.2466925971058022e-06,8.14309114127053,13.595016435604768,True,True,2
OGDHL,2.3017993175136255,-1.9006538496302214,6.612251034169669,6.892224652225477e-08,1.3042603278787235e-06,8.010596679963863,13.549874476441008,True,True,2
CST1,4.891060230204108,-3.44821822814416,6.610164420107161,6.938477620545622e-08,1.3116221730787778e-06,7.96341720309524,13.544245886752254,True,True,2
GJB6,3.2258852150326187,-3.183974014032913,6.6095207775609754,6.952807744269653e-08,1.3129402560475339e-06,7.957959211305852,13.543241465546691,True,True,2
CP,2.436796921322115,6.170019588320617,6.584996574602788,7.52153806192591e-08,1.3952374918406221e-06,7.611598787839985,13.482445912133947,True,True,2
FCRL5,2.932188042398001,3.4236004137707496,6.560131456049978,8.145897833389847e-08,1.4893806028364942e-06,7.828832010718493,13.417150227229566,True,True,2
FAM83B,2.7580712060083767,-1.0749488987715865,6.557447981621851,8.21631679696874e-08,1.4991837754796232e-06,7.8882746271487285,13.410589747639527,True,True,2
FAM83A,4.100488393771785,0.6175104858329841,6.521443765330158,9.2224191846162e-08,1.6440966068878729e-06,7.816731051228661,13.31831949974299,True,True,2
PI15,3.656756627731631,3.3874808296143457,6.511005493182146,9.536597008490573e-08,1.6899759048313234e-06,7.696329873341559,13.29079628662719,True,True,2
MUC5B,4.091493183289405,5.712889053903896,6.485682697412643,1.0344152516699316e-07,1.8044125284506287e-06,7.420219088203945,13.225275488158383,True,True,2
DERL3,2.308867643872472,4.833960719252836,6.479484234175543,1.0552065395415037e-07,1.8352983136567383e-06,7.39978355375654,13.208303520920342,True,True,2
MLIP,2.5906052783194333,-2.399176114290579,6.46844145002804,1.0932914631409163e-07,1.8886530648353968e-06,7.565634699068197,13.179646647066761,True,True,2
CYP24A1,5.101428424374081,1.1517417723484638,6.450921374058221,1.1565658567531477e-07,1.9826049677002805e-06,7.606683912901375,13.131098937701465,True,True,2
MMP1,7.7537082587402475,2.746676536143194,6.4449777577201495,1.1788557448956502e-07,2.015007736366176e-06,7.589542899918964,13.114887523185319,True,True,2
MYEOV,2.340663360755441,-0.9857205637312452,6.444579633159139,1.1803641102971873e-07,2.015655267775436e-06,7.547715584453209,13.114566220504262,True,True,2
BHLHA15,3.279840431843394,-0.002107010227612359,6.431389034596522,1.231449005323764e-07,2.0809855587123644e-06,7.533766361209159,13.082668950167262,True,True,2
CDH2,2.5025193396176633,2.1612523665694257,6.428956222735981,1.2411103270708164e-07,2.0928859479655573e-06,7.504564342895783,13.076966608118196,True,True,2
TCN1,4.023030446943134,-1.1268925687569846,6.415946145653139,1.2940820658440662e-07,2.1642825178057504e-06,7.473126357639732,13.043421651986735,True,True,2
MMP9,2.3953523172726663,3.79656877257986,6.392035504727377,1.397421558740183e-07,2.311120270224149e-06,7.246984252556025,12.977778185523318,True,True,2
ADAMTS16,3.7466098507324888,1.305734972429132,6.388323401158696,1.4141910552185786e-07,2.3323696285005116e-06,7.4154598103534335,12.968625799248741,True,True,2
CCN4,2.4302740691620275,3.862984976043041,6.384541772046112,1.4314821715290496e-07,2.350605934002264e-06,7.217173265512253,12.96083741878804,True,True,2
ADAM12,2.6665076233144704,2.522665552233751,6.374254487126468,1.4796001685944657e-07,2.4201159494563005e-06,7.31257154493893,12.931695105944998,True,True,2
