GSE63577_BJ_transcripts,GSE63577_IMR90_transcripts,voic_epithelia_sen_transcripts,GSE63577_HFF_transcripts,GSE105951_PD78_transcripts,GSE130727_IMR90_transcripts,GSE130727_WI38_transcripts,GSE64553_MRC5_transcripts,GSE109700_early_sen_transcripts,GSE109700_deep_sen_transcripts,GSE64553_HFF_transcripts,GSE63577_MRC5_transcripts,GSE63577_WI38_transcripts
ENST00000480120 - CUTA,,ENST00000522684 - PTK2,ENST00000588344 - CIRBP,ENST00000474178 - RAB3GAP2,ENST00000505971 - TRIO,ENST00000620674 - TAP2,ENST00000628462 - CLPTM1L,ENST00000582341 - ATP5PD,ENST00000538004 - NEK7,ENST00000458141 - SULF1,ENST00000379706 - TSLP,ENST00000429186 - RELN
ENST00000435275 - RPS24,,ENST00000250055 - SOX15,ENST00000624710 - nan,ENST00000538117 - ANAPC15,ENST00000264563 - IL11,ENST00000525931 - INTS4,ENST00000409261 - NCKAP5,ENST00000503759 - LOX,ENST00000362012 - PTGS1,ENST00000360304 - MYLK,ENST00000424001 - IRAG1,ENST00000318627 - FIBIN
ENST00000461070 - EIF2S2P4,,ENST00000619854 - CNOT3,ENST00000495041 - CEMIP,ENST00000601303 - TRIP10,ENST00000534511 - DKK3,ENST00000451122 - CAV1,ENST00000369049 - ECM1,ENST00000523950 - VEGFA,ENST00000374399 - NIPAL3,ENST00000531512 - SULF1,ENST00000613079 - missing,ENST00000561491 - MT2A
ENST00000631824 - TRBV12-4,,ENST00000356836 - B4GALT2,ENST00000469250 - TNXB,ENST00000493804 - MCFD2,ENST00000480356 - F3,ENST00000412881 - HGF,ENST00000509016 - ANXA5,ENST00000261180 - TRHDE,ENST00000395980 - missing,ENST00000389131 - LOXL2,ENST00000437992 - RPL9,ENST00000322348 - GCNT4
ENST00000548071 - LUM,,ENST00000263339 - IL1A,ENST00000450251 - USP53,ENST00000478655 - RPS24,ENST00000593625 - FOXL1,ENST00000531752 - ADAMTS8,ENST00000580353 - MYL12A,ENST00000533206 - PAFAH1B2,ENST00000584049 - BDNF,ENST00000260950 - MSTN,ENST00000549922 - TRHDE,ENST00000279452 - CD44
ENST00000251646 - KRT33B,,ENST00000572903 - KRTAP2-4,ENST00000478966 - SERPINE2,ENST00000465234 - HGF,ENST00000265104 - DNAH5,ENST00000487178 - TRIP12,ENST00000407925 - LTBP1,ENST00000457104 - VEGFA,ENST00000519678 - ASPH,ENST00000600817 - PSG5,ENST00000597529 - EMP3,ENST00000264866 - TBC1D19
ENST00000570596 - KRT33B,,ENST00000281589 - PABPC3,ENST00000471409 - USP9Y,ENST00000492870 - NBEAL1,ENST00000395986 - BDNF,ENST00000352041 - PLAT,ENST00000219454 - WFDC1,ENST00000318803 - ST6GALNAC5,ENST00000260702 - LOXL4,ENST00000370184 - PLPPR4,ENST00000446150 - BRD2,ENST00000220809 - PLAT
ENST00000300177 - GREM1,,ENST00000521591 - TNIP1,ENST00000344911 - NTN4,ENST00000470286 - DYNC1I2,ENST00000533131 - BDNF,ENST00000409057 - PBRM1,ENST00000503771 - TMEM158,ENST00000409006 - KDELR3,ENST00000513960 - VCAN,ENST00000477544 - SARS1,ENST00000436979 - BRD2,ENST00000374332 - MAN1C1
ENST00000455000 - TRIM26,,ENST00000447280 - SERPINE2,ENST00000369208 - SIM1,ENST00000510774 - ATP2C1,ENST00000504532 - CAST,ENST00000628111 - ABR,ENST00000481570 - COL1A2,ENST00000295228 - INHBB,ENST00000377499 - LMO7,ENST00000296734 - GPX8,ENST00000559132 - MAN2A2,ENST00000513336 - HEXB
ENST00000615825 - MME,,ENST00000618133 - TRAPPC12,ENST00000636571 - CTSD,ENST00000528110 - TMX2,ENST00000625797 - SURF4,ENST00000571120 - ABR,ENST00000424001 - IRAG1,ENST00000586480 - ICAM5,ENST00000305409 - SCG2,ENST00000621863 - AP2M1,ENST00000475726 - MYH9,ENST00000504442 - TBC1D19
ENST00000533265 - LAYN,,ENST00000444643 - DNAJB12,ENST00000483362 - ADAM33,ENST00000468351 - PHTF2,ENST00000371991 - SURF4,ENST00000630549 - ABR,ENST00000485591 - COL6A2,ENST00000429710 - PLAT,ENST00000638046 - ATP6AP2,ENST00000439918 - P4HB,ENST00000583147 - TWSG1,ENST00000369049 - ECM1
ENST00000284136 - SEMA3D,,ENST00000256496 - ARL8B,ENST00000013222 - INMT,ENST00000483230 - LNPK,ENST00000525925 - ZDHHC24,ENST00000586382 - EZH1,ENST00000404377 - TNFSF18,ENST00000223095 - SERPINE1,ENST00000614356 - LINC00842,ENST00000608763 - GAS6,ENST00000620839 - NOMO1,ENST00000303354 - SCN9A
ENST00000299502 - SERPINB2,,ENST00000331817 - KRT7,ENST00000287020 - GDF6,ENST00000588855 - CLPTM1,ENST00000530161 - INSC,ENST00000471562 - FILIP1L,ENST00000588830 - RPL27,ENST00000328252 - PAPPA,ENST00000475181 - CCDC80,ENST00000369049 - ECM1,ENST00000593513 - AXL,ENST00000620920 - RCAN1
ENST00000440107 - ARMC9,,ENST00000410084 - CAB39,ENST00000412253 - CYP26B1,ENST00000506731 - SEPTIN11,ENST00000453018 - HGF,ENST00000475715 - NRDC,ENST00000432185 - CCDC68,ENST00000483557 - KCTD20,ENST00000514738 - CDH6,ENST00000595949 - PSG4,ENST00000239151 - HOXB5,ENST00000509016 - ANXA5
ENST00000400644 - TRIM39,,ENST00000531526 - LARGE2,ENST00000549224 - HLA-A,ENST00000518306 - ASPH,ENST00000373710 - SERINC2,ENST00000464451 - SEC61A1,ENST00000392979 - ANO4,ENST00000362012 - PTGS1,ENST00000352040 - ADAMTS12,ENST00000509769 - USP53,ENST00000318627 - FIBIN,ENST00000458032 - MICB
ENST00000530866 - LTBP3,,ENST00000620010 - CLPTM1L,ENST00000605961 - LMO7,ENST00000634432 - QARS1,ENST00000444954 - CRELD2,ENST00000461736 - ABHD16A,ENST00000376228 - HLA-C,ENST00000397591 - THBS1,ENST00000263341 - IL1B,ENST00000409215 - GLS,ENST00000219454 - WFDC1,ENST00000586142 - SLC14A1
ENST00000460393 - MME,,ENST00000340398 - H3-5,ENST00000424001 - IRAG1,ENST00000566249 - KARS1,ENST00000558863 - ZEB1,ENST00000488182 - ABHD16A,ENST00000597961 - nan,ENST00000567934 - CDH11,ENST00000394439 - PDE5A,ENST00000456849 - PAPSS2,ENST00000409261 - NCKAP5,ENST00000300177 - GREM1
ENST00000513369 - GAPDHP35,,ENST00000529106 - WDR74,ENST00000521723 - PDGFRB,ENST00000464654 - TM9SF3,ENST00000409213 - NCKAP5,ENST00000544258 - C12orf4,ENST00000345517 - ACTG2,ENST00000539448 - MAP3K20,ENST00000443817 - CPED1,ENST00000473638 - RPL3,ENST00000571252 - PCDHGA4,ENST00000450342 - HLA-A
ENST00000515606 - CPZ,,ENST00000238721 - TP53I3,ENST00000533392 - PARVA,ENST00000484088 - ITGB1,ENST00000392979 - ANO4,ENST00000472254 - UROD,ENST00000446342 - PLAU,ENST00000266581 - AMIGO2,ENST00000479499 - LAMC1,ENST00000525061 - SULF1,ENST00000379845 - SFRP1,ENST00000432899 - CALM2
ENST00000370207 - F3,,ENST00000622789 - ARFRP1,ENST00000359370 - FGF1,ENST00000578816 - TMX3,ENST00000441240 - LPAR1,ENST00000498873 - SEPTIN7P14,ENST00000463579 - SBDS,ENST00000560523 - UACA,ENST00000491536 - PLOD1,ENST00000398955 - MGARP,ENST00000589322 - SLC14A1,ENST00000512419 - UCHL1
ENST00000419716 - SULF1,,ENST00000611094 - CDC42EP5,ENST00000534464 - ADM,ENST00000550595 - HSP90B1,ENST00000415947 - PARD3B,ENST00000568433 - SYT17,ENST00000319211 - F2R,ENST00000502270 - NUDT6,ENST00000554744 - SEL1L,ENST00000457765 - PLPPR4,ENST00000568459 - PKM,ENST00000311330 - CD248
ENST00000510710 - COL1A1,,ENST00000368735 - TRAF3IP2,ENST00000305242 - ODAD2,ENST00000453115 - EIF4HP1,ENST00000624425 - nan,ENST00000518235 - MRNIP,ENST00000373417 - ANGPTL2,ENST00000382543 - AFAP1,ENST00000409807 - FHL2,ENST00000223423 - PTGS1,ENST00000551148 - ANO4,ENST00000377966 - RECK
ENST00000483362 - ADAM33,,ENST00000395956 - YWHAZ,ENST00000460679 - JAM2,ENST00000527590 - THY1,ENST00000427594 - NCKAP5,ENST00000571299 - SLC12A4,ENST00000320658 - CHRM2,ENST00000309539 - OLR1,ENST00000524261 - PLAT,ENST00000345356 - COL12A1,ENST00000448083 - FOSL1,ENST00000371039 - SGIP1
ENST00000482635 - ATP1B3,,ENST00000372562 - PPCS,ENST00000615798 - missing,ENST00000483966 - HNRNPU,ENST00000379449 - ASPH,ENST00000480120 - CUTA,ENST00000374415 - ADAM23,ENST00000260356 - THBS1,ENST00000389980 - SPTBN1,ENST00000356249 - CEMIP,ENST00000539241 - CCND1,ENST00000332408 - SHC4
ENST00000616868 - SULF1,,ENST00000368407 - EFNA1,ENST00000531512 - SULF1,ENST00000531873 - CD44,ENST00000618733 - SIAE,ENST00000470067 - CUL4A,ENST00000585301 - SMURF2,ENST00000343727 - NOX4,ENST00000420633 - PDE5A,ENST00000468720 - SPOCD1,ENST00000421349 - HLA-B,ENST00000310396 - CPED1
ENST00000478966 - SERPINE2,,ENST00000398235 - CHTF8,ENST00000615825 - MME,ENST00000471275 - KIDINS220,ENST00000467242 - LBH,ENST00000467821 - SVEP1,ENST00000477544 - SARS1,ENST00000487581 - OSR1,ENST00000624354 - VCL,ENST00000541097 - LDHA,ENST00000542878 - MFGE8,ENST00000312584 - TNFRSF10D
ENST00000618395 - COL5A1,,ENST00000361988 - PORCN,ENST00000259806 - missing,ENST00000598296 - NOSIP,ENST00000503013 - ARSJ,ENST00000465848 - DEGS1,ENST00000613079 - missing,ENST00000477536 - HEG1,ENST00000397591 - THBS1,ENST00000389623 - SSC5D,ENST00000392979 - ANO4,ENST00000622144 - PAMR1
ENST00000592528 - PLIN3,,ENST00000333432 - POLR2J2,ENST00000373417 - ANGPTL2,ENST00000534554 - SYTL2,ENST00000432248 - DAGLB,ENST00000466512 - IL12A,ENST00000551983 - HSP90B1,ENST00000377993 - CMAHP,ENST00000344768 - FRMD6,ENST00000501199 - PSG10P,ENST00000422452 - TENM1,ENST00000493348 - TM4SF1
ENST00000541097 - LDHA,,ENST00000260843 - GPR87,ENST00000513369 - GAPDHP35,ENST00000526686 - HSPA8,ENST00000490466 - EVA1B,ENST00000265071 - CDH6,ENST00000249749 - DLL4,ENST00000328306 - SLC9A7,ENST00000477717 - ST6GALNAC5,ENST00000477278 - MXRA8,ENST00000225648 - HOXB6,ENST00000219454 - WFDC1
ENST00000522677 - MYBL1,,ENST00000586027 - GIPC1,ENST00000617732 - ADAM33,ENST00000464120 - LGALS1,ENST00000510793 - MIB2,ENST00000440766 - EIF6,ENST00000593513 - AXL,ENST00000486632 - SLC2A5,ENST00000504830 - ADAMTS12,ENST00000521946 - SULF1,ENST00000481570 - COL1A2,ENST00000409261 - NCKAP5
ENST00000383601 - TRIM39,,ENST00000301455 - ANGPTL4,ENST00000520916 - RBPMS,ENST00000505010 - TPM3,,ENST00000554471 - HECTD1,ENST00000352818 - CD44,ENST00000265344 - KCTD20,ENST00000503810 - ITGA2,ENST00000490769 - PSG4,ENST00000541434 - CADM1,ENST00000618296 - BTBD3
ENST00000512419 - UCHL1,,ENST00000620311 - MBOAT7,ENST00000231004 - LOX,ENST00000507947 - G3BP2,,ENST00000443232 - WDCP,ENST00000615798 - missing,ENST00000478217 - F3,ENST00000565768 - MT1L,ENST00000512964 - CHIC2,ENST00000509016 - ANXA5,ENST00000366554 - OPN3
ENST00000480426 - GAS6,,ENST00000339276 - SFN,ENST00000409672 - SCN9A,ENST00000493278 - CALU,,ENST00000583538 - RAB34,ENST00000339431 - LRRC17,ENST00000345517 - ACTG2,ENST00000509967 - TRIO,ENST00000508067 - LOX,ENST00000397747 - PDCD1LG2,ENST00000430940 - HLA-C
ENST00000480356 - F3,,ENST00000534000 - TPD52L1,ENST00000622144 - PAMR1,ENST00000483697 - PRKCI,,ENST00000529898 - CTR9,ENST00000428730 - RHBDF1,ENST00000423218 - ITGA11,ENST00000523515 - BNIP3L,ENST00000477269 - F10,ENST00000527577 - CD59,ENST00000511789 - TBC1D19
ENST00000605961 - LMO7,,ENST00000283249 - ITGB6,ENST00000631648 - DNAH10,ENST00000467114 - PRPF40A,,ENST00000462053 - TBXAS1,ENST00000376887 - missing,ENST00000507359 - KCTD16,ENST00000507018 - TGFBI,ENST00000267377 - SSTR1,ENST00000371039 - SGIP1,ENST00000244295 - PSG4
ENST00000617732 - ADAM33,,ENST00000626890 - MCCC2,ENST00000540041 - DNAH10,ENST00000467125 - nan,,ENST00000552726 - TBX5,ENST00000620839 - NOMO1,ENST00000468720 - SPOCD1,ENST00000486004 - DCBLD2,ENST00000624710 - nan,ENST00000560808 - NEO1,ENST00000489843 - ARF4
ENST00000316418 - AHRR,,ENST00000329319 - YBEY,ENST00000530439 - ADM,ENST00000473287 - TMCO3,,ENST00000496089 - AKT2,ENST00000575847 - ANO4,ENST00000523007 - LRP12,ENST00000351898 - SLC4A4,ENST00000409613 - EFHD1,ENST00000425542 - LGALS1,ENST00000360304 - MYLK
ENST00000375615 - LAYN,,ENST00000226299 - LAP3,ENST00000367963 - MOXD1,ENST00000533131 - BDNF,,ENST00000590953 - RANBP3,ENST00000598182 - EEF2,ENST00000608478 - FGF2,ENST00000480704 - PLOD2,ENST00000614415 - missing,ENST00000273067 - MARCHF4,ENST00000457485 - CLIC1
ENST00000440756 - PSD3,,ENST00000329582 - IL20RB,ENST00000400644 - TRIM39,ENST00000397561 - LDHAP4,,ENST00000533342 - ANKRD42,ENST00000429713 - SYNPO2,ENST00000356005 - FN1,ENST00000331505 - missing,ENST00000311330 - CD248,ENST00000265104 - DNAH5,ENST00000267377 - SSTR1
ENST00000407568 - PSG5,,ENST00000616435 - JKAMP,ENST00000447411 - SLC38A4,ENST00000534511 - DKK3,,ENST00000521311 - BAG4,ENST00000354960 - PDE5A,ENST00000464933 - SLC9A7,ENST00000265074 - NPR3,ENST00000376514 - LENG8,ENST00000548458 - C12orf75,ENST00000334528 - FMN1
ENST00000397591 - THBS1,,ENST00000629095 - CHCHD10,ENST00000508067 - LOX,ENST00000504459 - HEXB,,ENST00000467077 - XRN1,ENST00000397747 - PDCD1LG2,ENST00000621659 - ABCC1,ENST00000521195 - FZD6,ENST00000397747 - PDCD1LG2,ENST00000422642 - SVIL2P,ENST00000631811 - missing
ENST00000439918 - P4HB,,ENST00000400895 - AGTRAP,ENST00000604975 - TPM2,ENST00000546850 - CCT2,,ENST00000473519 - STIM2,ENST00000448083 - FOSL1,ENST00000401506 - LBH,ENST00000339488 - PTCHD4,ENST00000616559 - PTPRQ,ENST00000622144 - PAMR1,ENST00000519479 - PCDHGB4
ENST00000271651 - CTSK,,ENST00000398477 - KRTAP2-2,ENST00000240285 - RDH10,ENST00000559537 - MESD,,ENST00000535240 - KCNJ2,ENST00000525469 - CD44,ENST00000498053 - LRRFIP1,ENST00000539448 - MAP3K20,ENST00000437464 - ZNF469,ENST00000534511 - DKK3,ENST00000419047 - TBX2
ENST00000359370 - FGF1,,ENST00000559397 - TPM1,ENST00000636945 - SCN8A,ENST00000530421 - SGK1,,ENST00000462837 - missing,ENST00000567109 - CDH13,ENST00000369750 - TPBG,ENST00000497187 - WLS,ENST00000588830 - RPL27,ENST00000372764 - PLAU,ENST00000448083 - FOSL1
ENST00000552457 - C12orf75,,ENST00000543873 - STAT6,ENST00000367740 - VAMP4,ENST00000561428 - SECISBP2L,,ENST00000553691 - VIPAS39,ENST00000510710 - COL1A1,ENST00000635036 - TPBG,ENST00000309539 - OLR1,ENST00000614010 - missing,ENST00000240328 - TBX2,ENST00000221980 - ICAM5
ENST00000617924 - THBS2,,ENST00000630256 - IFITM10,ENST00000497849 - VIM,ENST00000533537 - WLS,,ENST00000534221 - DDX10,ENST00000535233 - C1R,ENST00000617924 - THBS2,ENST00000454967 - SAMD13,ENST00000548071 - LUM,ENST00000554311 - BDKRB2,ENST00000438462 - RTN4
ENST00000530439 - ADM,,ENST00000306125 - QARS1,ENST00000311330 - CD248,ENST00000463310 - BZW1,,ENST00000496077 - GABBR1,ENST00000265104 - DNAH5,ENST00000537463 - FBN1,ENST00000512512 - IGFBP7,ENST00000457497 - RPL10P6,ENST00000592528 - PLIN3,ENST00000249887 - ACKR4
ENST00000621863 - AP2M1,,ENST00000556529 - MAP1LC3B2,ENST00000256062 - TMTC1,ENST00000599630 - MYDGF,,ENST00000588779 - ACLY,ENST00000502677 - RASGRF2,ENST00000263339 - IL1A,ENST00000447485 - ATP6AP2,ENST00000312553 - PODN,ENST00000522293 - MGAT4B,ENST00000615384 - PCDHGB4
ENST00000200652 - SLC22A4,,ENST00000533432 - CSRP1,ENST00000470019 - PTK7,ENST00000522010 - VDAC3,,ENST00000589147 - ATP8B1,ENST00000332843 - COLEC10,ENST00000480704 - PLOD2,ENST00000513882 - MYO10,ENST00000356575 - MEGF6,ENST00000290271 - STC1,ENST00000539761 - CCDC92
ENST00000370184 - PLPPR4,,ENST00000571136 - KRTAP2-1,ENST00000375615 - LAYN,ENST00000486085 - RTN4,,ENST00000457161 - ATAT1,ENST00000497338 - BRD2,ENST00000554158 - ACTN1,ENST00000518084 - NRG1,ENST00000443010 - RPSAP11,ENST00000548898 - CD63,ENST00000402934 - LTBP1
ENST00000411937 - DCLK2,,ENST00000377313 - MEN1,ENST00000535419 - PGRMC1,ENST00000453233 - MRPL19,,ENST00000529521 - FDFT1,ENST00000474498 - BRD2,ENST00000512960 - JADE1,ENST00000491811 - WLS,ENST00000273067 - MARCHF4,ENST00000614910 - missing,ENST00000592528 - PLIN3
ENST00000477278 - MXRA8,,ENST00000396865 - SLC38A9,ENST00000533265 - LAYN,ENST00000415749 - EPHA4,,ENST00000518678 - TRAM1,ENST00000353578 - COL6A3,ENST00000546662 - TWF1,ENST00000481823 - PLS3,ENST00000592930 - FHOD3,ENST00000471562 - FILIP1L,ENST00000239151 - HOXB5
ENST00000485002 - MEGF6,,ENST00000319622 - PKM,ENST00000482116 - LMO7,ENST00000533167 - PMS2P3,,ENST00000630629 - CYFIP1,ENST00000415140 - LTBP1,ENST00000618395 - COL5A1,ENST00000440126 - APP,ENST00000287667 - NOMO1,ENST00000569105 - LTO1,ENST00000354960 - PDE5A
ENST00000482481 - ARHGAP29,,ENST00000377807 - RRBP1,ENST00000528655 - ADM,ENST00000521866 - TACC1,,ENST00000478255 - AK5,ENST00000509535 - RACK1,ENST00000504739 - WDR1,ENST00000510432 - C5orf46,ENST00000425542 - LGALS1,ENST00000439918 - P4HB,ENST00000533131 - BDNF
ENST00000296280 - MASP1,,ENST00000352482 - TPD52L2,ENST00000373970 - DKK1,ENST00000634620 - ATP7B,,ENST00000586730 - SHFL,ENST00000265080 - RASGRF2,ENST00000475889 - PKD1,ENST00000608657 - ITGB5,ENST00000603246 - MTCO2P22,ENST00000331581 - CADM1,ENST00000429002 - TXNRD1
ENST00000636945 - SCN8A,,ENST00000423113 - ITGB1,ENST00000443913 - CTSK,ENST00000261180 - TRHDE,,ENST00000521398 - LAMA4,ENST00000560808 - NEO1,ENST00000539518 - OLR1,ENST00000622144 - PAMR1,ENST00000352931 - PTK7,ENST00000519644 - ANXA6,ENST00000529974 - CTSC
ENST00000526714 - CHID1,,ENST00000447282 - PCBP2,ENST00000389623 - SSC5D,ENST00000397814 - BMP1,,ENST00000518289 - CEP170,ENST00000371655 - RAB3B,ENST00000334770 - PLK5,ENST00000362032 - SUCNR1,ENST00000476718 - MXRA8,ENST00000272133 - CNIH3,ENST00000580353 - MYL12A
ENST00000231004 - LOX,,ENST00000530591 - ST3GAL4,ENST00000559966 - CEMIP,ENST00000455768 - YIPF3,,ENST00000511033 - SEC24D,ENST00000354224 - HGF,ENST00000539780 - BCAT1,ENST00000407925 - LTBP1,ENST00000502363 - PKD2,ENST00000597961 - nan,ENST00000306773 - NPTX1
ENST00000528295 - THY1,,ENST00000404802 - MPST,ENST00000273067 - MARCHF4,ENST00000526110 - HSPA8,,ENST00000342645 - HIPK2,ENST00000453018 - HGF,ENST00000574721 - ADCY9,ENST00000503753 - SYT15,ENST00000529974 - CTSC,ENST00000566497 - MFGE8,ENST00000512964 - CHIC2
ENST00000371655 - RAB3B,,ENST00000510385 - TP53,ENST00000376806 - HLA-A,ENST00000610454 - SENP3,,ENST00000522617 - CPQ,ENST00000636571 - CTSD,ENST00000465475 - SLC12A8,ENST00000379904 - ERAP2,ENST00000362012 - PTGS1,ENST00000506451 - SEPTIN7P14,ENST00000530861 - BDNF
ENST00000435165 - SGIP1,,ENST00000334805 - STARD10,ENST00000332966 - SLIT3,ENST00000472714 - LAMB1,,ENST00000532669 - CHEK1,ENST00000490868 - PPP2R1A,ENST00000374399 - NIPAL3,ENST00000549628 - IGFBP6,ENST00000397591 - THBS1,ENST00000249749 - DLL4,ENST00000004982 - HSPB6
ENST00000458141 - SULF1,,ENST00000263341 - IL1B,ENST00000535233 - C1R,ENST00000475458 - CLTC,,ENST00000577580 - BLTP2,ENST00000372764 - PLAU,ENST00000547081 - TMEM263,ENST00000520052 - ANGPT1,ENST00000510208 - PAM,ENST00000523927 - ASPH,ENST00000265340 - PITX1
ENST00000377499 - LMO7,,ENST00000398793 - TOP3B,ENST00000470540 - C1orf198,ENST00000585301 - SMURF2,,ENST00000513354 - CYP4V2,ENST00000424248 - DENND3,ENST00000538004 - NEK7,ENST00000394685 - CEMIP,ENST00000502733 - GPX8,ENST00000529974 - CTSC,ENST00000554311 - BDKRB2
ENST00000367963 - MOXD1,,ENST00000279441 - MMP10,ENST00000397591 - THBS1,ENST00000461070 - EIF2S2P4,,ENST00000505281 - FAM13B,ENST00000569887 - MVP,ENST00000555017 - SEC23A,ENST00000521928 - RDH10,ENST00000370055 - L1CAM,ENST00000494507 - DPP4,ENST00000371655 - RAB3B
ENST00000450251 - USP53,,ENST00000359930 - SULF2,ENST00000303143 - COL8A2,ENST00000497492 - ENO1,,ENST00000513112 - YIPF5,ENST00000423064 - HGF,ENST00000565774 - TM6SF1,ENST00000328306 - SLC9A7,ENST00000637164 - nan,ENST00000409567 - DCTN1,ENST00000482116 - LMO7
ENST00000310594 - WNT5B,,ENST00000176643 - ALDH3A2,ENST00000510710 - COL1A1,ENST00000588032 - TPM4,,ENST00000461384 - GBP3,ENST00000468153 - CD81,ENST00000638097 - CMKLR2,ENST00000557522 - FRMD6,ENST00000485002 - MEGF6,ENST00000473258 - COL6A3,ENST00000273067 - MARCHF4
ENST00000369049 - ECM1,,ENST00000401959 - SNU13,ENST00000460393 - MME,ENST00000478034 - P4HB,,ENST00000511789 - TBC1D19,ENST00000508871 - NEDD4,ENST00000621141 - CMKLR2,ENST00000514554 - TGFBI,ENST00000544301 - VIM,ENST00000395209 - DRP2,ENST00000380036 - TEK
ENST00000260356 - THBS1,,ENST00000296955 - DCBLD1,ENST00000296734 - GPX8,ENST00000388853 - FLNC,,ENST00000523927 - ASPH,ENST00000432899 - CALM2,ENST00000519678 - ASPH,ENST00000367921 - DDR2,ENST00000621621 - RPS9,ENST00000432899 - CALM2,ENST00000500085 - FAT1
ENST00000389131 - LOXL2,,ENST00000604404 - FXYD3,ENST00000360304 - MYLK,ENST00000530850 - EFEMP2,,ENST00000522919 - ASPH,ENST00000462163 - RPN2,ENST00000220809 - PLAT,ENST00000469554 - CCDC80,ENST00000525144 - KIRREL3,ENST00000310594 - WNT5B,ENST00000566497 - MFGE8
ENST00000526640 - FTH1,,ENST00000555044 - ZNF410,ENST00000476718 - MXRA8,ENST00000604975 - TPM2,,ENST00000503230 - SLC9B2,ENST00000342754 - NEXN,ENST00000436783 - ATP6AP2,ENST00000517331 - NDRG1,ENST00000296280 - MASP1,ENST00000456012 - HLA-A,ENST00000522293 - MGAT4B
ENST00000434103 - MMP3,,ENST00000618570 - UBE2NL,ENST00000528295 - THY1,ENST00000526943 - CKAP5,,ENST00000453018 - HGF,ENST00000421349 - HLA-B,ENST00000475181 - CCDC80,ENST00000266581 - AMIGO2,ENST00000533265 - LAYN,ENST00000449611 - CD99,ENST00000525528 - BDNF
ENST00000614010 - missing,,ENST00000508632 - OCIAD2,ENST00000398399 - VGLL3,ENST00000431454 - BIRC6,,ENST00000222462 - WNT16,ENST00000569871 - NOB1,ENST00000451655 - BACH1,ENST00000632478 - GREM1,ENST00000448940 - CDC42BPA,ENST00000295927 - PTX3,ENST00000257359 - ADAMTS8
ENST00000353578 - COL6A3,,ENST00000476133 - S100A13,ENST00000470033 - RXFP1,ENST00000425660 - ACTB,,ENST00000427902 - ZEB2,ENST00000240328 - TBX2,ENST00000274341 - HAPLN1,ENST00000560830 - GREM1,ENST00000554971 - missing,ENST00000342112 - TBC1D2,ENST00000614910 - missing
ENST00000554167 - FRMD6,,ENST00000317012 - ZBED2,ENST00000530866 - LTBP3,ENST00000624354 - VCL,,ENST00000361301 - WNT16,ENST00000310396 - CPED1,ENST00000554744 - SEL1L,ENST00000369750 - TPBG,ENST00000527163 - BSDC1,ENST00000374415 - ADAM23,ENST00000240328 - TBX2
ENST00000315782 - CPZ,,ENST00000581373 - RPL17,ENST00000525063 - ADM,ENST00000561491 - MT2A,,ENST00000377883 - USP30,ENST00000515017 - ANXA5,ENST00000487661 - HEG1,ENST00000635036 - TPBG,ENST00000568459 - PKM,ENST00000354227 - DMPK,ENST00000617887 - TMEM200A
ENST00000416726 - HLA-B,,ENST00000265854 - MAD1L1,ENST00000354227 - DMPK,ENST00000587351 - FAM32A,,ENST00000474564 - COL12A1,ENST00000472056 - COL6A3,ENST00000479499 - LAMC1,ENST00000488053 - TNFSF4,ENST00000476387 - COL1A1,ENST00000538399 - EHD2,ENST00000258499 - USP44
ENST00000546642 - LUM,,ENST00000622100 - RASSF7,ENST00000521406 - C8orf34,ENST00000549234 - ANO4,,ENST00000586575 - YIPF2,ENST00000513336 - HEXB,ENST00000373484 - SYNC,ENST00000413303 - LTBP1,ENST00000241305 - CPXM2,ENST00000352818 - CD44,ENST00000617139 - NID2
ENST00000484734 - THBS1,,ENST00000450533 - TTC3,ENST00000409261 - NCKAP5,ENST00000492544 - KIAA0319L,,ENST00000498302 - PCNX2,ENST00000497865 - RND3,ENST00000369512 - NGF,ENST00000467255 - NTM,ENST00000498999 - MTND4P12,ENST00000423302 - IRAG1,ENST00000263398 - CD44
ENST00000299855 - MMP3,,ENST00000301246 - C19orf33,ENST00000335486 - ADGRD1,ENST00000559831 - TPM1,,ENST00000468999 - LAMB1,ENST00000544301 - VIM,ENST00000477845 - FBLN2,ENST00000567934 - CDH11,ENST00000448611 - LMNA,ENST00000547300 - TRHDE,ENST00000362012 - PTGS1
ENST00000452300 - GABBR1,,ENST00000266095 - PISD,ENST00000259526 - CCN3,ENST00000523927 - ASPH,,ENST00000460138 - TXNDC5,ENST00000558985 - ANXA2,ENST00000476434 - AP2M1,ENST00000512044 - DLC1,ENST00000497720 - THBS1,ENST00000464120 - LGALS1,ENST00000528295 - THY1
ENST00000457765 - PLPPR4,,ENST00000355803 - UBE2I,ENST00000369049 - ECM1,ENST00000544400 - DDX47,,ENST00000552067 - CD63,ENST00000311330 - CD248,ENST00000428068 - ADGRA2,ENST00000490247 - THBS1,ENST00000612334 - CERCAM,ENST00000515017 - ANXA5,ENST00000541779 - LPAR1
ENST00000548898 - CD63,,ENST00000425575 - RPP21,ENST00000548071 - LUM,ENST00000453416 - RSU1P1,,ENST00000497865 - RND3,ENST00000555847 - nan,ENST00000523515 - BNIP3L,ENST00000264205 - ECE1,ENST00000597912 - PSG4,ENST00000455111 - GPC1,ENST00000316418 - AHRR
