,logFC,AveExpr,t,P.Value,adj.P.Val,B,ensembl_transcript_id,gene_symbol,label,-log(adj.P.Val),is_deg,is_significant,score1,is_membrane,is_surface,score2
ENST00000375076,11.52244588554658,-3.5112463302772823,15.0358427613443,3.0892800975495886e-32,3.53206403091967e-27,60.62537372416584,ENST00000375076,AGER,ENST00000375076 - AGER,60.90791509946239,True,True,2,True,True,3
ENST00000375069,9.2600275050022,-3.8871647075865434,11.440342437926281,1.9627502865955293e-22,5.5844731940012166e-18,38.91121026290854,ENST00000375069,AGER,ENST00000375069 - AGER,39.726541570977005,True,True,2,True,True,3
ENST00000375055,9.997056264913832,-4.181411280196039,11.235945551403256,7.092584921559891e-22,1.5695575205415525e-17,37.88581516886162,ENST00000375055,AGER,ENST00000375055 - AGER,38.6931528353112,True,True,2,True,True,3
ENST00000354982,7.967471585767601,-1.8905998187800266,9.407537088971221,5.946133360352342e-17,5.639369508799689e-13,27.34002391880594,ENST00000354982,FCN3,ENST00000354982 - FCN3,28.20383393888142,True,True,2,False,True,3
ENST00000318602,5.871121345080093,8.2611108234903,8.219828198335941,7.120608507542713e-14,4.487374096313348e-10,21.066458291246914,ENST00000318602,A2M,ENST00000318602 - A2M,21.524583233051494,True,True,2,False,True,3
ENST00000498393,6.9218939551825045,-3.7402755439470514,8.104787269201221,1.3902252066443717e-13,8.143693926662733e-10,19.719017082811114,ENST00000498393,FCN3,ENST00000498393 - FCN3,20.928607053517474,True,True,2,False,True,3
ENST00000393676,8.069641559075201,-2.9607417164593066,7.8386083864557685,6.445546531807434e-13,3.131057855009657e-09,18.550284614110087,ENST00000393676,FOLR1,ENST00000393676 - FOLR1,19.58189491664777,True,True,2,False,True,3
ENST00000270879,8.466299047470429,0.01809731729827619,7.784205220226701,8.79654058082166e-13,4.171361431714111e-09,18.542186378990948,ENST00000270879,FCN3,ENST00000270879 - FCN3,19.295023371994045,True,True,2,False,True,3
ENST00000481748,6.602431471537909,-4.085287145360548,7.349945956477159,1.0181481782595446e-11,3.686918183113463e-08,15.736762264432423,ENST00000481748,FCN3,ENST00000481748 - FCN3,17.11588981558572,True,True,2,False,True,3
ENST00000375067,6.072158947026864,-4.358278760478396,7.34087401499077,1.0708758539903026e-11,3.74179053220759e-08,15.57930879342167,ENST00000375067,AGER,ENST00000375067 - AGER,17.1011164951639,True,True,2,True,True,3
ENST00000506143,6.459167608361641,-1.5406423377522955,6.874316583701712,1.3806991849541647e-10,4.043946086332076e-07,13.554425388665301,ENST00000506143,COL6A6,ENST00000506143 - COL6A6,14.720874681656502,True,True,2,False,True,3
ENST00000563941,6.545767092725962,-2.8706116702952165,6.691822510950511,3.66925564574738e-10,1.0292830562548207e-06,12.553945326294357,ENST00000563941,MSLN,ENST00000563941 - MSLN,13.786648059974803,True,True,2,False,True,3
ENST00000375070,6.002569606872653,-4.453481406527564,6.613937771172532,5.545541683888174e-10,1.512990897278455e-06,12.002391057782836,ENST00000375070,AGER,ENST00000375070 - AGER,13.401422139515574,True,True,2,True,True,3
ENST00000199764,7.950801212139851,-0.613027641394419,6.590117854665833,6.288993511803243e-10,1.6926401105024387e-06,12.267185829021507,ENST00000199764,CEACAM6,ENST00000199764 - CEACAM6,13.289221052423873,True,True,2,False,True,3
ENST00000473619,5.173579943484906,-1.4053864936997784,6.562194953161038,7.286137832350215e-10,1.9348679033571506e-06,11.9386561245391,ENST00000473619,AGER,ENST00000473619 - AGER,13.155471500811716,True,True,2,True,True,3
ENST00000367070,7.4440994691270514,-2.997442224341705,6.532716750942845,8.507811997937896e-10,2.200606343352336e-06,11.833472786848667,ENST00000367070,C4BPA,ENST00000367070 - C4BPA,13.026777624958934,True,True,2,False,True,3
ENST00000379972,4.710249331988903,-4.252141306612879,6.466784033773456,1.2017266390599008e-09,2.9917885974375526e-06,11.150811597951012,ENST00000379972,IL15RA,ENST00000379972 - IL15RA,12.719639156284938,True,True,2,True,True,3
ENST00000545450,7.307755857210683,-3.564290447476055,6.443444210095927,1.357390596760315e-09,3.2571813927031913e-06,11.359294432999619,ENST00000545450,MSLN,ENST00000545450 - MSLN,12.634648340036094,True,True,2,False,True,3
ENST00000429135,3.656476196746251,-4.9235270783277185,6.395146247376874,1.7451887407122768e-09,4.041654194566294e-06,10.60939994499363,ENST00000429135,IL15RA,ENST00000429135 - IL15RA,12.418856495694103,True,True,2,True,True,3
ENST00000333598,6.343787303208282,-1.4608484960374377,6.38354768687753,1.8534673109715607e-09,4.243076671919102e-06,11.148381987883525,ENST00000333598,MCEMP1,ENST00000333598 - MCEMP1,12.37022192169309,True,True,2,True,True,3
ENST00000358511,6.4404004012427425,-1.3563409852967616,6.362430976241221,2.0678278712830185e-09,4.680011429681291e-06,11.057922750965188,ENST00000358511,COL6A6,ENST00000358511 - COL6A6,12.272210005798108,True,True,2,False,True,3
ENST00000392027,5.597040278538422,-4.899207218288573,6.195255859283845,4.8833212056211104e-09,9.626609487950502e-06,9.973087447137692,ENST00000392027,ALPP,ENST00000392027 - ALPP,11.550979472242728,True,True,2,False,True,3
