,logFC,AveExpr,t,P.Value,adj.P.Val,B,-log(adj.P.Val),is_deg,is_significant,score1,is_membrane,is_surface,score2
EIF3CL,7.8672987990461545,-0.5769863922417133,48.18890474627495,2.3395913370572906e-99,4.364975557547787e-95,213.07175335250454,217.27197124480386,True,True,2,False,False,2
PYURF,8.555608802249177,-2.8371078483590466,44.67656913084756,2.6632261172877595e-94,2.4843904835118864e-90,201.48135187124737,206.32263101826598,True,True,2,False,False,2
ZBTB9,9.901574366581064,-5.455121485512928,44.176606846375684,1.4877082097864338e-93,9.252057356661832e-90,196.28128561821316,205.00781242573433,True,True,2,False,False,2
ZC3H11A,7.774773680091494,-0.36144191498335676,43.03650181577946,8.002925474301817e-92,3.7327645143512246e-88,196.70228505890242,201.31033906767874,True,True,2,False,False,2
FAM156B,8.08155736791824,-2.3870288040568117,42.31175092798399,1.0556745350409814e-90,3.939143960051918e-87,193.62715147461316,198.95393965980082,True,True,2,False,False,2
NUDT4B,9.689553270280044,-5.426427600638119,40.485455642100625,8.293411286681874e-88,2.5788362395937287e-84,183.5947407874575,192.46980958425385,True,True,2,False,False,2
CYB5D1,5.686053798145692,-0.36387110073371026,35.773619350286175,8.098968569361521e-80,2.158606522836827e-76,169.32846286820342,174.2270041823525,True,True,2,False,False,2
ARL2BP,5.3172760190316195,1.0043052350031538,35.20690270528565,8.399390726010266e-79,1.8872970586246005e-75,167.88959909088945,172.0587362968024,True,True,2,False,False,2
FKBP1C,7.43956932228864,-0.7796163962217464,35.187503937946396,9.104182627229139e-79,1.8872970586246005e-75,167.81350310277747,172.0587362968024,True,True,2,False,False,2
U2AF1,7.083391401998551,-0.5469747870152193,35.03365406305892,1.7270015117693788e-78,3.2220667205081303e-75,167.17012543047076,171.52385898222033,True,True,2,False,False,2
PGAM4,9.178316122914723,-3.176053088407543,33.908000355627706,1.99721685812028e-76,3.387461356540915e-73,162.51742368349218,166.8686310100878,True,True,2,False,False,2
H2BC12L,9.5249214642797,-5.382474758626819,32.2196925677558,3.1112495215674585e-73,4.837215193657006e-70,152.52764215255073,159.6046173276567,True,True,2,False,False,2
RGPD5,7.994812403796849,-3.448965086269451,30.529613813391876,6.499658935354568e-70,9.328010519762322e-67,146.39131184529037,152.04017947323175,True,True,2,False,False,2
MAGED4,10.001258065781522,-3.7314903462340565,30.47441923607983,8.38470463061561e-70,1.117381673524253e-66,147.84632466600078,151.85962798069713,True,True,2,False,False,2
WNT16,8.33512710800272,-0.46717195608304085,30.24272381749431,2.450666892432322e-69,3.048139480807322e-66,146.80391953837017,150.8560847394099,True,True,2,False,False,2
RGPD6,8.835609898603234,-4.324853367256137,29.813254502230436,1.8166763084484724e-68,2.118358117920197e-65,143.1637032391618,148.9173897286671,True,True,2,False,False,2
MAGED4B,9.900352893532517,-3.5928224616037903,28.568882551754946,6.751421702055441e-66,7.409486746779316e-63,139.075614037824,143.06009968665788,True,True,2,False,False,2
ERCC5,5.082526585825737,1.7643805102552879,28.317790396915935,2.2754562662999034e-65,2.35851042001985e-62,137.93606061464882,141.90224552382767,True,True,2,False,False,2
TNFSF4,5.569610070530805,1.822323195229569,27.142756721583275,7.377999371258008e-63,7.244807066818981e-60,132.28930891449843,136.17482063406334,True,True,2,True,True,3
NOMO3,5.88798190646103,2.332897590204636,27.117376642208217,8.374077910580129e-63,7.811758578884673e-60,132.19145866062266,136.09947547098645,True,True,2,True,True,3
KRTAP2-3,10.459485600960088,-5.197034818194233,26.8026156859048,4.052705226037798e-62,3.6005391143898666e-59,130.13451602583459,134.57143689840146,True,True,2,False,False,2
HMGA2,9.74045585016332,-1.1477285431365924,26.033010655656312,2.0116940096074123e-60,1.7060079607838857e-57,126.74216772587987,130.7131941852574,True,True,2,False,False,2
DEXI,7.621095930095285,-3.042721481763317,25.940953495585905,3.2245194384663764e-60,2.61564605058553e-57,125.15286832811015,130.2858391779837,True,True,2,True,False,2
