,logFC,AveExpr,t,P.Value,adj.P.Val,B,-log(adj.P.Val),is_deg,is_significant,score1,is_membrane,is_surface,score2
AMIGO3,11.021211354962913,-5.505623392806579,55.53752175090624,1.5302158434438235e-108,2.865941253185937e-104,228.0962422298945,238.41595284002648,True,True,2,True,False,2
RGPD5,10.123836103947724,-3.4765109789495154,45.38970976524116,5.3373452846007955e-95,4.998156991764415e-91,201.90097361828964,207.92617421962146,True,True,2,False,False,2
EIF3CL,8.742027299775216,-0.6177057930010685,44.39601314314701,1.553039312264935e-93,9.69562442646999e-90,198.67101580265904,204.96098367578114,True,True,2,False,False,2
NPIPA9,8.178961548491435,-1.1788726981183775,44.12362851332893,3.9563555631854346e-93,1.8524645835725e-89,197.7774922497928,204.3135563166442,True,True,2,False,False,2
NPIPA7,7.73598180691812,-1.0801995210775985,43.80924563286236,1.1712985030470259e-92,4.38744993271355e-89,196.6710051301592,203.45132509909052,True,True,2,False,False,2
NPIPA8,10.212501985022888,-3.3878090252728454,43.503575787543916,3.386243041850063e-92,1.0570157655134972e-88,195.98841330739214,202.57203856136,True,True,2,False,False,2
RGPD6,11.00671571602884,-4.356604729514089,42.98884789352314,2.052515494393099e-91,5.491651813498335e-88,194.3269999607598,200.92425909643327,True,True,2,False,False,2
ZNF593,9.980527356512132,-5.518178313508319,38.64666711917448,1.7468848341657471e-84,4.0896757573862846e-81,174.80639114180593,185.10092684252825,True,True,2,False,False,2
BCL2L2-PABPN1,8.320962315143102,-2.058884969348056,38.37778988071587,4.918922726044584e-84,1.023627819289878e-80,178.0669074618413,184.18345443669784,True,True,2,False,False,2
CYB5D1,6.541705187533037,-0.3918361419334903,37.99687066340023,2.1535796184091026e-83,4.0334392673184084e-80,176.51810550807747,182.8121880113096,True,True,2,False,False,2
ZC3H11A,8.321012791323414,-0.40522863821832655,37.78274937195408,4.964721352441646e-83,7.885452621711267e-80,176.09246269118213,182.1417878178758,True,True,2,False,False,2
PYURF,8.668032182882921,-2.892512889358814,37.77827432934354,5.0523483080001705e-83,7.885452621711267e-80,175.46611224518475,182.1417878178758,True,True,2,False,False,2
ZBTB9,9.900537265220299,-5.519311570325551,37.50391379354673,1.4815437373096638e-82,2.1344486658517455e-79,170.41833867635287,181.14601396933273,True,True,2,False,False,2
ARL2BP,6.482915546371486,0.9829231941165436,36.72246483524473,3.2843139943668137e-81,4.393708342892575e-78,172.1983594694307,178.1214636579954,True,True,2,False,False,2
NPIPA3,7.367344490513105,-2.0204841111608336,36.40530753541504,1.1723100548758705e-80,1.4637463345180118e-77,169.68654332050352,176.91805302878703,True,True,2,False,False,2
GJA9,7.184071986575032,-1.2707815887671943,35.950215894088096,7.388678060310143e-80,8.648909461971792e-77,168.6952987892065,175.1416189213062,True,True,2,False,False,2
ATG10,4.857761005772674,3.1265567193545127,35.45604322507652,5.567849586856101e-79,6.13413264189576e-76,167.53163978675164,173.1825983780436,True,True,2,False,False,2
FAM156B,8.153153202078848,-2.439547350520631,35.39096808477697,7.276001675787928e-79,7.570679743657339e-76,166.3988002649985,172.97218420972288,True,True,2,False,False,2
RBM34,6.655707076580246,0.06399484688870065,34.68514789885693,1.3580906564406717e-77,1.3387199949724915e-74,164.17147952304308,170.09958295174968,True,True,2,False,False,2
CST4,10.995745336042397,-5.3304944880102,33.52257590072525,1.8618689015060386e-75,1.74354713281533e-72,159.0512516576685,165.23020507535583,True,True,2,False,False,2
H2BC12L,10.065689789160189,-5.437843876730493,33.10272229161936,1.1359745665913281e-74,1.0131270313185231e-71,155.1245020259616,163.4704999840686,True,True,2,False,False,2
SNURF,8.029706880141964,-1.1369648869630036,33.02306269719966,1.6040614479258657e-74,1.3655666753728881e-71,157.45503138056253,163.1719721132966,True,True,2,False,False,2
DEXI,8.888167422564855,-3.0782097908835917,32.70305866191653,6.455101791412336e-74,5.256417454407029e-71,155.75651730212348,161.82409190019442,True,True,2,True,False,2
PSG9,11.430845488594485,-5.143289597120638,31.3533936568753,2.5634778627399087e-71,2.0004740371356564e-68,150.4223900636604,155.8824021525518,True,True,2,False,True,3
SULT1A3,5.915495050019124,-0.47917741167639216,30.520883681838814,1.1277072720831246e-69,8.448331799537936e-67,146.01714559362526,152.13923222889494,True,True,2,False,False,2
ZACN,10.100583476216288,-3.0856932427493766,29.960490298074756,1.5005085144314884e-68,1.0808855371841286e-65,144.38307104418612,149.59025039760834,True,True,2,False,False,2
