,logFC,AveExpr,t,P.Value,adj.P.Val,B,-log(adj.P.Val),is_deg,is_significant,score1,is_membrane,is_surface,score2
ZNF593,12.218669151130854,-5.167820760360264,104.84345331103509,9.13401338842903e-155,1.6014665673932618e-150,332.5546266911787,344.91684413506584,True,True,2,False,False,2
UBE2NL,10.932291175139504,-5.16667120753082,81.0194980139472,2.312551895150745e-136,2.0272986188839008e-132,293.739163092133,303.2345280979811,True,True,2,False,False,2
ZBTB9,10.097380285880135,-5.231312714806759,66.74436382649975,1.1258421313746657e-122,6.579796696464005e-119,262.3813989979206,272.1236222186255,True,True,2,False,False,2
H4C15,10.928161372385784,-4.906575840519516,63.31610298550819,5.558590446927956e-119,2.4364691576496966e-115,257.6454964388695,263.9067357695591,True,True,2,False,False,2
KRTAP2-2,11.021982775520918,-5.122137577529577,62.462813457769684,4.9306785391909995e-118,1.7289917365527158e-114,255.47317534556464,261.9471621739532,True,True,2,False,False,2
BCL2L2-PABPN1,8.354852413919152,-1.7983806999718477,59.81994873895304,5.08337096094702e-115,1.4854457176380683e-111,249.02961615699553,255.19123044856175,True,True,2,False,False,2
DEXI,9.69103531607455,-2.7854275958947143,58.7270253113856,9.724761169918191e-114,2.4357748227453663e-110,246.49202263873724,252.3940953210666,True,True,2,True,False,2
PGAM4,11.017795414139936,-2.9052490929410175,55.14045180984405,2.245630777505672e-109,4.921580552750868e-106,236.99418020270997,242.48039012789542,True,True,2,False,False,2
ATP5MGL,10.068954859813973,-4.263768962911315,53.15990428180711,7.435925436053126e-107,1.448600896336883e-103,231.0427727353432,236.79566638684702,True,True,2,False,False,2
ARL2BP,6.094241247395457,1.1835017080700263,51.642238810647356,7.236242023878451e-105,1.2687303140466088e-101,226.90111523822307,232.3230777447334,True,True,2,False,False,2
AMIGO3,9.406296592854225,-5.252017683505182,50.79659642891751,9.768474547953098e-104,1.5570060386296515e-100,220.02062015941348,229.81574452818538,True,True,2,True,False,2
CCDC103,9.349549854936928,-5.253696105810587,49.621494780820385,3.874904032987857e-102,5.6615577008646744e-99,216.45006314542812,226.22222513989246,True,True,2,False,False,2
CSF2,12.060801319661518,-4.770886401171689,49.172566836110335,1.613114118114967e-101,2.1755946025315168e-98,219.86911555137956,224.8760371057632,True,True,2,False,False,2
SERF1A,7.475541608185063,-2.19333214647311,49.137907201929906,1.80173594867836e-101,2.2564168848698347e-98,218.47156927909762,224.83956100745945,True,True,2,False,False,2
NACA2,9.246579924662885,-1.017465603887017,48.51538962742272,1.3284309199947536e-100,1.552758621351201e-97,217.41546016650062,222.91072091566937,True,True,2,False,False,2
POTEM,10.022176278146295,-5.121906039128554,48.38422331445556,2.0294932681493837e-100,2.2239440919039465e-97,215.54097231415955,222.55147178288246,True,True,2,False,False,2
HNRNPCL1,9.059920723005533,-3.264690074723782,47.95660095358432,8.136403474005919e-100,8.391503653514457e-97,215.49370852684288,221.22353429627367,True,True,2,False,False,2
KRTAP19-1,9.651529705793962,-5.185060329349881,47.596471102010995,2.6419025589057965e-99,2.5733598647386296e-96,211.90519076969701,220.10295654198137,True,True,2,False,False,2
H3-5,8.693995208595844,-0.9987406082577559,46.351704771324975,1.6439673887038073e-97,1.5170358013759924e-94,210.576850157342,216.02624044123635,True,True,2,False,False,2
ZC3H11A,6.97190473904462,-0.19571644768270166,46.316687458703086,1.8490813552549377e-97,1.620997170084241e-94,210.38580012105922,215.9599572444722,True,True,2,False,False,2
GET4,5.64760498913394,1.0992819429926486,45.67776833663122,1.6013319110076504e-96,1.3369596378903398e-93,208.4238747668852,213.85001553934583,True,True,2,False,False,2
ANP32D,9.729547609923603,-3.946673217722669,45.63646576856672,1.8427713269699294e-96,1.4686049852619897e-93,208.11387904387908,213.75610068784903,True,True,2,False,False,2
MRPL53,5.464005162560075,1.3424257534173367,44.79439126237502,3.3058536262399724e-95,2.520066592559367e-92,205.5346807339905,210.91354322865922,True,True,2,False,False,2
H2AC17,9.151158514992503,-5.259609040790334,44.682395158714726,4.870171813499161e-95,3.557863433586699e-92,200.80020543225032,210.5686683498607,True,True,2,False,False,2
RBM34,5.924404988981044,0.2580681404247729,44.54136885473909,7.941957783127286e-95,5.569853832462829e-92,204.46161566229907,210.120459743785,True,True,2,False,False,2
SMIM11,10.759147927569842,-4.518159718671435,44.08177924177553,3.9448042855560073e-94,2.660163597640518e-91,203.22066501390398,208.5568558386834,True,True,2,True,False,2
CGB1,9.03827439775376,-5.26305346050333,44.021491696915895,4.872937395018512e-94,3.1643411609947984e-91,198.23170455164282,208.38329859251382,True,True,2,False,False,2
FAM156B,7.344206180659743,-2.209096906438142,43.81581469705988,1.003819089390164e-93,6.285700033670623e-91,201.29495752041248,207.69696624496837,True,True,2,False,False,2
POLR2J2,6.234425340969639,-0.1713252090766106,43.47128445410504,3.3899650687921452e-93,2.049526122452851e-90,200.7664971306607,206.51504976281444,True,True,2,False,False,2
SLX1B,7.623761231100021,-2.852764112774975,43.4055196910228,4.280389044706878e-93,2.501602037361523e-90,199.30716192994703,206.31572702787957,True,True,2,False,False,2
PPIAL4G,10.222322970833456,-4.621545788075388,42.31486291926908,2.139151422211485e-91,1.2098626414720635e-88,196.77086127691177,202.43698134975577,True,True,2,False,False,2
PABPC3,7.957859650895157,-0.2555918641878872,41.770835863276076,1.5532341325616197e-90,8.5102668894384e-88,194.99692602678047,200.48621487952136,True,True,2,False,False,2
KRT76,10.755721971639232,-4.866961266437101,41.74372599202773,1.7154734595034794e-90,9.114362474386213e-88,194.95093821376233,200.41763672026144,True,True,2,False,False,2
POTEE,8.748111111300037,-1.5140791922495909,40.89606421217881,3.938004570062773e-89,2.0307362978503118e-86,191.96475574838996,197.31391956189634,True,True,2,False,False,2
EIF5AL1,6.308609129118997,1.1577057435034488,40.82104146886906,5.2099666669592336e-89,2.609895587765607e-86,191.6863750947328,197.06300778164103,True,True,2,False,False,2
U2AF1,6.796981142641383,-0.37242593656666745,40.79032920480513,5.8431969663487245e-89,2.845799233638672e-86,191.42291537182848,196.9764740436541,True,True,2,False,False,2
