,logFC,AveExpr,t,P.Value,adj.P.Val,B,ensembl_transcript_id,gene_symbol,label,-log(adj.P.Val),is_deg,is_significant,score1,is_membrane,is_surface,score2
ENST00000443816,15.964666609345123,-4.859030586584982,106.41593520370144,7.277742514440073e-156,1.1835064876982447e-150,339.0396439479665,ENST00000443816,FN1,ENST00000443816 - FN1,345.2192823173602,True,True,2,False,True,3
ENST00000446046,16.987873317706825,-4.792266798994731,105.05678822233097,6.086687161322652e-155,4.949085330871449e-150,339.36254038640357,ENST00000446046,FN1,ENST00000446046 - FN1,343.78856117124263,True,True,2,False,True,3
ENST00000432072,13.019354171046878,-4.912583114684218,58.98664129791915,4.5845876682135935e-114,2.4851521553496485e-109,245.77943560108048,ENST00000432072,FN1,ENST00000432072 - FN1,250.07144124915988,True,True,2,False,True,3
ENST00000445125,12.747486017597963,-4.915990613885613,56.00219152269831,1.823125808168517e-110,7.411917973109106e-106,237.7157309589745,ENST00000445125,,ENST00000445125 - nan,242.07093061577584,True,True,2,False,False,2
ENST00000617924,11.788785912601584,-4.934955125260725,46.09377964585534,3.7736001548163853e-97,6.8184761908471185e-93,207.91753519424293,ENST00000617924,THBS2,ENST00000617924 - THBS2,212.22077763398272,True,True,2,False,True,3
ENST00000369850,12.267714722488304,-4.8922225278902,44.51653101462739,8.354693240048038e-95,1.235127467906011e-90,203.3502249362066,ENST00000369850,FLNA,ENST00000369850 - FLNA,207.0214841918309,True,True,2,False,True,3
ENST00000532636,12.015792222298849,-4.909538144689773,44.482780266003864,9.394617135427289e-95,1.2731271988026546e-90,202.99459095787466,ENST00000532636,HSPA8,ENST00000532636 - HSPA8,206.99118213437572,True,True,2,False,True,3
ENST00000569696,11.376935138828628,-4.458836318419693,43.87778677682079,7.793384888011328e-94,9.052573217774301e-90,200.59523554573627,ENST00000569696,RPL4,ENST00000569696 - RPL4,205.02960931871164,True,True,2,False,False,2
ENST00000317840,13.721379345060523,-4.5943274159417,43.60148985180343,2.0649457637603117e-93,2.1472008334124588e-89,201.51844461880822,ENST00000317840,COL3A1,ENST00000317840 - COL3A1,204.16590822053573,True,True,2,False,True,3
ENST00000433626,11.677733405435955,-4.858069687936934,43.050845250073515,1.4623005101153267e-92,1.251575310289234e-88,197.94191506125674,ENST00000433626,PSG4,ENST00000433626 - PSG4,202.40308517737668,True,True,2,False,True,3
