,logFC,AveExpr,t,P.Value,adj.P.Val,B,ensembl_transcript_id,gene_symbol,label,-log(adj.P.Val),is_deg,is_significant,score1,is_membrane,is_surface,score2
ENST00000443816,15.013737131534034,-4.876918064351073,87.60050953996412,6.077180476731326e-142,9.882710891260483e-137,308.02475251878246,ENST00000443816,FN1,ENST00000443816 - FN1,313.16337088435375,True,True,2,False,True,3
ENST00000446046,15.177718397663767,-4.825800114435469,74.33424012439396,2.7733420689590476e-130,2.2550044362706016e-125,283.659048655878,ENST00000446046,FN1,ENST00000446046 - FN1,287.009984683999,True,True,2,False,True,3
ENST00000432072,12.769535964758177,-4.917724225282951,55.98045834705978,1.946649788866846e-110,1.0552139622184216e-105,237.6616676399656,ENST00000432072,FN1,ENST00000432072 - FN1,241.71769121021953,True,True,2,False,True,3
ENST00000617924,12.626020396345371,-4.920331803228943,54.36757215551698,2.0313474137615857e-108,6.606754328518182e-104,233.14938662651718,ENST00000617924,THBS2,ENST00000617924 - THBS2,237.58075716253904,True,True,2,False,True,3
ENST00000369850,12.68736624038728,-4.885203645839133,48.56463576420909,1.0936996175345592e-100,2.5408204543352863e-96,216.56965235804512,ENST00000369850,FLNA,ENST00000369850 - FLNA,220.11568188503776,True,True,2,False,True,3
ENST00000445125,11.765078518175661,-4.9344573664662,45.708343093804636,1.3957867760800653e-96,2.269828455261402e-92,206.65019642969915,ENST00000445125,,ENST00000445125 - nan,211.0181242971839,True,True,2,False,False,2
ENST00000532636,11.95802198289184,-4.911189506839168,43.88588149621438,7.597149577845052e-94,9.503449725762787e-90,200.9478384703475,ENST00000532636,HSPA8,ENST00000532636 - HSPA8,204.98100350774536,True,True,2,False,True,3
ENST00000482512,11.277499940414604,-4.94485248352336,41.477775906309795,4.423512161367365e-90,3.996397487119783e-86,192.06843598411027,ENST00000482512,GOLGB1,ENST00000482512 - GOLGB1,196.63692467039735,True,True,2,True,False,2
ENST00000569696,11.080516099410945,-4.46482473779744,41.24847962396492,1.0319312822039826e-89,8.83224553221114e-86,191.34967947761294,ENST00000569696,RPL4,ENST00000569696 - RPL4,195.84390870804395,True,True,2,False,False,2
ENST00000554167,11.933061326762001,-4.836569527347851,41.02434894703944,2.3706876807393756e-89,1.9276061532091863e-85,191.15544554762985,ENST00000554167,FRMD6,ENST00000554167 - FRMD6,195.0634540065541,True,True,2,False,False,2
ENST00000512512,11.374277492340639,-4.1196220363527685,40.65763733149576,9.319528444310743e-89,7.216865312446729e-85,189.5755665968033,ENST00000512512,IGFBP7,ENST00000512512 - IGFBP7,193.74331221311817,True,True,2,False,False,2
ENST00000315741,9.707284010062573,-4.34080165290974,40.62818295618734,1.0407248896367779e-88,7.692849161487856e-85,187.76162029961344,ENST00000315741,RPL5,ENST00000315741 - RPL5,193.67944168745123,True,True,2,False,False,2
ENST00000317840,13.012888490959744,-4.607809250162159,37.810182766574286,5.4926401249144025e-84,2.8813327003663876e-80,180.0829382771937,ENST00000317840,COL3A1,ENST00000317840 - COL3A1,183.14855450922565,True,True,2,False,True,3
ENST00000220959,10.68564962316648,-4.95561529302032,36.73223055604707,4.1740757475623496e-82,1.8345626974826738e-78,174.18232948171618,ENST00000220959,UBR5,ENST00000220959 - UBR5,178.9948311124284,True,True,2,False,False,2
ENST00000544884,10.618410181002194,-4.956838052954048,36.244798659036185,3.0564938370739975e-81,1.1296523358749397e-77,172.23988248367075,ENST00000544884,BLTP2,ENST00000544884 - BLTP2,177.1771422425239,True,True,2,False,False,2
ENST00000604952,10.611215688231647,-4.956972825616949,36.177665941116445,4.0273346235264986e-81,1.4553892366175093e-77,171.9723645174613,ENST00000604952,MTRNR2L6,ENST00000604952 - MTRNR2L6,176.92377877911863,True,True,2,False,False,2
ENST00000621863,10.604402694530096,-4.957090413485372,36.15987362874229,4.33307154436345e-81,1.5318349881399658e-77,171.8976246960552,ENST00000621863,AP2M1,ENST00000621863 - AP2M1,176.87258580511568,True,True,2,False,False,2
ENST00000389993,10.468745980882398,-4.959561814220229,35.14589215635866,2.9381049982421626e-79,9.368522251257656e-76,167.78901210905445,ENST00000389993,PSME4,ENST00000389993 - PSME4,172.75911169437964,True,True,2,False,False,2
ENST00000413095,10.463943218260557,-4.959638839321642,35.1016435169625,3.539145900946541e-79,1.0893385326359658e-75,167.6090712907948,ENST00000413095,OS9,ENST00000413095 - OS9,172.60831131331355,True,True,2,False,False,2
ENST00000591645,10.580493128476585,-4.443798964748298,34.22844308777345,1.4456440086834202e-77,4.198046940930318e-74,164.37627409850023,ENST00000591645,TPM4,ENST00000591645 - TPM4,168.95667747848682,True,True,2,False,False,2
ENST00000318424,10.277047798565363,-4.938030965364965,33.79795799057413,9.24219221885226e-77,2.547398811236872e-73,162.19867093933763,ENST00000318424,CD276,ENST00000318424 - CD276,167.15363902404934,True,True,2,True,True,3
