,logFC,AveExpr,t,P.Value,adj.P.Val,B,ensembl_transcript_id,gene_symbol,label,-log(adj.P.Val),is_deg,is_significant,score1,is_membrane,is_surface,score2
ENST00000471562,14.965068074759174,-4.969936386096551,70.08861567872223,1.3585645337926505e-125,2.2092976448536084e-120,270.52061647375683,ENST00000471562,FILIP1L,ENST00000471562 - FILIP1L,275.51753650202596,True,True,2,False,False,2
ENST00000446046,15.460552459753972,-4.915818839530041,63.70198307601364,6.328876696263361e-119,5.1460096417317394e-114,257.36211237090515,ENST00000446046,FN1,ENST00000446046 - FN1,260.85647901382725,True,True,2,False,True,3
ENST00000432072,14.404308457035334,-4.976829800694803,62.294241557048835,2.2598065613562435e-117,1.2249658100258411e-112,252.22912538880837,ENST00000432072,FN1,ENST00000432072 - FN1,257.6866174819089,True,True,2,False,True,3
ENST00000460008,13.601495294755562,-4.986582997231714,53.3595152267471,1.0634560816993627e-106,4.323480700148759e-102,228.36749918805737,ENST00000460008,DCBLD2,ENST00000460008 - DCBLD2,233.3996186899258,True,True,2,True,True,3
ENST00000445125,13.578839026799997,-4.98534711935088,53.17437242998053,1.8383812809967422e-106,5.9791512783138046e-102,227.83011310709725,ENST00000445125,,ENST00000445125 - nan,233.07540085420604,True,True,2,False,False,2
ENST00000356005,13.378752713335082,-4.98931140093675,51.000714537208566,1.2930901317295836e-103,3.504705287031081e-99,221.48401623868156,ENST00000356005,FN1,ENST00000356005 - FN1,226.70181777304518,True,True,2,False,True,3
ENST00000443816,13.20013434021508,-4.9914758673737865,49.2530738517135,3.0157456245986336e-101,7.00600790674614e-97,216.192021053553,ENST00000443816,FN1,ENST00000443816 - FN1,221.40398596707996,True,True,2,False,True,3
ENST00000612232,13.367366750010394,-4.965984188487597,48.97771923194408,7.22993806836397e-101,1.4696656608466861e-96,215.65734387273383,ENST00000612232,SLC38A2,ENST00000612232 - SLC38A2,220.6631339941074,True,True,2,False,False,2
ENST00000262209,16.435541666938043,-2.695201502442658,47.96028535183052,1.8991963048899944e-99,3.4316367011245656e-95,216.0814877881208,ENST00000262209,TRPA1,ENST00000262209 - TRPA1,217.5125465147275,True,True,2,False,False,2
ENST00000512512,12.965608710911916,-4.169938718417648,45.62838385868704,4.291007995446538e-96,6.97803720219516e-92,205.32716863688572,ENST00000512512,IGFBP7,ENST00000512512 - IGFBP7,209.89506088134684,True,True,2,False,False,2
